name,name_simbadable,ra_j2000_formula,dec_j2000_formula,teff_atmo,radius_atmo,logg_atmo,log_lbol_lsun,log_lbol_lsun_err
WISE J105257.95-194250.2,WISE J105257.95-194250.2,163.2405,-19.7132,800,0.88,4.5,-5.53,0.06
2MASS J10554733+0808427,LSPM J1055+0808,163.9473,8.1453,2400,1.17,3.5,-3.4,0.02
Wolf 359,Wolf  359,164.1205,7.0147,2700,1.46,4.5,-2.97,0.02
DENIS-P J1058.7-1548,SIPS J1058-1548,164.6993,-15.8048,1700,1.21,5.5,-3.95,0.03
2MASS J10595185+3042059,2MASS J10595185+3042059,164.9658,30.7012,1200,0.97,4.5,-4.75,0.07
2MASS J11000965+4957470,2MASS J11000965+4957470,165.0402,49.963,1800,0.98,5.0,-4.04,0.02
SSSPM J1102-3431,TWA 28,165.541,-34.5099,2400,2.98,3.5,-2.58,0.02
2MASSI J1104012+195921,2MASS J11040127+1959217,166.0053,19.9894,2000,0.78,5.0,-4.12,0.02
LHS 2351,LP  551-63,166.5791,4.4757,2600,1.24,4.0,-3.2,0.02
PSO J167.1132+08.6331,2MASS J11082735+0838026,167.114,8.6341,1700,0.6,5.5,-4.59,0.13
SDSSp J111010.01+011613.1,2MASS J11101001+0116130,167.5417,1.2702,1000,1.08,4.0,-5.02,0.05
PSO J168.1800-27.2264,PSO J168.1800-27.2264,168.1805,-27.2259,1400,0.72,5.0,-4.74,0.12
SDSS J111320.16+343057.9,2MASS J11132009+3430582,168.3339,34.5161,1700,1.06,5.5,-4.07,0.07
2MASS J11145133-2618235,2MASS J11145133-2618235,168.7131,-26.3066,700,0.83,5.5,-5.82,0.1
NLTT 26746B,2MASS J11150150+1607026,168.7561,16.1174,1800,0.93,5.5,-4.09,0.02
2MASS J11181292-0856106,2MASS J11181292-0856106,169.5539,-8.9363,1800,0.65,5.5,-4.39,0.05
2MASS J11191046+0552484,2MASS J11191046+0552484,169.7936,5.8801,1800,0.86,5.0,-4.15,0.23
SDSS J112118.57+433246.5,2MASS J11211858+4332464,170.3274,43.5462,2000,0.58,5.5,-4.33,0.12
2MASS J11220826-3512363,2MASS J11220826-3512363,170.5344,-35.2102,1300,0.84,5.5,-4.73,0.03
2MASSW J1122362-391605,2MASSW J1122362-391605,170.651,-39.2682,1800,0.96,5.0,-4.05,0.04
WISEPC J112254.73+255021.5,2MASS J11225550+2550250,170.7323,25.8403,1000,0.69,5.0,-5.38,0.05
2MASS J11240487+3808054,2MUCD 10984,171.0204,38.1348,2400,1.08,3.5,-3.47,0.02
WISE J112438.12-042149.7,2MASS J11243854-0421504,171.1602,-4.3638,900,0.94,4.0,-5.29,0.07
2MASS J11263991-5003550,DENIS J112639.9-500355,171.6658,-50.0652,1900,0.84,5.5,-4.1,0.02
SDSS J112647.03+581632.2,2MASS J11264705+5816325,171.6959,58.2757,2300,0.85,5.0,-3.75,0.03
NLTT 27966B,2MASS J11363969+4852400,174.1654,48.8778,1800,1.19,5.5,-3.87,0.02
PSO J174.6630-18.6530,2MASS J11383920-1839120,174.6632,-18.6533,2400,1.04,3.5,-3.49,0.08
TWA 26,TWA 26,174.9631,-31.9893,2300,3.04,3.5,-2.65,0.02
PSO J175.2003+16.1403,2MASS J11404806+1608255,175.2003,16.1404,1700,0.88,5.5,-4.24,0.14
2MASS J11414406-2232156,LEHPM 2-333,175.4335,-22.5375,2500,1.04,4.5,-3.42,0.02
PSO J175.8169-20.4072,PSO J175.8169-20.4072,175.817,-20.4068,1300,0.83,5.5,-4.74,0.12
ULAS J114340.47+061358.9,SDSS J114340.50+061358.8,175.9189,6.233,1100,0.95,4.0,-4.92,0.12
WISEA J114724.10-204021.3,TWA 41,176.8508,-20.6723,1600,1.18,3.0,-4.23,0.09
SDSS J114912.31-015300.6,SIPS J1149-0153,177.3013,-1.8835,2500,0.95,4.0,-3.5,0.02
PSO J178.1434-23.8603,Null,178.1435,-23.8603,1800,3.64,5.5,-2.91,0.22
2MASS J11533966+5032092,2MASS J11533966+5032092,178.4153,50.5359,1800,2.19,5.5,-3.34,0.02
LHS 2471,LP  553-59,178.4695,6.999,2700,1.32,5.0,-3.08,0.02
2MASS J11544223-3400390,2MASS J11544223-3400390,178.6759,-34.0109,1800,2.08,5.5,-3.39,0.03
2MASSW J1155395-372735,2MASS J11553952-3727350,178.9147,-37.4599,1800,1.21,5.5,-3.85,0.02
LP 851-346,LP  851-346,178.9285,-22.4163,2600,1.22,4.0,-3.21,0.02
SDSS J115553.86+055957.5,2MASS J11555389+0559577,178.9747,5.9994,1700,0.7,5.5,-4.44,0.08
PSO J179.2489+41.5121,Null,179.2496,41.5121,1600,0.58,4.0,-4.71,0.12
DENIS-P J1157480-484442,DENIS J115748.0-484442,179.4504,-48.7452,1900,1.49,5.5,-3.6,0.02
SDSS J115940.72+540938.6,2MASS J11594076+5409386,179.9198,54.1607,1800,2.22,5.5,-3.33,0.04
PSO J180.1475-28.6160,SIMP J1200358-283657,180.1494,-28.6159,1400,0.93,5.5,-4.5,0.12
2MASS J12022564-0629026,2MASS J12022564-0629026,180.6069,-6.4841,2400,1.31,3.5,-3.29,0.02
NLTT 29395B,2MASS J12030284+5806037,180.7618,58.101,2500,1.03,4.0,-3.42,0.03
SDSSp J120358.19+001550.3,2MASS J12035812+0015500,180.9922,0.2639,1800,0.93,5.5,-4.09,0.02
2MASSI J1204303+321259,2MASS J12043036+3212595,181.1265,32.2165,1800,1.57,5.5,-3.62,0.02
HIP 58918B,LSPM J1204+3437W,181.2183,34.623,2700,1.23,4.5,-3.11,0.02
SDSS J120602.51+281328.7,2MASS J12060248+2813293,181.5103,28.2247,1400,0.79,5.5,-4.67,0.09
SDSS J120610.49+624257.2,2MASS J12061050+6242572,181.5438,62.716,1800,1.39,5.5,-3.74,0.04
DENIS J1206501-393725,2MASS J12065011-3937261,181.7088,-39.6239,1900,1.2,5.5,-3.78,0.02
2MASS J12070374-3151298,2MASS J12070374-3151298,181.7655,-31.8583,1700,1.19,5.5,-3.98,0.07
2MASS J12073804-3909050,2MASS J12073804-3909050,181.9085,-39.1514,1800,1.63,5.5,-3.59,0.03
SDSS J120747.17+024424.8,2MASS J12074717+0244249,181.9466,2.7403,1400,1.06,5.5,-4.4,0.09
2MASS J12074836-3900043,TWA 40,181.9515,-39.0012,1800,2.02,5.5,-3.41,0.06
HIP 59310B,LSPM J1210+1858E,182.5412,18.969,2700,1.33,5.0,-3.07,0.02
PSO J182.6569-26.6197,2MASS J12103773-2637106,182.6573,-26.6197,1800,1.18,5.5,-3.88,0.07
2MASSI J1213033-043243,2MASS J12130336-0432437,183.2639,-4.5455,1800,0.8,5.5,-4.23,0.02
PSO J183.4547+40.7901,PSO J183.4547+40.7901,183.4554,40.7904,1200,0.91,4.0,-4.8,0.12
SDSS J121440.95+631643.4,2MASS J12144089+6316434,183.6706,63.2787,1200,0.73,5.0,-5.0,0.08
PSO J183.9318-09.7914,2MASS J12154368-0947289,183.932,-9.7914,1800,1.42,5.5,-3.72,0.07
2MASS J12154432-3420591,2MASS J12154430-3420594,183.9346,-34.3497,1200,0.89,5.5,-4.83,0.2
SDSS J121659.17+300306.3,2MASS J12165918+3003054,184.2465,30.0516,2000,0.82,5.0,-4.06,0.07
2MASSI J1217110-031113,2MASS J12171110-0311131,184.2958,-3.1869,800,1.16,4.5,-5.31,0.06
2MASS J12172372-0237369,2MASS J12172372-0237369,184.3489,-2.6269,1800,0.81,5.0,-4.19,0.07
HIP 59933B,2MASS J12173646+1427119,184.402,14.4534,1800,1.53,5.5,-3.64,0.02
SDSS J121951.45+312849.4,2MASS J12195156+3128497,184.9647,31.4804,1400,0.82,4.5,-4.62,0.1
2MASS J12212770+0257198,2MASS J12212770+0257198,185.3655,2.9555,1800,1.61,5.5,-3.6,0.02
WISE J122152.28-313600.8,2MASS J12215175-3136054,185.4657,-31.6014,1000,0.74,4.5,-5.31,0.05
NLTT 30510B,** DEA   78B,185.5767,36.7302,2300,0.93,4.0,-3.67,0.07
BRI B1222-1222,BR B1222-1221,186.2174,-12.6433,2400,1.1,3.5,-3.45,0.02
WISE J122558.86-101345.0,2MASS J12255900-1013413,186.4959,-10.2283,1000,1.24,4.5,-4.86,0.06
PSO J186.5342+21.8364,2MASS J12260821+2150112,186.5342,21.8365,2300,1.1,4.0,-3.51,0.08
2MASS J12304562+2827583,2MASS J12304562+2827583,187.6901,28.4662,1700,1.29,5.5,-3.91,0.09
2MASS J12312141+4959234,2MASSI J1231214+495923,187.8392,49.9898,1800,1.72,5.5,-3.55,0.03
2MASS J12314753+0847331,ULAS J123146.99+084725.8,187.9482,8.7924,1000,1.09,4.0,-4.97,0.06
2MASS J12373919+6526148,2MASS J12373919+6526148,189.4129,65.4373,900,0.84,5.5,-5.38,0.08
NLTT 31450B,2MASS J12394920+3209056,189.955,32.1515,1700,1.15,5.5,-4.01,0.03
TWA 29,TWA 29,191.309,-44.4855,2200,2.49,3.5,-2.89,0.03
SDSS J124555.66+490210.9,2MASS J12455566+4902105,191.4819,49.0363,2700,1.5,5.0,-2.97,0.08
2MASSW J1246467+402715,2MASSW J1246467+402715,191.6949,40.4542,1800,0.95,5.0,-4.07,0.02
2MASS J12474428-3816464,2MASS J12474428-3816464,191.9345,-38.2796,2300,2.07,3.5,-2.98,0.03
2MASS J12474944-1117551,2MASS J12474944-1117551,191.9561,-11.2987,2300,1.02,3.5,-3.58,0.06
SDSS J124908.66+415728.6,2MASS J12490872+4157286,192.2864,41.958,2300,0.98,3.5,-3.62,0.03
WISE J125015.56+262846.9,PSO J192.5647+26.4796,192.5664,26.4814,1000,0.74,4.0,-5.3,0.07
PSO J192.6717-21.8250,PSO J192.6717-21.8250,192.6721,-21.8248,1300,0.84,5.5,-4.74,0.12
WISE J125448.52-072828.4,WISE J125448.52-072828.4,193.7018,-7.4742,900,0.92,5.0,-5.3,0.07
SDSSp J125453.90-012247.4,2MASS J12545393-0122474,193.7246,-1.3798,1400,0.83,5.5,-4.63,0.07
WISE J125715.90+400854.2,WISE J125715.90+400854.2,194.315,40.148,900,0.76,5.5,-5.45,0.06
SDSSp J125737.26-011336.1,2MASS J12573726-0113360,194.4053,-1.2268,1800,0.87,5.5,-4.16,0.07
2MASS J12594167+1001380,LSPM J1259+1001,194.9237,10.0274,1700,0.91,4.5,-4.22,0.02
Ross 458C,ULAS J130041.74+122114.7,195.1755,12.3541,800,0.72,4.5,-5.7,0.06
2MASSW J1300425+191235,2MASSI J1300425+191235,195.1771,19.2096,2300,0.86,4.0,-3.75,0.02
HIP 63506C,2MASS J13005061+4214473,195.2108,42.2464,2300,0.88,4.0,-3.72,0.02
2MASS J13015465-1510223,2MASS J13015465-1510223,195.4778,-15.1729,1800,1.49,5.5,-3.67,0.02
2MASS J13023811+5650212,2MASS J13023811+5650212,195.6588,56.8392,1800,1.26,5.5,-3.81,0.07
2MASSI J1305410+204639,2MASS J13054106+2046394,196.4211,20.7776,1800,0.81,5.0,-4.2,0.02
2MASS J13061727+3820296,2MASS J13061727+3820296,196.572,38.3416,1800,1.59,5.5,-3.62,0.02
WISEA J130729.56-055815.4,SIMP J1307298-055814,196.8743,-5.9708,1700,0.58,5.5,-4.6,0.14
2MASS J13081228+6103486,2MASS J13081228+6103486,197.0512,61.0635,1800,1.3,5.5,-3.8,0.07
WISEP J131141.91+362925.2,2MASS J13114227+3629235,197.9259,36.4899,1800,0.97,5.5,-4.05,0.04
2MASS J13120707+3937445,2MASSI J1312070+393744,198.0294,39.629,2300,1.63,4.0,-3.18,0.09
ULAS J131610.13+031205.5,BRLT 203,199.0426,3.2016,1800,0.55,5.5,-4.56,0.08
2MASS J13184794+1736117,2MASS J13184794+1736117,199.6998,17.6032,1800,0.7,5.0,-4.32,0.14
WISEPC J132004.16+603426.2,WISEP J132004.16+603426.2,200.0212,60.5743,900,0.9,4.5,-5.31,0.07
2MASS J13204427+0409045,2MASS J13204427+0409045,200.1845,4.1513,1700,1.26,5.5,-3.92,0.03
WISEPA J132233.66-234017.1,WISE J132233.64-234016.8,200.6412,-23.6726,800,0.78,5.5,-5.65,0.09
DENIS-P J1323-1806,2MASS J13233597-1806379,200.8999,-18.1105,1800,2.29,5.5,-3.29,0.03
PSO J201.0320+19.1072,2MASS J13240776+1906271,201.0323,19.1075,1200,1.33,4.5,-4.46,0.11
2MASS J13243553+6358281,2MASS J13243553+6358281,201.1479,63.9744,1200,0.7,4.0,-5.03,0.08
SDSSp J132629.82-003831.5,2MASS J13262981-0038314,201.6242,-0.6421,1700,0.62,5.0,-4.54,0.06
SDSS J132715.21+075937.5,2MASS J13271524+0759375,201.8136,7.9938,1800,1.59,5.5,-3.61,0.03
HIP 65706B,LP  323-115,202.0872,30.0552,2700,1.45,5.0,-3.0,0.02
PSO J202.1635-03.7660,PSO J202.1635-03.7660,202.1642,-3.7661,1200,0.86,5.5,-4.87,0.08
2MASSW J1328550+211449,2MASS J13285503+2114486,202.2293,21.2467,1800,0.86,5.0,-4.14,0.06
2MASS J13313310+3407583,2MASS J13313310+3407583,202.888,34.1328,1800,1.59,5.5,-3.61,0.02
SDSS J133148.92-011651.4,2MASS J13314894-0116500,202.9538,-1.2809,1800,0.65,5.5,-4.41,0.03
SDSS J133312.79+150956.6,2MASS J13331284+1509569,203.3034,15.1658,2500,1.05,4.5,-3.41,0.06
SDSS J133345.36-021600.2,2MASS J13334540-0215599,203.4391,-2.2667,1800,1.27,5.5,-3.81,0.04
LSPM J1336+2541B,2MASS J13362502+2540368,204.1043,25.6769,1800,1.22,5.5,-3.85,0.02
2MASS J13364062+3743230,2MASSI J1336406+374323,204.1691,37.723,1800,1.57,5.5,-3.62,0.02
2MASS J13373116+4938367,2MASS J13373116+4938367,204.3799,49.6435,2300,1.1,3.5,-3.52,0.02
WISE J133750.46+263648.6,2MASS J13375038+2636512,204.4597,26.6142,1000,1.01,4.0,-5.03,0.06
2MASSW J1338261+414034,2MASSW J1338261+414034,204.6089,41.676,1800,1.19,5.5,-3.87,0.02
2MASS J13384944+0437315,2MASS J13384944+0437315,204.706,4.6254,1800,2.13,5.5,-3.36,0.02
PM I13410+0542B,2MASS J13410235+0542489,205.2598,5.7135,1700,1.46,5.5,-3.8,0.03
SDSS J134203.11+134022.2,2MASS J13420311+1340222,205.5129,13.6729,1800,0.69,5.0,-4.34,0.13
WISEA J134310.44-121628.8,2MASS J13431074-1216256,205.7945,-12.2739,1900,0.71,5.5,-4.24,0.14
2MASSW J1343167+394508,2MASSW J1343167+394508,205.8194,39.7525,1700,1.08,4.5,-4.06,0.09
SDSS J134525.57+521634.0,2MASS J13452562+5216337,206.3566,52.2761,1800,0.96,5.0,-4.06,0.07
SDSSp J134646.45-003150.4,2MASS J13464634-0031501,206.6934,-0.5307,1000,0.9,4.5,-5.15,0.05
LHS 2803B,LP  738-14 B,207.0113,-13.7356,1100,0.67,5.5,-5.24,0.04
WISEPC J134806.99+660327.8,2MASS J13480677+6603315,207.0283,66.0586,1800,0.51,5.0,-4.61,0.13
PSO J207.7496+29.4240,2MASS J13510003+2925273,207.75,29.4243,1400,0.87,3.5,-4.56,0.1
PM I13518+4157B,2MASS J13514747+4157479,207.9478,41.9633,1800,1.65,5.5,-3.58,0.03
WISE J135307.51-085712.0,2MASS J13530778-0857119,208.2823,-8.9533,2400,0.91,3.5,-3.6,0.03
NLTT 35593B,2MASS J13543510-0607333,208.6462,-6.126,1800,1.04,5.5,-3.99,0.02
SDSS J135712.40+142839.8,2MASS J13571237+1428398,209.3016,14.4778,1700,1.12,5.5,-4.02,0.07
2MASS J13571497-1438529,DENIS J135714.9-143852,209.3122,-14.648,2500,1.52,4.5,-3.09,0.02
SDSS J135852.68+374711.9,2MASS J13585269+3747137,209.7197,37.7869,1200,0.64,5.5,-5.12,0.06
2MASS J13595510-4034582,2MASS J13595510-4034582,209.9796,-40.5829,2300,0.84,4.0,-3.77,0.02
SDSS J140023.12+433822.3,2MASS J14002320+4338222,210.0966,43.6394,1500,0.83,5.5,-4.49,0.09
WISE J140035.40-385013.5,2MASS J14003541-3850109,210.1475,-38.8363,1200,0.68,5.5,-5.05,0.06
2MASS J14022235+0648479,2MASS J14022235+0648479,210.5932,6.8133,2400,1.44,3.5,-3.23,0.02
PSO J210.6211-26.9300,Gaia DR2 6273537856003401728,210.6215,-26.9297,2400,0.97,4.0,-3.55,0.04
2MASS J14044495+4634297,2MASSI J1404449+463429,211.1873,46.575,1800,2.04,5.5,-3.4,0.02
SDSS J140601.47+524931.0,2MASS J14060148+5249309,211.5063,52.8252,1800,1.76,5.5,-3.52,0.04
2MASS J14075361+1241099,ULAS2MASS J1407+1241,211.9734,12.6861,1800,0.98,5.0,-4.03,0.04
2MASS J14090310-3357565,USNO-B1.0 0560-00310109,212.263,-33.9657,1800,1.3,5.5,-3.79,0.02
2MASSW J1411175+393636,2MASSW J1411175+393636,212.8224,39.6101,1800,1.34,5.5,-3.77,0.02
WISE J141144.13-140300.5,2MASS J14114418-1402543,212.9341,-14.0487,2400,0.83,3.5,-3.68,0.02
2MASS J14122268+2354108,2MASS J14122268+2354108,213.0945,23.903,2500,1.22,4.0,-3.28,0.02
2MASSW J1412244+163312,2MASSW J1412244+163312,213.1021,16.5533,1800,2.04,5.5,-3.39,0.02
2MASS J14140586+0107102,2MASS J14140586+0107102,213.5244,1.1195,1800,0.9,5.5,-4.12,0.07
SDSS J141530.05+572428.7,2MASS J14153003+5724300,213.8752,57.4082,1400,1.03,5.5,-4.43,0.15
SDSS J141659.78+500626.4,2MASS J14165987+5006258,214.2495,50.1073,1800,0.75,5.5,-4.28,0.02
2MASS J14182962-3538060,2MASS J14182962-3538060,214.6235,-35.635,1800,1.28,5.5,-3.81,0.03
SDSS J141858.92+600018.8,2MASS J14185890+6000194,214.7454,60.0053,2300,1.12,3.5,-3.5,0.03
2MASS J14192618+5919047,2MASS J14192618+5919047,214.8593,59.3179,2200,1.06,5.0,-3.64,0.06
SDSS J142058.30+213156.6,2MASS J14205843+2131555,215.2434,21.5321,2400,0.77,5.0,-3.76,0.02
2MASSW J1421314+182740,2MASSW J1421314+182740,215.3809,18.4613,1800,1.65,5.5,-3.58,0.02
SDSS J142227.25+221557.1,2MASS J14222720+2215575,215.6134,22.2659,1800,0.69,5.5,-4.33,0.13
SDSS J142257.15+082752.1,2MASS J14225717+0827539,215.7383,8.465,1800,1.2,5.5,-3.86,0.03
BD +01 2920B,ULAS J142320.79+011638.2,215.8363,1.2787,800,0.71,5.5,-5.9,0.81
2MASS J14232186+6154005,2MASS J14232186+6154005,215.8408,61.9001,1800,1.05,5.5,-3.98,0.06
GD 165B,GD 165B,216.1629,9.2863,1700,1.1,5.5,-4.04,0.03
DENIS-P J142527.97-365023.4,2MASS J14252798-3650229,216.3666,-36.8398,1800,0.94,5.0,-4.08,0.02
PSO J216.4707-06.2849,Null,216.4702,-6.2845,1300,0.83,4.5,-4.75,0.11
SDSS J142612.86+313039.4,2MASS J14261290+3130400,216.5538,31.5111,1800,0.91,5.0,-4.1,0.06
2MASS J14283132+5923354,2MASS J14283132+5923354,217.1304,59.3932,2000,0.82,5.0,-4.08,0.02
LHS 2924,LP  271-25,217.1801,33.1776,1900,1.48,5.5,-3.6,0.02
2MASS J14313097+1436539,2MASS J14313097+1436539,217.8788,14.615,2300,0.81,4.0,-3.79,0.02
SDSS J143242.10+345142.7,2MASS J14324216+3451429,218.1757,34.8619,1900,1.36,5.5,-3.67,0.04
PSO J218.4532+50.7231,PSO J218.4532+50.7231,218.4529,50.7235,1300,0.79,5.5,-4.79,0.12
PSO J218.5616-27.8952,2MASS J14341485-2753426,218.5619,-27.8952,1800,0.7,5.0,-4.33,0.14
2MASS J14351087-2333025,SIPS J1435-2333,218.7952,-23.5507,2600,1.16,4.0,-3.26,0.02
SDSS J143553.25+112948.6,SDSS J143553.24+112948.5,218.9717,11.4967,1400,0.56,5.5,-4.97,0.11
2MASSI J1438082+640836,LSPM J1438+6408,219.5345,64.1434,1800,1.67,5.5,-3.57,0.02
SDSS J143832.63+572216.9,2MASS J14383259+5722168,219.6359,57.3714,1700,0.95,5.5,-4.18,0.14
2MASSW J1438549-130910,2MASSW J1438549-130910,219.7292,-13.1529,1700,1.18,5.5,-3.98,0.04
2MASSW J1439284+192915,2MASS J14392836+1929149,219.8673,19.4878,1900,1.3,5.5,-3.71,0.02
SDSS J143933.44+031759.2,2MASS J14393343+0317591,219.8893,3.2997,1800,1.48,5.5,-3.68,0.07
SDSS J143945.86+304220.6,SDSS J143945.86+304220.5,219.9415,30.7058,1300,0.79,5.5,-4.8,0.12
2MASS J14403186-1303263,2MASS J14403186-1303263,220.1329,-13.0573,2300,0.9,4.0,-3.7,0.04
2MASS J14410457+2719323,2MASS J14410457+2719323,220.2691,27.3256,2700,1.12,5.0,-3.22,0.08
WISE J144127.48-515807.6,2MASS J14412855-5158048,220.3691,-51.968,2700,0.95,4.0,-3.36,0.02
G 239-25B,G 239-25B,220.5919,66.0555,2700,0.87,4.5,-3.42,0.02
SDSSp J144600.60+002452.0,2MASS J14460061+0024519,221.5025,0.4144,1800,0.67,5.0,-4.36,0.06
2MASSW J1448256+103159,2MASS J14482563+1031590,222.1068,10.5331,1800,0.76,5.0,-4.27,0.02
NLTT 38489B,2MASS J14484645+5610559,222.1936,56.1822,2400,1.0,4.0,-3.52,0.02
ULAS2MASS J1452+1114,2MASS J14520183+1114590,223.0076,11.2498,1800,1.17,5.5,-3.88,0.04
SDSS J145255.58+272324.4,2MASS J14525564+2723256,223.2318,27.3904,2400,0.82,5.0,-3.7,0.02
SDSS J145325.89+142041.8,2MASS J14532582+1420410,223.3577,14.3447,1900,1.12,5.5,-3.84,0.03
2MASSI J1456014-274735,LEHPM 2-50,224.0058,-27.7935,2400,0.93,3.5,-3.59,0.02
LHS 3003,LP  914-54,224.1594,-28.1635,2600,1.24,5.0,-3.21,0.02
HIP 73169B,2MASS J14571164-0619260,224.2985,-6.324,1800,1.12,5.5,-3.92,0.02
WISEPC J145715.03+581510.2,WISE J145715.03+581510.2,224.3153,58.2531,900,0.83,5.0,-5.38,0.06
Gliese 570D,GJ   570 D,224.3129,-21.364,800,0.88,5.0,-5.56,0.06
PSO J224.3820+47.4057,PSO J224.3820+47.4057,224.3814,47.4059,900,0.83,4.5,-5.38,0.07
2MASS J14582453+2839580,2MASS J14582453+2839580,224.6022,28.6661,2400,1.24,3.5,-3.35,0.02
2MASS J15004572+4219448,2MASS J15004572+4219448,225.1905,42.3292,2400,1.21,3.5,-3.36,0.02
TVLM 513-46546,TVLM 513-46,225.2841,22.8339,2300,1.03,3.5,-3.59,0.02
TVLM 513-42404A,TVLM 513-42404,225.5888,25.4319,2700,1.35,4.5,-3.03,0.02
TVLM 513-42404B,Gaia DR2 1267909671886228224,225.5889,25.4344,2300,1.15,4.0,-3.49,0.03
2MASS J15031961+2525196,2MASS J15031961+2525196,225.8317,25.4222,1100,0.81,5.0,-5.07,0.03
WISE J150406.66-455223.9,2MASS J15040744-4552200,226.0309,-45.8724,1700,0.67,5.5,-4.48,0.13
SDSS J150411.63+102718.4,CFBDS J150411+102717,226.048,10.4554,900,1.15,3.5,-5.1,0.06
NLTT 39312B,2MASS J15055931+3339343,226.4971,33.6594,2800,1.38,3.5,-2.97,0.09
2MASSW J1506544+132106,2MASSW J1506544+132106,226.7264,13.3517,1800,1.01,5.5,-4.02,0.02
2MASSW J1507476-162738,2MASSW J1507476-162738,226.9487,-16.4611,1800,0.77,5.5,-4.25,0.02
PSO J227.1576-07.9608,Null,227.1577,-7.9605,1400,0.75,5.5,-4.72,0.13
TVLM 868-110639,TVLM 868-110639,227.5701,-2.6856,1800,2.01,5.5,-3.41,0.02
SDSS J151110.91+434036.3,2MASS J15111089+4340372,227.7954,43.6769,1800,0.66,5.0,-4.38,0.14
SDSS J151240.67+340350.1,2MASS J15124058+3403501,228.1693,34.0639,1700,1.38,5.5,-3.84,0.03
WISE J151314.61+401935.6,WISE J151314.61+401935.6,228.3106,40.3265,1500,0.86,2.5,-4.6,0.13
PSO J228.6775-29.7088,2MASS J15144258-2942315,228.6774,-29.7088,1800,1.29,5.5,-3.81,0.23
2MASSW J1515008+484742,2MASSW J1515008+484742,228.7536,48.7948,1800,0.6,5.5,-4.47,0.02
SDSS J151506.11+443648.3,2MASS J15150607+4436483,228.7753,44.6134,1800,0.73,5.0,-4.31,0.13
SDSS J151603.03+025928.9,2MASS J15160303+0259292,229.0126,2.9914,1700,0.28,5.5,-5.23,0.14
SDSS J151643.01+305344.4,2MASS J15164306+3053443,229.1793,30.8956,1300,0.73,3.0,-4.88,0.07
PSO J229.2354-26.6737,2MASS J15165651-2640251,229.2355,-26.6737,1900,1.54,4.0,-3.56,0.22
SDSS J152039.82+354619.8,2MASS J15203974+3546210,230.1655,35.7725,1800,0.54,5.5,-4.56,0.08
SDSS J152103.24+013142.7,2MASS J15210327+0131426,230.2635,1.5285,1200,0.96,5.0,-4.74,0.12
2MASS J15230657-2347526,2MASS J15230657-2347526,230.7773,-23.798,1800,1.88,5.5,-3.47,0.02
Gl 584C,* eta CrB C,230.8443,30.2489,1500,0.64,5.5,-4.72,0.06
ULAS J152502.10+083344.0,PSO J231.2588+08.5622,231.2587,8.5624,1400,0.61,5.5,-4.9,0.13
2MASSI J1526140+204341,2MASSI J1526140+204341,231.5584,20.7279,1700,0.76,5.5,-4.36,0.03
PSO J231.7900-26.4494,2MASS J15270961-2626574,231.79,-26.4494,1800,1.68,5.5,-3.57,0.22
PSO J231.8943-29.0599,2MASS J15273464-2903354,231.8943,-29.0599,1800,1.71,5.5,-3.55,0.23
2MASS J15293306+6730215,2MASS J15293306+6730215,232.3878,67.506,2300,1.04,3.5,-3.57,0.09
SDSS J153012.87+514717.1,2MASS J15301287+5147169,232.5536,51.788,2400,1.05,3.5,-3.49,0.02
2MASS J15341068+0426410,2MASS J15341068+0426410,233.5445,4.4447,1800,1.7,5.5,-3.56,0.07
SDSS J153453.33+121949.2,2MASS J15345325+1219495,233.722,12.3304,1700,0.79,5.5,-4.33,0.04
2MASS J15345704-1418486,2MASS J15345704-1418486,233.7372,-14.3137,2500,1.07,4.5,-3.4,0.02
HIP 76456B,2MASS J15365618+2959314,234.2342,29.9921,2700,1.19,4.5,-3.15,0.02
2MASS J15382417-1953116,2MASS J15382417-1953116,234.6007,-19.8866,1700,0.9,4.5,-4.22,0.23
DENIS-P J153941.96-052042.4,2MASS J15394189-0520428,234.9247,-5.3452,1800,1.06,5.5,-3.97,0.02
SDSS J154009.36+374230.3,2MASS J15400942+3742316,235.0392,37.7088,1500,0.74,5.5,-4.58,0.12
PSO J235.3149+61.5071,Null,235.3153,61.5071,1800,2.05,5.5,-3.39,0.22
2MASS J15422494+5522451,2MASS J15422494+5522451,235.6039,55.3792,1700,1.05,5.5,-4.09,0.07
2MASS J15423630-0045452,2MASS J15423630-0045452,235.651,-0.7628,1900,0.78,5.5,-4.18,0.11
VHS J154352.78-043909.6,WISE J154352.78-043909.5,235.9702,-4.6526,1100,1.13,4.0,-4.78,0.11
2MASS J15461461+4932114,2MASS J15461461+4932114,236.5611,49.5362,1300,0.83,5.5,-4.74,0.07
2MASSI J1546291-332511,2MASSI J1546271-332511,236.6134,-33.4198,1100,0.66,5.0,-5.25,0.04
PSO J237.1471-23.1489,2MASS J15483530-2308557,237.1471,-23.1489,2400,3.99,3.5,-2.33,0.08
SDSS J154849.02+172235.4,2MASS J15484912+1722359,237.2046,17.3766,1800,0.52,5.5,-4.61,0.17
2MASS J15485834-1636018,SIPS J1548-1636,237.243,-16.6006,2300,1.0,3.5,-3.61,0.02
SDSS J155120.86+432930.3,2MASS J15512087+4329303,237.837,43.4918,1800,1.73,5.5,-3.55,0.03
