name,name_simbadable,ref_discovery,flag,ref_flag,age_category,age_category_justification,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,designation_P1_formula,g_P1,gerr_P1,ref_g_P1,r_P1,rerr_P1,ref_r_P1,i_P1,ierr_P1,ref_i_P1,z_P1,zerr_P1,ref_z_P1,y_P1,yerr_P1,ref_y_P1,designation_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,designation_ukidss,J_ukidss,Jerr_ukidss,H_ukidss,Herr_ukidss,K_ukidss,Kerr_ukidss,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,designation_WISE,W1,W1err,ref_W1,W2,W2err,ref_W2,W3,W3err,ref_W3,W4,W4err,ref_W4,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,dist_formula,disterr_formula,dist_formula_source,spex_slit_size,spex_prism_snr,spex_prism_ref,best_fit_atmo_model_name,reduced_chi2_best_fit,teff_atmo,radius_atmo,logg_atmo,log_lbol_lsun,log_lbol_lsun_err,lbol_flag,evo_model_name,teff_evo,teff_evo_err,radius_evo,radius_evo_err,mass_evo,mass_evo_err,logg_evo,logg_evo_err
2MASS J00100009-2031122,2MASSI J0010001-203112,Cruz07,Null,Null,Field,UCS+BANYAN,2.5004,-20.5201,Gaia23,PSO J002.5008-20.5200,NaN,NaN,Null,20.825,0.029,Cham16,18.443,0.006,Cham16,16.971,0.004,Cham16,15.986,0.01,Cham16,2MASS J00100009-2031122,14.134,0.024,Cutr03,13.368,0.03,Cutr03,12.882,0.03,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.101,0.024,Best21,13.424,0.03,Best21,12.861,0.03,Best21,CWISE J001000.22-203112.0,12.545,0.014,Maro21,12.313,0.01,Maro21,11.985,0.305,Cutr13,8.986,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,35.66,0.29,Gaia23,Null,Null,Null,Null,L0,Cruz07,M8.8:,Bard14,10,8.8,10,28.04,0.23,dist_plx_formula,0.5,133.0; 244.0; 209.0; 200.0; 163.0; 167.0,Bard14,BT-Settl,64.7,2400,0.82,3.5,-3.7,0.02,TRUE,BHAC15,2146,199,1.01,0.19,65.79,24.33,5.22,0.39
2MASS J00132229-1143006,2MASS J00132229-1143006,Kell17,specblend?;Argus?,Kell17; Zhan21a,ARG,UCS+BANYAN,3.343,-11.7168,PS1,PSO J003.3437-11.7168,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.432,0.064,Cham16,18.69,0.012,Cham16,2MASS J00132229-1143006,16.349,0.095,Cutr03,15.682,0.216,Cutr03,15.69,0.216,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.05,0.02,Best20,15.74,0.22,Best21,15.76,0.22,Best21,CWISE J001322.53-114300.7,15.585,0.023,Maro21,14.356,0.02,Maro21,12.25,NaN,Cutr13,9.035,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,40,3,Best20,Null,Null,Null,Null,Null,Null,T3 pec,Kell17,NaN,23,23,25,1.9,dist_plx_formula,0.8,24.0; 43.0; 15.0; 18.0; 7.0; 15.0,Kell17;Zhan21a,ATMO 2020,5.2,1200,0.92,4.5,-4.8,0.07,FALSE,SM08,1007,15,1.31,0.01,7.77,0.48,4.07,0.03
2MASSI J0013578-223520,2MASS J00135779-2235200,Kend03a,Null,Null,Field,UCS+BANYAN,3.4908,-22.589,Gaia23,PSO J003.4910-22.5892,NaN,NaN,Null,NaN,NaN,Null,20.657,0.019,Cham16,18.836,0.031,Cham16,17.795,0.021,Cham16,2MASS J00135779-2235200,15.775,0.065,Cutr03,14.595,0.051,Cutr03,14.036,0.051,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.698,0.065,Best21,14.677,0.051,Best21,14.019,0.051,Best21,CWISE J001357.86-223521.3,13.33,0.013,Maro21,13.035,0.011,Maro21,12.1,NaN,Cutr13,9.18,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,38,1.6,Gaia23,Null,Null,Null,Null,L4,Kend03a,L5.7,Bard14,14,15.7,14,26.3,1.1,dist_plx_formula,0.5,28.0; 69.0; 57.0; 51.0; 57.0; 58.0,Bard14,BT-Settl,15.8,1700,0.91,5.5,-4.21,0.05,FALSE,SM08,1574,147,1.05,0.19,49.67,24.13,5.07,0.46
2MASS J00135882-1816462,2MASS J00135882-1816462,Baro15,specblend,Best15,2MASS J00135882-1816462,system_age,3.4953,-18.2797,PS1,PSO J003.4950-18.2802,NaN,NaN,Null,NaN,NaN,Null,21.473,0.026,Cham16,19.948,0.047,Cham16,18.875,0.015,Cham16,2MASS J00135882-1816462,16.537,0.139,Cutr03,15.892,0.131,Cutr03,15.04,0.131,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.455,0.139,Best21,15.967,0.131,Best21,15.025,0.131,Best21,CWISE J001358.78-181649.2,14.551,0.015,Maro21,14.155,0.017,Maro21,11.999,NaN,Cutr13,8.439,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,17.787,0.022,Gaia23,Null,Null,Null,Null,L1,Baro15,L5 pec,Best15,11,15,11,56.22,0.07,dist_plx_formula,0.8,13.0; 29.0; 20.0; 18.0; 21.0; 23.0,Best15,BT-Settl,4.5,1700,1.17,5.5,-3.99,0.03,FALSE,SM08,1870,27,0.96,0.01,77.60,1.64,5.34,0.01
2MASS J00145575-4844171,2MASS J00145575-4844171,Kirk08; Mart10,Null,Null,Field,UCS+BANYAN,3.7324,-48.738,Gaia23,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J00145575-4844171,14.05,0.035,Cutr03,13.107,0.03,Cutr03,12.723,0.03,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,13.91,0.01,McMa13,13.26,0.01,McMa13,12.703,0.03,Best21,CWISE J001457.27-484412.1,12.276,0.012,Maro21,12.019,0.009,Maro21,11.425,0.157,Cutr13,8.258,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,50.78,0.24,Gaia23,Null,Null,Null,Null,L2.5 pec,Kirk08,L2.5,Mart10,12.5,12.5,12.5,19.69,0.09,dist_plx_formula,0.5,67.0; 144.0; 95.0; 89.0; 86.0; 89.0,Kirk08,BT-Settl,22.2,1800,1.16,5.5,-3.89,0.02,FALSE,SM08,1901,185,1.04,0.2,63.09,24.41,5.18,0.42
2MASS J00150206+2959323,2MASS J00150206+2959323,Kirk10,Null,Null,2MASS J00150206+2959323,system_age,3.7586,29.9923,PS1,PSO J003.7601+29.9915,NaN,NaN,Null,NaN,NaN,Null,21.442,0.041,Cham16,19.348,0.012,Cham16,18.286,0.024,Cham16,2MASS J00150206+2959323,16.158,0.081,Cutr03,15.226,0.073,Cutr03,14.482,0.073,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.125,0.011,Schn23b,15.22,0.03,Deac14b,14.457,0.01,Schn23b,CWISE J001502.52+295928.7,13.764,0.013,Maro21,13.435,0.013,Maro21,11.691,0.24,Cutr13,8.932,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,28.572,0.022,Gaia23,Null,Null,Null,Null,L7,Kirk10,L7.5 pec (blue),Kirk10,17,17.5,17,34.999,0.027,dist_plx_formula,0.5,21.0; 42.0; 39.0; 39.0; 37.0; 43.0,Kirk10,BT-Settl,10.2,1700,0.95,5.5,-4.16,0.03,FALSE,SM08,1744,11,0.9,0.01,74.89,0.33,5.38,0.01
2MASSW J0015447+351603,2MASSW J0015447+351603,Kirk00,Null,Null,Field,UCS+BANYAN,3.9366,35.2674,Gaia23,PSO J003.9367+35.2665,NaN,NaN,Null,20.377,0.025,Cham16,18.183,0.008,Cham16,16.813,0.006,Cham16,15.883,0.005,Cham16,2MASS J00154476+3516026,13.878,0.031,Cutr03,12.892,0.024,Cutr03,12.264,0.024,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,13.706,0.003,Schn23b,12.962,0.024,Best21,12.189,0.002,Schn23b,CWISE J001544.83+351558.8,11.763,0.013,Maro21,11.55,0.009,Maro21,10.949,0.1,Cutr13,9.128,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,58.75,0.27,Gaia23,Null,Null,Null,Null,L2,Kirk00,L1.0,Bard14,12,11,12,17.02,0.08,dist_plx_formula,0.5,103.0; 228.0; 220.0; 212.0; 157.0; 169.0,Bard14,BT-Settl,68.9,1700,1.36,5.5,-3.85,0.03,TRUE,SM08,1945,192,1.04,0.2,64.45,24.39,5.19,0.42
SDSS J001608.44-004302.3,2MASS J00160844-0043021,Knap04,Null,Null,Field,UCS+BANYAN,4.0352,-0.7174,PS1,PSO J004.0357-00.7174,NaN,NaN,Null,NaN,NaN,Null,21.051,0.031,Cham16,19.631,0.025,Cham16,18.648,0.019,Cham16,2MASS J00160844-0043021,16.326,0.116,Cutr03,15.229,0.09,Cutr03,14.541,0.09,Cutr03,ULAS J001608.49-004302.2,16.305,0.01,15.336,0.008,14.512,0.007,16.305,0.01,Lawr12,15.336,0.008,Lawr12,14.512,0.007,Lawr12,CWISE J001608.59-004302.6,13.836,0.013,Maro21,13.444,0.012,Maro21,11.829,NaN,Cutr13,8.848,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,Null,Null,L5.5,Knap04,NaN,15.5,15.5,29,4,dist_W2_formula,0.5,33.0; 81.0; 75.0; 69.0; 74.0; 77.0,Bard14,BT-Settl,14.2,1800,0.65,5,-4.39,0.12,FALSE,SM08,1416,126,1.06,0.18,41.09,24.29,4.97,0.48
SDSS J001637.62-103911.2,2MASS J00163762-1039106,West08a,Null,Null,Field,UCS+BANYAN,4.1568,-10.653,Gaia23,PSO J004.1562-10.6538,NaN,NaN,Null,NaN,NaN,Null,19.704,0.022,Cham16,18.23,0.009,Cham16,17.344,0.011,Cham16,2MASS J00163762-1039106,15.455,0.052,Cutr03,14.78,0.096,Cutr03,14.533,0.096,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.422,0.052,Best21,14.841,0.096,Best21,14.512,0.096,Best21,CWISE J001637.48-103913.8,14.076,0.014,Maro21,13.831,0.015,Maro21,12.354,0.443,Cutr13,8.183,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,15.9,0.7,Gaia23,Null,Null,Null,Null,L0,West08a,M8.9,Bard14,10,8.9,10,62.9,2.8,dist_plx_formula,0.5,43.0; 74.0; 51.0; 50.0; 43.0; 44.0,Bard14,BT-Settl,29.2,2400,0.98,3.5,-3.55,0.04,FALSE,BHAC15,2321,208,1.04,0.18,74,25.11,5.25,0.38
PSO J004.1834+23.0741,2MASS J00164364+2304262,Best15,specblend?,Best15,Field,UCS+BANYAN,4.182,23.0739,PS1,PSO J004.1834+23.0740,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.371,0.062,Cham16,18.901,0.032,Cham16,2MASS J00164364+2304262,16.412,NaN,Cutr03,15.704,NaN,Cutr03,14.973,NaN,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.566,0.018,Schn23b,15.72,0.023,Best15,15.093,0.015,Schn23b,CWISE J001644.06+230426.8,14.41,0.012,Maro21,13.792,0.019,Maro21,11.942,0.277,Cutr13,9.027,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,38,3,Best20,Null,Null,Null,Null,Null,Null,T0,Best15,NaN,20,20,26.3,2.1,dist_plx_formula,0.8,22.0; 47.0; 36.0; 34.0; 27.0; 34.0,Best15,BT-Settl,14,1800,0.48,5.5,-4.67,0.07,FALSE,SM08,1201,98,1.06,0.17,27.35,21.97,4.8,0.49
2MASS J00165953-4056541,2MASS J00165953-4056541,Kirk08,Null,Null,FLD-G,Sang23,4.2481,-40.9483,Gaia23,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J00165953-4056541,15.316,0.061,Cutr03,14.206,0.038,Cutr03,13.432,0.038,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.25,0.061,Best21,14.293,0.038,Best21,13.408,0.038,Best21,CWISE J001659.82-405653.6,12.822,0.011,Maro21,12.469,0.009,Maro21,12.795,0.405,Cutr13,9.456,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,28.8,1,Gaia23,Null,Null,FLD-G,Sang23,L3.5,Kirk08,L4.5:,Burg10a,13.5,14.5,13.5,34.7,1.2,dist_plx_formula,0.5,36.0; 95.0; 86.0; 75.0; 95.0; 97.0,Burg10a,BT-Settl,10,1800,1.3,5,-3.79,0.03,FALSE,BHAC15,1713,86,1.43,0.14,15.89,12.04,4.3,0.28
PSO J004.6359+56.8370,PSO J004.6359+56.8370,Best20,CarNear?,Zhan21a,CARN,UCS+BANYAN,4.6357,56.8369,PS1,PSO J004.6359+56.8370,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.562,0.1,Cham16,18.853,0.035,Cham16,2MASS J00183207+5650130,16.48,0.154,Cutr03,17.479,NaN,Cutr03,16.239,NaN,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.152,0.012,Schn23b,NaN,NaN,Null,16.224,0.043,Schn23b,CWISE J001832.79+565013.6,15.454,0.02,Maro21,14.257,0.016,Maro21,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,NaN,NaN,Null,47,4,Best20,Null,Null,Null,Null,Null,Null,T4.5,Best20,NaN,24.5,24.5,21.3,1.8,dist_plx_formula,0.8,36.0; 83.0; 26.0; 37.0; 10.0; 28.0,Zhan21a,ATMO 2020,9.4,1100,0.9,4,-4.96,0.08,FALSE,SM08,958,17,1.2,0.01,12.16,0.84,4.34,0.04
PSO J004.7148+51.8918,PSO J004.7148+51.8918,Best15,Null,Null,Field,UCS+BANYAN,4.7133,51.8918,PS1,PSO J004.7149+51.8917,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.175,0.047,Cham16,19.154,0.103,Cham16,2MASS J00185116+5153306,16.823,0.149,Cutr03,15.291,0.074,Cutr03,14.644,0.074,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.771,0.023,Schn23b,15.605,0.055,Schn23b;UCS_23,14.512,0.069,Best21,CWISE J001851.66+515330.3,13.608,0.014,Maro21,13.098,0.01,Maro21,12.41,0.4,Cutr13,8.829,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,Null,Null,L7,Best15,NaN,17,17,28,4,dist_Ks_2MASS_formula,0.8,10.0; 28.0; 26.0; 24.0; 38.0; 38.0,Best15,BT-Settl,3.9,1600,0.81,4,-4.41,0.13,FALSE,SM08,1393,124,1.06,0.18,39.99,24.26,4.96,0.48
SDSS J001911.65+003017.8,2MASS J00191165+0030176,Hawl02,Null,Null,Field,UCS+BANYAN,4.7986,0.5049,Gaia23,PSO J004.7984+00.5047,NaN,NaN,Null,21.716,0.071,Cham16,19.336,0.015,Cham16,17.866,0.004,Cham16,16.9,0.013,Cham16,2MASS J00191165+0030176,14.921,0.037,Cutr03,14.18,0.034,Cutr03,13.568,0.034,Cutr03,ULAS J001911.64+003017.5,14.843,0.004,NaN,NaN,NaN,NaN,14.843,0.004,Lawr12,14.249,0.034,Best21,13.547,0.034,Best21,CWISE J001911.61+003016.9,13.25,0.014,Maro21,13.014,0.011,Maro21,12.196,0.428,Cutr13,8.747,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,25.5,0.5,Gaia23,Null,Null,Null,Null,L1,Hawl02,L0.4,Bard14,11,10.4,11,39.2,0.8,dist_plx_formula,0.5,66.0; 143.0; 118.0; 112.0; 90.0; 99.0,Bard14,BT-Settl,37.3,1800,1.54,5.5,-3.64,0.03,FALSE,BHAC15,2229,203,1.02,0.18,70.01,24.42,5.24,0.39
2MASS J00192626+4614078,PM J00194+4614,Cruz03,ABDor;lowg;young,Gagn14a;Liu_16;Rein09f;Alle13a;Gagn15c,ABDMG!,UCS+BANYAN,4.8594,46.2355,Gaia23,PSO J004.8600+46.2352,20.277,0.012,Cham16,18.812,0.011,Cham16,16.21,0.003,Cham16,14.936,0.003,Cham16,14.205,0.002,Cham16,2MASS J00192626+4614078,12.603,0.021,Cutr03,11.94,0.014,Cutr03,11.502,0.014,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,12.548,0.021,Best21,11.98,0.014,Best21,11.47,0.014,Best21,CWISE J001926.44+461406.5,11.228,0.012,Maro21,11.02,0.008,Maro21,10.739,0.075,Cutr13,9.434,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,25.74,0.13,Gaia23,Null,Null,INT-G,Alle13a,M8,Cruz03,M8: INT-G,Alle13a,8,8,8,38.85,0.2,dist_plx_formula,0.5,86.0; 161.0; 175.0; 172.0; 132.0; 134.0,Hurt23,BT-Settl,35.2,2600,2.05,4,-2.77,0.02,FALSE,BHAC15,2941,30,1.59,0.03,103.53,5.85,5.03,0.03
NLTT 1011B,2MASS J00193275+4018576,Deac14b,Null,Null,NLTT 1011B,system_age,4.8865,40.3159,Gaia23,PSO J004.8860+40.3151,NaN,NaN,Null,NaN,NaN,Null,20.185,0.022,Cham16,18.664,0.005,Cham16,17.631,0.008,Cham16,2MASS J00193275+4018576,15.544,0.059,Cutr03,14.928,0.066,Cutr03,14.318,0.066,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.485,0.059,Best21,15.003,0.066,Best21,14.299,0.066,Best21,CWISE J001932.63+401854.5,13.766,0.018,Maro21,13.492,0.017,Maro21,12.871,0.535,Cutr13,8.714,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,18.4,1.1,Gaia23,Null,Null,Null,Null,Null,Null,L2,Deac14b,NaN,12,12,54,3,dist_plx_formula,0.8,47.0; 104.0; 71.0; 68.0; 55.0; 59.0,Deac14b,BT-Settl,11.8,1800,1.54,5.5,-3.64,0.06,FALSE,BHAC15,2264,54,0.98,0.03,81.46,7.84,5.35,0.07
2MASS J00193927-3724392,2MASS J00193927-3724392,Burg10a,lowg,Gagn15c,INT-G,Gagn15c,4.9137,-37.4109,Gaia23,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J00193927-3724392,15.519,0.06,Cutr03,14.47,0.058,Cutr03,13.689,0.058,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.467,0.06,Best21,14.551,0.058,Best21,13.669,0.058,Best21,CWISE J001939.50-372438.9,13.135,0.012,Maro21,12.847,0.009,Maro21,12.54,0.495,Cutr13,9.044,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,25,1.4,Gaia23,Null,Null,INT-G,Gagn15c,L3:,Burg10a,L2.2 INT-G,Gagn15c,13,12.2,13,40,2.2,dist_plx_formula,0.8,21.0; 38.0; 31.0; 32.0; 34.0; 35.0,Burg10a,BT-Settl,6.4,1700,1.52,5.5,-3.76,0.06,FALSE,BHAC15,1834,92,1.29,0.12,25.01,10.26,4.59,0.25
Koenigstuhl 1B,Koenigstuhl 1B,Tinn98b,Null,Null,CARN,UCS+BANYAN,5.2747,-42.7454,Gaia23,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J00210589-4244433,13.521,0.025,Cutr03,12.809,0.025,Cutr03,12.304,0.025,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,13.472,0.025,Best21,12.876,0.025,Best21,12.285,0.025,Best21,CWISE J002106.27-424443.5,11.911,0.013,Maro21,11.615,0.008,Maro21,11.18,0.105,Cutr13,9.251,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,37.9,0.4,Gaia23,Null,Null,FLD-G,Gagn15c,M9.5,Basr00,M9.8 FLD-G,Gagn15c,9.5,9.8,9.5,26.39,0.28,dist_plx_formula,0.5,101.0; 181.0; 144.0; 137.0; 102.0; 110.0,Bard14,BT-Settl,53.2,1900,1.72,5.5,-3.47,0.02,TRUE,BHAC15,2276,29,1.18,0.02,51.88,3.60,4.99,0.04
SDSS J002209.31-011040.2,2MASS J00220932-0110399,West08a,Null,Null,Field,UCS+BANYAN,5.5388,-1.1778,Gaia23,PSO J005.5393-01.1775,NaN,NaN,Null,NaN,NaN,Null,19.769,0.015,Cham16,18.309,0.01,Cham16,17.429,0.006,Cham16,2MASS J00220932-0110399,15.816,0.066,Cutr03,15.087,0.101,Cutr03,14.699,0.101,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.778,0.066,Best21,15.153,0.101,Best21,14.669,0.101,Best21,CWISE J002209.43-011039.2,14.387,0.014,Maro21,14.11,0.016,Maro21,12.272,NaN,Cutr13,8.927,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,14.5,0.8,Gaia23,Null,Null,Null,Null,L0,West08a,M8.9,Bard14,10,8.9,10,69,4,dist_plx_formula,0.5,79.0; 129.0; 80.0; 73.0; 66.0; 66.0,Bard14,BT-Settl,24.4,2400,0.99,3.5,-3.53,0.05,FALSE,BHAC15,2327,207,1.05,0.18,73.63,25.16,5.24,0.38
PSO J005.6302-06.8669,PSO J005.6302-06.8669,Best20,Null,Null,Field,UCS+BANYAN,5.6307,-6.8671,PS1,PSO J005.6302-06.8669,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.109,0.018,Cham16,18.613,0.026,Cham16,2MASS J00223137-0652009,16.239,0.086,Cutr03,15.575,0.138,Cutr03,15.097,0.138,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.1,0.02,Best20,15.686,0.054,Best21,15.146,0.054,Best21,CWISE J002231.24-065201.0,14.463,0.016,Maro21,13.702,0.014,Maro21,12.308,0.442,Cutr13,8.828,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,31,3,Best20,Null,Null,Null,Null,Null,Null,T3,Best20,NaN,23,23,32,3,dist_plx_formula,0.8,16.0; 37.0; 20.0; 20.0; 16.0; 24.0,Sang23,BT-Settl,12.8,1200,1.43,5,-4.41,0.1,FALSE,SM08,1396,121,1.06,0.18,40.25,24.27,4.96,0.48
BRI 0021-0214,V* DY Psc,Irwi91,Null,Null,Field,UCS+BANYAN,6.1026,-1.9722,Gaia23,PSO J006.1023-01.9717,20.748,0.022,Cham16,18.556,0.007,Cham16,16.17,0.002,Cham16,14.733,0.001,Cham16,13.769,0.005,Cham16,2MASS J00242463-0158201,11.992,0.035,Cutr03,11.084,0.023,Cutr03,10.539,0.023,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,11.754,0.007,Legg06,11.082,0.011,Legg06,10.5,0.008,Legg06,CWISE J002424.55-015817.7,10.187,0.012,Maro21,9.907,0.008,Maro21,9.388,0.039,Cutr13,8.756,NaN,Cutr13,9.94,0.03,9.91,0.03,Patt06,80.34,0.19,Gaia23,Null,Null,Null,Null,M9.5,Kirk95,M9.5,Geba02,9.5,9.5,9.5,12.447,0.029,dist_plx_formula,0.5,113.0; 207.0; 188.0; 182.0; 144.0; 151.0,Bard14,BT-Settl,80.9,1800,2.01,5.5,-3.4,0.02,TRUE,BHAC15,2470,211,1.08,0.18,81.07,26.12,5.26,0.37
PC 0025+0447,PC 0025+0447,Schn91,lowg,Mart99d;Fahe16;Alle13a,beta,Fahe16;Alle13a,6.9249,5.0616,PS1,PSO J006.9249+05.0615,NaN,NaN,Null,22.012,0.151,Cham16,20.568,0.016,Cham16,19.084,0.034,Cham16,18.089,0.024,Cham16,2MASS J00274197+0503417,16.189,0.093,Cutr03,15.288,0.116,Cutr03,14.964,0.116,Cutr03,ULAS J002741.97+050341.7,16.142,0.008,15.517,0.009,14.94,0.009,16.142,0.008,Lawr12,15.517,0.009,Lawr12,14.94,0.009,Lawr12,CWISE J002741.97+050341.7,14.587,0.015,Maro21,14.123,0.016,Maro21,12.509,0.529,Cutr13,9.056,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,13.2,1.6,Dahn17,beta,Fahe16,INT-G,Alle13a,M9.5 beta,Fahe16,L0: INT-G,Alle13a,9.5,10,9.5,76,9,dist_plx_formula,0.5,55.0; 95.0; 57.0; 54.0; 54.0; 52.0,Burg17,BT-Settl,31.3,2300,0.97,3.5,-3.63,0.11,FALSE,BHAC15,1968,112,1.31,0.13,27.16,11.57,4.62,0.26
2MASS J00282091+2249050,2MASS J00282091+2249050,Burg10a,Null,Null,FLD-G,Sang23,7.0875,22.8178,Gaia23,PSO J007.0895+22.8163,NaN,NaN,Null,NaN,NaN,Null,20.699,0.06,Cham16,18.779,0.024,Cham16,17.771,0.013,Cham16,2MASS J00282091+2249050,15.607,0.072,Cutr03,14.468,0.063,Cutr03,13.781,0.063,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.482,0.007,Schn23b,14.475,0.05,Schn23b;UCS_23,13.659,0.005,Schn23b,CWISE J002821.71+224856.4,13.113,0.018,Maro21,12.855,0.015,Maro21,11.896,0.268,Cutr13,8.776,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,42.9,1.6,Gaia23,Null,Null,FLD-G,Sang23,Null,Null,L7:,Burg10a,NaN,17,17,23.3,0.9,dist_plx_formula,0.8,20.0; 38.0; 37.0; 35.0; 33.0; 30.0,Burg10a,BT-Settl,5.6,1800,0.78,5,-4.23,0.04,FALSE,SM08,1378,54,1.34,0.1,11.77,10.04,4.32,0.25
2MASSI J0028394+150141,2MASSI J0028394+150141,Kirk00,Null,Null,ARG?,UCS+BANYAN,7.1643,15.0282,PS1,PSO J007.1649+15.0282,NaN,NaN,Null,NaN,NaN,Null,21.618,0.058,Cham16,20.01,0.021,Cham16,18.958,0.018,Cham16,2MASS J00283943+1501418,16.507,0.109,Cutr03,15.256,0.074,Cutr03,14.556,0.074,Cutr03,ULAS J002839.52+150141.5,16.554,0.019,15.447,0.015,14.6,0.011,16.554,0.019,Lawr12,15.447,0.015,Lawr12,14.6,0.011,Lawr12,CWISE J002839.62+150141.5,13.854,0.014,Maro21,13.529,0.013,Maro21,11.928,NaN,Cutr13,8.571,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,L4.5,Kirk00,L3,Knap04,14.5,13,14.5,37,10,dist_W2_formula_young,0.5,20.0; 61.0; 73.0; 58.0; 73.0; 82.0,Burg17,BT-Settl,5.7,1700,0.92,4.5,-4.2,0.24,FALSE,BHAC15,1376,79,1.38,0.04,13.11,1.5,4.25,0.03
