name,name_simbadable,ref_discovery,flag,ref_flag,age_category,age_category_justification,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,designation_P1_formula,g_P1,gerr_P1,ref_g_P1,r_P1,rerr_P1,ref_r_P1,i_P1,ierr_P1,ref_i_P1,z_P1,zerr_P1,ref_z_P1,y_P1,yerr_P1,ref_y_P1,designation_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,designation_ukidss,J_ukidss,Jerr_ukidss,H_ukidss,Herr_ukidss,K_ukidss,Kerr_ukidss,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,designation_WISE,W1,W1err,ref_W1,W2,W2err,ref_W2,W3,W3err,ref_W3,W4,W4err,ref_W4,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,dist_formula,disterr_formula,dist_formula_source,spex_slit_size,spex_prism_snr,spex_prism_ref,best_fit_atmo_model_name,reduced_chi2_best_fit,teff_atmo,radius_atmo,logg_atmo,log_lbol_lsun,log_lbol_lsun_err,lbol_flag,evo_model_name,teff_evo,teff_evo_err,radius_evo,radius_evo_err,mass_evo,mass_evo_err,logg_evo,logg_evo_err
2MASS J19561542-1754252,2MASS J19561542-1754252,Kend07a,Null,Null,Field,UCS+BANYAN,299.0643,-17.907,Gaia23,PSO J299.0643-17.9071,21.921,0.043,Cham16,20.495,0.026,Cham16,17.595,0.003,Cham16,16.2,0.005,Cham16,15.403,0.007,Cham16,2MASS J19561542-1754252,13.754,0.029,Cutr03,13.108,0.034,Cutr03,12.651,0.034,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,13.713,0.029,Best21,13.166,0.034,Best21,12.625,0.034,Best21,CWISE J195615.43-175425.7,12.378,0.012,Maro21,12.174,0.009,Maro21,12.279,0.395,Cutr13,8.528,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,28.54,0.2,Gaia23,Null,Null,Null,Null,M8,Reid08b,M8.5,Bard14,8,8.5,8,35.04,0.25,dist_plx_formula,0.5,81.0; 140.0; 101.0; 92.0; 76.0; 83.0,Bard14,BT-Settl,30.3,2500,1.16,4.5,-3.33,0.02,FALSE,BHAC15,2542,221,1.11,0.19,84.42,27.14,5.25,0.38
PSO J299.5032+55.0722,Gaia DR2 2233867878549277312,Alle16b; phot Reyl18; Sang23,lowg,Alle16b,INT-G,Alle16b,299.5027,55.0722,Gaia23,PSO J299.5032+55.0722,NaN,NaN,Null,21.756,0.065,Cham16,18.651,0.004,Cham16,17.237,0.003,Cham16,16.399,0.009,Cham16,2MASS J19580066+5504198,14.704,0.036,Cutr03,13.987,0.051,Cutr03,13.645,0.045,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.628,0.036,Best21,14.022,0.051,Best21,13.68,0.045,Best21,CWISE J195800.78+550419.9,13.312,0.011,Maro21,13.07,0.009,Maro21,12.882,0.393,Cutr13,9.169,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,17.2,0.21,Gaia23,Null,Null,INT-G,Alle16b,Null,Null,M8.6 INT-G,Alle16b,NaN,8.6,8.6,58.1,0.7,dist_plx_formula,0.5,55.0; 73.0; 57.0; 52.0; 47.0; 50.0,Alle16b; Sang23,BT-Settl,20.7,2400,1.34,3.5,-3.27,0.02,FALSE,BHAC15,2357,133,1.38,0.16,39.42,16.59,4.73,0.3
WISEPA J195905.66-333833.7,2MASS J19590564-3338314,Kirk11,Null,Null,Field,UCS+BANYAN,299.7734,-33.6421,CatWISE,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J19590564-3338314,16.866,0.145,Cutr03,16.077,NaN,Cutr03,16.8,0.07,McMa13,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.71,0.01,McMa13,17.178,0.054,Kirk11,17.02,0.054,usyn23,CWISE J195905.65-333834.8,16.144,0.03,Maro21,13.8,0.015,Maro21,12.256,NaN,Cutr13,8.542,NaN,Cutr13,15.36,0.024,13.785,0.018,Mace13a,83.9,2,Kirk21,Null,Null,Null,Null,Null,Null,T8,Kirk11,NaN,28,28,11.92,0.28,dist_plx_formula,0.5,17.0; 28.0; 5.0; 13.0; 2.0; 10.0,Zhan21d,ATMO 2020,6.8,800,0.77,5,-5.67,0.06,FALSE,SM08,664,43,1.1,0.14,13.29,13.86,4.45,0.47
WISE J200050.19+362950.1,2MASS J20005017+3629465,Cush14,Null,Null,Field,UCS+BANYAN,300.2088,36.4961,PS1,PSO J300.2091+36.4974,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,18.383,0.024,Cham16,2MASS J20005017+3629465,15.811,0.088,Cutr03,15.809,NaN,Cutr03,16.798,NaN,Cutr03,UGPS J200050.16+362948.3,NaN,NaN,NaN,NaN,16.122,0.041,15.44,0.01,Cush14,15.85,0.01,Cush14,16.126,0.041,Luca12,CWISE J200050.19+362952.0,15.074,0.028,Maro21,12.683,0.013,Maro21,11.207,0.098,Cutr13,9.416,NaN,Cutr13,14.221,0.02,12.675,0.017,Kirk19,133.4,2.2,Kirk21,Null,Null,Null,Null,Null,Null,T8,Cush14,NaN,28,28,7.5,0.12,dist_plx_formula,0.5,37.0; 50.0; 10.0; 23.0; 3.0; 18.0,Zhan21d,ATMO 2020,13.3,800,0.83,4,-5.59,0.06,FALSE,SM08,693,46,1.1,0.15,13.93,14.61,4.47,0.48
2MASS J20025073-0521524,2MASSI J2002507-052152,Cruz07,lowg,Fahe16,beta+gamma,Fahe16;Gagn15c,300.7113,-5.3646,Gaia23,PSO J300.7108-05.3650,NaN,NaN,Null,NaN,NaN,Null,20.552,0.027,Cham16,18.604,0.011,Cham16,17.539,0.011,Cham16,2MASS J20025073-0521524,15.316,0.051,Cutr03,14.278,0.037,Cutr03,13.417,0.037,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.22,0.02,Best20,14.375,0.037,Best21,13.385,0.037,Best21,CWISE J200250.59-052154.2,12.545,0.013,Maro21,12.097,0.009,Maro21,11.157,0.17,Cutr13,8.361,NaN,Cutr13,12.167,0.01,NaN,NaN,Kirk21,56.7,1.4,Gaia23,beta,Fahe16,gamma,Gagn15c,L5 beta,Fahe16,L7,Maro13,15,17,15,17.6,0.4,dist_plx_formula,0.5,41.0; 84.0; 89.0; 68.0; 79.0; 91.0,Burg08c,BT-Settl,25.6,1700,0.79,4.5,-4.33,0.03,FALSE,SM08,1283,42,1.37,0.09,11.4,6.68,4.2,0.26
WISE J200804.71-083428.5,2MASS J20080450-0834266,Mace13a,Null,Null,Field,UCS+BANYAN,302.0188,-8.5742,PS1,PSO J302.0197-08.5746,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.699,0.065,Cham16,18.922,0.038,Cham16,2MASS J20080450-0834266,16.369,0.121,Cutr03,16.688,NaN,Cutr03,16.31,0.04,McMa13,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.03,0.02,Best20,16.309,0.054,Best21,16.362,0.055,Best21,CWISE J200804.80-083429.5,15.947,0.026,Maro21,14.18,0.018,Maro21,12.55,NaN,Cutr13,8.577,NaN,Cutr13,15.16,0.02,14.11,0.02,Mace13a,58,3,Kirk21,Null,Null,Null,Null,Null,Null,T5.5,Mace13a,NaN,25.5,25.5,17.2,0.9,dist_plx_formula,0.5,28.0; 74.0; 16.0; 26.0; 5.0; 19.0,Mace13a,ATMO 2020,5.4,1100,0.72,5,-5.16,0.06,FALSE,SM08,899,71,1.07,0.17,19.71,18.18,4.65,0.51
DENIS J2013108-124244,2MASS J20131084-1242452,Mart10,Null,Null,Field,UCS+BANYAN,303.2951,-12.7126,Gaia23,PSO J303.2949-12.7126,NaN,NaN,Null,21.572,0.035,Cham16,19.116,0.008,Cham16,17.648,0.005,Cham16,16.688,0.005,Cham16,2MASS J20131084-1242452,14.672,0.035,Cutr03,13.873,0.033,Cutr03,13.299,0.033,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.628,0.035,Best21,13.946,0.033,Best21,13.278,0.033,Best21,CWISE J201310.78-124245.6,12.972,0.015,Maro21,12.698,0.01,Maro21,11.737,0.259,Cutr13,8.446,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,21.8,0.5,Gaia23,Null,Null,Null,Null,L1.5,Mart10,L0.7,Bard14,11.5,10.7,11.5,45.9,1.1,dist_plx_formula,0.5,67.0; 128.0; 82.0; 73.0; 84.0; 84.0,Burg17,BT-Settl,28.6,1800,2.02,5.5,-3.4,0.03,FALSE,BHAC15,2466,211,1.09,0.18,80.45,26.21,5.25,0.38
2MASS J20135152-2806020,2MASS J20135152-2806020,Reid08b,BPMG?;lowg;young?,Gagn14a;Liu_16;Alle13a;Fahe16,BPMG!,UCS+BANYAN,303.4647,-28.1006,Gaia23,PSO J303.4649-28.1008,22.751,0.122,Cham16,21.423,0.071,Cham16,18.684,0.005,Cham16,17.102,0.004,Cham16,16.122,0.013,Cham16,2MASS J20135152-2806020,14.242,0.03,Cutr03,13.461,0.027,Cutr03,12.944,0.027,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.176,0.03,Best21,13.519,0.027,Best21,12.9,0.027,Best21,CWISE J201351.57-280603.1,12.521,0.014,Maro21,12.17,0.01,Maro21,11.78,0.335,Cutr13,8.902,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,21,0.3,Gaia23,gamma,Fahe16,VL-G,Alle13a,M9 gamma,Fahe16,L0: VL-G,Alle13a,9,10,9,47.6,0.7,dist_plx_formula,0.5,94.0; 171.0; 144.0; 137.0; 109.0; 110.0,Alle13a,BT-Settl,59,1800,2.61,5.5,-3.19,0.03,TRUE,BHAC15,2206,35,1.74,0.05,16.82,2.38,4.16,0.08
PSO J304.7573-07.2350,2MASS J20190178-0714067,Best15,Null,Null,Field,UCS+BANYAN,304.7572,-7.2351,CatWISE,PSO J304.7572-07.2349,NaN,NaN,Null,NaN,NaN,Null,21.381,0.039,Cham16,19.636,0.023,Cham16,18.717,0.011,Cham16,2MASS J20190178-0714067,16.814,0.167,Cutr03,15.969,0.192,Cutr03,15.37,0.192,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.769,0.034,Best15,16.237,0.03,Best15,15.698,0.062,Best21,CWISE J201901.74-071405.2,15.324,0.019,Maro21,15.041,0.034,Maro21,12.194,NaN,Cutr13,8.805,0.483,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,Null,Null,M9,Best15,NaN,9,9,117,11,dist_W2_formula,0.8,18.0; 29.0; 16.0; 14.0; 17.0; 18.0,Best15,BT-Settl,4.5,2300,1.05,4,-3.57,0.08,FALSE,BHAC15,2281,210,1.05,0.19,71.77,25.13,5.24,0.39
WISE J203042.79+074934.7,2MASS J20304235+0749358,Mace13a,Null,Null,Field,UCS+BANYAN,307.6764,7.8266,Gaia23,PSO J307.6784+07.8262,NaN,NaN,Null,NaN,NaN,Null,21.608,0.058,Cham16,18.018,0.018,Cham16,16.424,0.008,Cham16,2MASS J20304235+0749358,14.227,0.029,Cutr03,13.435,0.039,Cutr03,13.319,0.039,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.051,0.003,Schn23b,13.512,0.039,Best21,13.354,0.005,Schn23b,CWISE J203043.10+074933.9,13.017,0.019,Maro21,12.203,0.017,Maro21,10.966,0.141,Cutr13,8.664,NaN,Cutr13,12.36,0.01,12.083,0.016,Kirk21,102.8,0.8,Gaia23,Null,Null,Null,Null,Null,Null,T1.5,Mace13a,NaN,21.5,21.5,9.73,0.08,dist_plx_formula,0.5,169.0; 353.0; 269.0; 278.0; 141.0; 196.0,Mace13a,BT-Settl,141.6,1300,0.93,5.5,-4.64,0.05,TRUE,SM08,1218,97,1.07,0.17,27.7,22.17,4.8,0.48
PSO J307.7981-06.6854,Null,Alle16b; Sang23,lowg,Alle16b,INT-G,Alle16b,307.798,-6.6852,Gaia23,PSO J307.7981-06.6854,NaN,NaN,Null,22.361,0.066,Cham16,20.096,0.012,Cham16,18.684,0.011,Cham16,17.768,0.005,Cham16,2MASS J20311150-0641067,15.925,0.072,Cutr03,14.969,0.088,Cutr03,14.881,0.146,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.856,0.072,Best21,15.004,0.088,Best21,14.916,0.146,Best21,CWISE J203111.54-064107.4,14.235,0.015,Maro21,14.063,0.017,Maro21,12.157,NaN,Cutr13,8.797,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,12,1.6,Gaia23,Null,Null,INT-G,Alle16b,Null,Null,M9.1 INT-G,Alle16b,NaN,9.1,9.1,83,11,dist_plx_formula,0.5,19.0; 29.0; 26.0; 24.0; 22.0; 22.0,Alle16b; Sang23,BT-Settl,9.9,2400,1.08,3.5,-3.46,0.11,FALSE,BHAC15,2140,132,1.34,0.14,32.36,13.83,4.67,0.27
2MASS J20343769+0827009,2MASS J20343769+0827009,Reid08b,Null,Null,FLD-G,Sang23,308.657,8.4503,Gaia23,PSO J308.6567+08.4485,NaN,NaN,Null,21.257,0.024,Cham16,18.865,0.012,Cham16,17.385,0.008,Cham16,16.426,0.011,Cham16,2MASS J20343769+0827009,14.464,0.034,Cutr03,13.593,0.031,Cutr03,13.08,0.031,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.348,0.004,Schn23b,13.663,0.031,Best21,13.034,0.003,Schn23b,CWISE J203437.59+082653.2,12.733,0.012,Maro21,12.52,0.009,Maro21,11.857,0.355,Cutr13,8.302,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,35.6,0.3,Gaia23,Null,Null,FLD-G,Sang23,L1,Schn14,L0.5,Burg10a,11,10.5,11,28.09,0.24,dist_plx_formula,0.5,63.0; 133.0; 101.0; 89.0; 89.0; 96.0,Burg10a,BT-Settl,29.3,1800,1.4,5.5,-3.73,0.02,FALSE,BHAC15,1786,88,1.42,0.14,17.52,11.9,4.35,0.27
PSO J308.9834-09.7312,PSO J308.9834-09.7312,Best15,Null,Null,Field,UCS+BANYAN,308.9834,-9.7313,PS1,PSO J308.9833-09.7312,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.88,0.071,Cham16,19.927,0.075,Cham16,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,Null,NaN,NaN,NaN,NaN,NaN,NaN,17.665,0.076,Best15,16.862,0.057,Best15,16.327,0.091,Best21,CWISE J203555.99-094352.3,15.668,0.023,Maro21,15.517,0.045,Maro21,12.246,NaN,Cutr13,8.868,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,Null,Null,L4.5,Best15,NaN,14.5,14.5,84,12,dist_W2_formula,0.8,11.0; 27.0; 20.0; 18.0; 17.0; 18.0,Best15,BT-Settl,1.5,1800,0.9,5.5,-4.12,0.13,FALSE,SM08,1661,165,1.05,0.2,53.67,24.28,5.1,0.45
2MASS J20414283-3506442,2MASSI J2041428-350644,Cruz07,Null,Null,FLD-G,Gagn15c,310.4285,-35.1123,Gaia23,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J20414283-3506442,14.887,0.033,Cutr03,13.987,0.037,Cutr03,13.401,0.037,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.834,0.033,Best21,14.062,0.037,Best21,13.381,0.037,Best21,CWISE J204142.88-350646.5,12.863,0.013,Maro21,12.6,0.01,Maro21,12.066,0.34,Cutr13,8.766,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,25.8,1.2,Gaia23,Null,Null,FLD-G,Gagn15c,L2:,Cruz07,L0.7 FLD-G,Gagn15c,12,10.7,12,38.8,1.8,dist_plx_formula,0.5,35.0; 88.0; 68.0; 59.0; 68.0; 71.0,Bard14,BT-Settl,13.7,1800,1.6,5.5,-3.62,0.05,FALSE,BHAC15,1894,96,1.43,0.14,19.16,12.46,4.38,0.28
SDSS J204317.69-155103.4,2MASS J20431769-1551031,Chiu06,Null,Null,Field,UCS+BANYAN,310.8237,-15.8509,PS1,PSO J310.8237-15.8511,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.218,0.021,Cham16,19.005,0.053,Cham16,2MASS J20431769-1551031,16.625,0.162,Cutr03,16.054,0.214,Cutr03,15.402,0.214,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.523,0.162,Best21,16.136,0.214,Best21,15.405,0.214,Best21,CWISE J204317.71-155104.6,14.74,0.018,Maro21,14.237,0.02,Maro21,11.976,0.314,Cutr13,8.435,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,23,5,Smar13,Null,Null,Null,Null,Null,Null,L9,Chiu06,NaN,19,19,43,9,dist_plx_formula,0.5,17.0; 38.0; 27.0; 25.0; 25.0; 27.0,Chiu06,BT-Settl,5.4,1400,1.2,5,-4.29,0.2,FALSE,SM08,1503,150,1.05,0.19,45.59,24.6,5.02,0.47
SDSS J204749.61-071818.3,SDSS J204749.59-071818.2,Knap04,Null,Null,Field,UCS+BANYAN,311.9567,-7.305,PS1,PSO J311.9567-07.3057,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.148,0.023,Cham16,18.952,0.04,Cham16,2MASSA J20474959-0718176,16.946,0.195,Skru06,15.909,0.198,Skru06,14.99,NaN,Skru06,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.7,0.03,Knap04,15.88,0.03,Knap04,15.34,0.03,Knap04,CWISE J204749.62-071821.6,14.454,0.016,Maro21,13.961,0.015,Maro21,12.341,NaN,Cutr13,8.906,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,33,6,Smar13,Null,Null,Null,Null,Null,Null,T0:,Burg06b,NaN,20,20,30,6,dist_plx_formula,0.5,22.0; 48.0; 45.0; 43.0; 31.0; 39.0,Burg10a,BT-Settl,13.1,1800,0.51,5.5,-4.61,0.16,FALSE,SM08,1241,109,1.07,0.17,29.91,22.89,4.84,0.49
2MASS J20491972-1944324,SIPS J2049-1944,Gizi00c,Null,Null,Field,UCS+BANYAN,312.3323,-19.7424,Gaia23,PSO J312.3329-19.7432,20.624,0.028,Cham16,19.146,0.009,Cham16,16.452,0.003,Cham16,15.198,0.002,Cham16,14.46,0.003,Cham16,2MASS J20491972-1944324,12.853,0.024,Cutr03,12.227,0.023,Cutr03,11.786,0.021,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,12.822,0.024,Best21,12.277,0.023,Best21,11.763,0.021,Best21,CWISE J204919.95-194436.7,11.539,0.011,Maro21,11.369,0.008,Maro21,11.349,0.186,Cutr13,8.837,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,36.81,0.1,Gaia23,Null,Null,Null,Null,M7.5,Gizi00c,Null,Null,7.5,NaN,7.5,27.17,0.07,dist_plx_formula,0.5,197.0; 424.0; 354.0; 355.0; 197.0; 246.0,Burg04b,BT-Settl,54.8,2600,1.26,4,-3.19,0.02,TRUE,BHAC15,2677,220,1.18,0.19,93.55,28.25,5.25,0.37
PSO J313.1067+32.9117,Null,Alle16b; Sang23,lowg?,Alle16b,INT-G?,Alle16b,313.1064,32.9119,Gaia23,PSO J313.1067+32.9117,NaN,NaN,Null,22.493,0.105,Cham16,20.282,0.014,Cham16,18.912,0.009,Cham16,18.015,0.017,Cham16,2MASS J20522553+3254431,16.091,0.1,Cutr03,15.185,0.093,Cutr03,14.691,0.121,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.992,0.1,Best21,15.232,0.093,Best21,14.738,0.121,Best21,CWISE J205225.62+325442.0,14.28,0.015,Maro21,14.066,0.015,Maro21,13.011,NaN,Cutr13,9.292,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,16.5,2.2,Gaia23,Null,Null,INT-G?,Alle16b,Null,Null,L2.5 INT-G?,Alle16b,NaN,12.5,12.5,61,8,dist_plx_formula,0.5,36.0; 57.0; 41.0; 34.0; 43.0; 44.0,Alle16b; Sang23,BT-Settl,9.9,1800,1.45,5.5,-3.71,0.12,FALSE,BHAC15,1892,110,1.3,0.13,25.71,11.04,4.6,0.26
PSO J313.1577-26.0050,PSO J313.1577-26.0050,Best15,Null,Null,Field,UCS+BANYAN,313.1571,-26.005,PS1,PSO J313.1577-26.0050,NaN,NaN,Null,NaN,NaN,Null,21.692,0.142,Cham16,20.243,0.039,Cham16,19.161,0.042,Cham16,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,Null,NaN,NaN,NaN,NaN,NaN,NaN,17.244,0.055,Best15,16.49,0.045,Best15,15.924,0.075,Best21,CWISE J205237.91-260018.0,15.629,0.024,Maro21,15.457,0.047,Maro21,11.571,NaN,Cutr13,8.775,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,Null,Null,L1,Best15,NaN,11,11,116,9,dist_W2_formula,0.8,12.0; 26.0; 14.0; 14.0; 16.0; 16.0,Best15,BT-Settl,3.2,1800,1.57,5.5,-3.62,0.07,FALSE,BHAC15,2229,204,1.03,0.18,69.55,24.59,5.24,0.38
2MASSI J2054358+151904,2MASSI J2054358+151904,Kirk00,Null,Null,Field,UCS+BANYAN,313.6493,15.3178,PS1,PSO J313.6492+15.3175,NaN,NaN,Null,NaN,NaN,Null,20.789,0.035,Cham16,19.353,0.01,Cham16,18.382,0.013,Cham16,2MASS J20543585+1519043,16.37,0.129,Cutr03,15.425,0.141,Cutr03,14.983,0.141,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.301,0.014,Schn23b,15.393,0.051,Schn23b;UCS_23,14.832,0.011,Schn23b,CWISE J205435.81+151902.9,14.51,0.017,Maro21,14.385,0.018,Maro21,11.943,NaN,Cutr13,8.806,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,L1:,Kirk00,L0.3,Bard14,11,10.3,11,71,5,dist_W2_formula,0.5,33.0; 72.0; 73.0; 70.0; 50.0; 56.0,Bard14,BT-Settl,23.3,1800,1.5,5.5,-3.66,0.06,FALSE,BHAC15,2189,201,1.02,0.18,68.1,24.26,5.23,0.38
2MASSI J2057153+171515,2MASSI J2057153+171515,Kirk00,Null,Null,Field,UCS+BANYAN,314.3141,17.2543,PS1,PSO J314.3143+17.2544,NaN,NaN,Null,NaN,NaN,Null,20.5,0.026,Cham16,19.075,0.013,Cham16,18.122,0.017,Cham16,2MASS J20571538+1715154,15.965,0.085,Cutr03,15.191,0.075,Cutr03,14.498,0.075,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.076,0.012,Schn23b,15.375,0.051,Schn23b;UCS_23,14.577,0.011,Schn23b,CWISE J205715.46+171516.2,14.233,0.014,Maro21,14.06,0.015,Maro21,12.571,NaN,Cutr13,8.905,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,L1.5,Kirk00,M9.9,Bard14,11.5,9.9,11.5,58,4,dist_W2_formula,0.5,36.0; 79.0; 77.0; 73.0; 55.0; 60.0,Bard14,BT-Settl,20.5,1800,1.36,5.5,-3.75,0.06,FALSE,BHAC15,2095,199,1.01,0.19,64.43,24.24,5.22,0.4
2MASSI J2057540-025230,2MASS J20575409-0252302,Cruz03,Li;strongHa;lowg?,Cruz03;Kirk08;Seif10;Alle13a;Fahe16,INT-G?,Alle13a,314.4754,-2.8751,Gaia23,PSO J314.4753-02.8754,22.355,0.071,Cham16,19.994,0.013,Cham16,17.633,0.004,Cham16,16.173,0.002,Cham16,15.178,0.003,Cham16,2MASS J20575409-0252302,13.121,0.024,Cutr03,12.268,0.025,Cutr03,11.724,0.025,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,13.02,0.01,McMa13,12.324,0.025,Best21,11.694,0.025,Best21,CWISE J205754.08-025231.8,11.263,0.011,Maro21,10.995,0.009,Maro21,10.277,0.08,Cutr13,8.859,NaN,Cutr13,11.014,0.01,11.008,0.016,Kirk21,64.71,0.17,Gaia23,Null,Null,INT-G-border,Alle13a,L1.5,Cruz03,L2: FLD-G,Alle13a,11.5,12,11.5,15.45,0.04,dist_plx_formula,0.5,141.0; 326.0; 290.0; 290.0; 189.0; 200.0,Burg04b,BT-Settl,47.2,1800,1.41,5.5,-3.72,0.02,FALSE,BHAC15,1877,89,1.3,0.12,25.86,10.41,4.6,0.25
2MASSI J2104149-103736,2MASS J21041491-1037369,Cruz03,Null,Null,FLD-G,Sang23,316.0623,-10.627,Gaia23,PSO J316.0642-10.6279,NaN,NaN,Null,20.564,0.025,Cham16,18.336,0.009,Cham16,16.879,0.006,Cham16,15.917,0.006,Cham16,2MASS J21041491-1037369,13.841,0.029,Cutr03,12.975,0.024,Cutr03,12.369,0.024,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,13.773,0.002,McMa13,13.048,0.024,Best21,12.348,0.024,Best21,CWISE J210415.67-103742.5,12.044,0.012,Maro21,11.781,0.009,Maro21,10.445,0.232,Cutr13,7.775,NaN,Cutr13,11.55,0.03,11.62,0.01,Patt06,58.02,0.27,Gaia23,Null,Null,FLD-G,Sang23,L2.5,Kirk08,L2,Burg10a,12.5,12,12.5,17.24,0.08,dist_plx_formula,0.8,56.0; 55.0; 52.0; 51.0; 50.0; 50.0,Burg10a,BT-Settl,23.7,1800,1.14,5.5,-3.91,0.02,FALSE,SM08,1605,79,1.43,0.14,13.91,11.24,4.19,0.29
YU2-644_102045,2MASS J21043128-0939217,Alle16b; phot Gagn18c; Hurt23,lowg,Alle16b,INT-G,Alle16b,316.1304,-9.6561,Gaia23,PSO J316.1306-09.6562,NaN,NaN,Null,22.973,0.177,Cham16,20.379,0.02,Cham16,18.894,0.012,Cham16,17.823,0.011,Cham16,2MASS J21043128-0939217,15.851,0.072,Cutr03,14.852,0.062,Cutr03,14.415,0.075,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.718,0.007,McMa13,14.896,0.062,Best21,14.459,0.075,Best21,CWISE J210431.36-093922.6,13.983,0.014,Maro21,13.721,0.015,Maro21,11.331,NaN,Cutr13,8.291,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,18.7,1.6,Gaia23,Null,Null,INT-G,Alle16b,Null,Null,L0.8 INT-G,Alle16b,NaN,10.8,10.8,53,5,dist_plx_formula,0.5,27.0; 41.0; 30.0; 25.0; 33.0; 35.0,Alle16b;Hurt23,BT-Settl,8.2,1800,1.36,5.5,-3.74,0.08,FALSE,BHAC15,1857,97,1.3,0.12,25.13,10.48,4.59,0.25
