name,name_simbadable,ra_j2000_formula,dec_j2000_formula,teff_evo,teff_evo_err,radius_evo,radius_evo_err,mass_evo,mass_evo_err,logg_evo,logg_evo_err
HIP 26653B,2MASS J05394952+5253597,84.9564,52.8999,2021,13,0.97,0.01,80.13,0.95,5.34,0.01
SDSSp J053951.99-005902.0,SIPS J0539-0059,84.9667,-0.9837,1327,45,1.42,0.1,11.72,9.14,4.32,0.24
2MASS J05441150-2433018,2MASS J05441150-2433018,86.048,-24.5507,2573,218,1.12,0.19,86.91,26.86,5.26,0.37
2MASS J05445741+3705039,2MASS J05445741+3705039,86.2392,37.0845,2216,22,1.2,0.02,46.63,2.81,4.92,0.04
WISE J054601.19-095947.5,2MASS J05460119-0959472,86.505,-9.9965,996,81,1.07,0.17,21.88,18.86,4.7,0.5
WISEA J055007.94+161051.9,2MASS J05500772+1610556,87.5323,16.1819,1824,179,1.05,0.2,59.72,24.43,5.15,0.43
PSO J087.7749-12.6537,2MASS J05510608-1239130,87.7754,-12.6536,1361,114,1.06,0.17,37.77,24.08,4.93,0.48
PSO J088.0452+43.2123,2MASS J05521084+4312451,88.0452,43.2125,1611,154,1.05,0.2,51.47,24.13,5.08,0.45
PSO J088.3324-24.4439,PSO J088.3324-24.4439,88.3323,-24.4438,2157,202,1.02,0.19,66.2,24.44,5.22,0.39
PSO J088.5709-00.1430,2MASS J05541699-0008334,88.5709,-0.1426,1245,101,1.07,0.17,29.23,22.84,4.82,0.49
PSO J089.1751-09.4513,PSO J089.1751-09.4513,89.1754,-9.4509,960,77,1.07,0.17,21.3,18.69,4.69,0.5
2MASS J05591914-1404488,2MASS J05591914-1404488,89.8299,-14.0803,1261,99,1.07,0.17,29.97,23.01,4.83,0.49
2MASS J06020638+4043588,2MASS J06020638+4043588,90.5265,40.733,945,75,1.07,0.17,20.72,18.54,4.67,0.51
LSR J0602+3910,LSR J0602+3910,90.6269,39.1829,1975,96,1.3,0.13,27.52,11.16,4.62,0.25
2MASS J06050196-2342270,2MASSI J0605019-234226,91.2582,-23.7075,2226,199,1.02,0.18,69.12,24.27,5.24,0.38
WISEP J060738.65+242953.4,2MASS J06073908+2429574,91.9126,24.4991,1180,95,1.06,0.17,26.44,21.5,4.78,0.49
WISEA J060742.13+455037.0,2MASS J06074202+4550435,91.9251,45.8453,1771,173,1.04,0.2,58.07,24.24,5.14,0.43
2MASS J06085283-2753583,DENIS J060852.8-275358,92.2201,-27.8995,2470,139,1.6,0.18,35.85,17.09,4.56,0.31
HD 253662B,2MASS J06135342+1514062,93.4726,15.235,2569,249,1.18,0.23,77.5,31.41,5.16,0.44
SIPS J0614-2019,SIPS J0614-2019,93.5499,-20.3218,2052,193,1.01,0.19,62.62,24.05,5.21,0.4
WISE J061437.73+095135.0,2MASS J06143845+0951408,93.6563,9.8602,795,59,1.09,0.16,16.75,16.61,4.57,0.51
2MASS J06143818+3950357,2MASS J06143818+3950357,93.6591,39.8432,1070,17,1.21,0.01,13.15,1.03,4.37,0.04
DENIS-P J0615493-010041,DENIS J061549.3-010041,93.9557,-1.0116,2148,195,1.01,0.18,66.63,24.18,5.23,0.39
WISEPA J062309.94-045624.6,WISE J062309.94-045624.6,95.7941,-4.9406,624,40,1.11,0.14,12.28,13.06,4.41,0.46
WISE J062442.37+662625.6,2MASS J06244172+6626309,96.174,66.442,2182,198,1.02,0.18,67.0,24.43,5.22,0.39
2MASS J06244595-4521548,2MASS J06244595-4521548,96.1914,-45.3652,1279,6,1.34,0.01,10.78,0.27,4.18,0.01
SDSS J062621.22+002934.2,2MASS J06262121+0029341,96.5884,0.4928,2182,203,1.03,0.19,67.39,24.46,5.22,0.39
WISEPA J062720.07-111428.8,2MASS J06272007-1114241,96.8337,-11.2401,966,77,1.07,0.17,21.0,18.7,4.68,0.5
LSPM J0632+5053B,2MASS J06324849+5053351,98.2021,50.8931,2191,76,0.97,0.06,79.43,11.73,5.35,0.12
PSO J098.2822-23.2845,Null,98.2823,-23.2848,1126,95,1.06,0.17,25.29,20.83,4.76,0.49
2MASS J06411840-4322329,SIPS J0641-4322,100.3268,-43.3757,2052,192,1.0,0.19,63.84,23.72,5.22,0.4
WISE J064205.58+410155.5,2MASS J06420559+4101599,100.5233,41.0331,1093,91,1.06,0.17,24.4,20.09,4.75,0.5
2MASS J06431685-1843375,2MASS J06431685-1843375,100.8203,-18.7271,2548,219,1.11,0.19,85.31,26.96,5.26,0.38
PSO J101.8428+39.7462,PSO J101.8428+39.7462,101.8428,39.7463,2247,207,1.04,0.19,70.96,24.85,5.24,0.38
HIP 32728B,2MASS J06493041+3626276,102.3768,36.4409,2582,27,1.1,0.02,91.91,4.84,5.3,0.04
DENIS-P J0652197-253450,DENIS J065219.7-253450,103.0823,-25.5807,1998,97,1.33,0.13,26.85,11.67,4.6,0.26
2MASSI J0652307+471034,2MASS J06523073+4710348,103.128,47.1764,1373,51,1.34,0.1,11.82,10.13,4.31,0.24
SDSS J065405.63+652805.4,2MASS J06540564+6528051,103.5235,65.4681,1364,70,1.32,0.11,11.68,10.11,4.32,0.25
WISEPA J065609.60+420531.0,2MASS J06560926+4205301,104.039,42.0916,1128,93,1.07,0.17,24.84,20.64,4.75,0.49
ESO 207-61,Ruiz 207-61,106.972,-49.014,2416,211,1.07,0.19,77.0,25.88,5.25,0.38
2MASSW J0708213+295035,2MASSW J0708213+295035,107.089,29.843,1495,140,1.05,0.19,45.77,24.39,5.03,0.47
PSO J108.4590+38.2086,2MASS J07135018+3812312,108.4591,38.2087,1278,109,1.06,0.17,31.79,23.33,4.86,0.49
WISEA J071552.38-114532.9,2MASS J07155182-1145284,108.9661,-11.758,1701,166,1.04,0.2,55.49,23.97,5.12,0.44
DENIS-P J0716478-063037,2MASS J07164790-0630369,109.1996,-6.5103,2205,196,1.02,0.18,68.2,24.16,5.23,0.38
PSO J109.4864+46.5278,PSO J109.4864+46.5278,109.4863,46.528,1286,108,1.07,0.17,32.06,23.5,4.86,0.49
UGPS J072227.51-054031.2,[BGM2011b] J072227.28-054030.0,110.6164,-5.6761,437,20,1.12,0.1,8.34,7.68,4.23,0.38
2MASS J07231462+5727081,2MASS J07231462+5727081,110.8109,57.4522,2234,201,1.03,0.18,69.41,24.59,5.23,0.39
2MASSI J0727182+171001,2MASSI J0727182+171001,111.8265,17.1665,782,57,1.09,0.16,16.06,16.43,4.54,0.51
2MASS J07290002-3954043,2MASS J07290002-3954043,112.2501,-39.9008,735,53,1.1,0.15,14.93,15.52,4.51,0.49
SDSS J073519.59+410850.4,2MASS J07351967+4108510,113.8318,41.1474,2310,206,1.04,0.18,73.02,24.98,5.25,0.38
2MASS J07354882+2720167,2MASS J07354882+2720167,113.9534,27.3379,2070,198,1.01,0.19,63.61,24.1,5.21,0.4
SDSS J073922.26+661503.5,2MASS J07392203+6615039,114.8419,66.2511,1224,102,1.07,0.17,28.54,22.51,4.81,0.49
2MASSW J0740096+321203,2MASSW J0740096+321203,115.0402,32.2008,1420,77,1.38,0.04,13.37,1.49,4.25,0.03
PSO J115.0659+59.0473,2MASS J07401580+5902504,115.066,59.0473,2295,210,1.05,0.19,72.52,25.17,5.24,0.38
2MASS J07410404-0359495,2MASS J07410404-0359495,115.2668,-3.9971,1896,88,1.3,0.12,26.08,10.28,4.6,0.24
SDSS J074149.15+235127.5,2MASS J07414920+2351275,115.4549,23.8578,828,63,1.08,0.16,17.59,17.18,4.59,0.51
2MASS J07415784+0531568,2MASS J07415784+0531568,115.491,5.5325,1715,83,1.43,0.14,15.74,11.51,4.3,0.28
SDSS J074201.41+205520.5,2MASS J07420130+2055198,115.505,20.9221,921,72,1.07,0.17,20.1,18.27,4.66,0.51
SDSS J074756.31+394732.9,2MASS J07475631+3947329,116.9847,39.7924,2413,208,1.06,0.18,77.97,25.59,5.26,0.38
PSO J117.0600-01.6779,PSO J117.0600-01.6779,117.0615,-1.6767,998,81,1.07,0.17,22.07,19.01,4.7,0.5
SDSS J074838.61+174332.9,2MASS J07483864+1743329,117.161,17.7259,1321,62,1.31,0.1,11.17,9.91,4.33,0.24
SDSS J075054.74+445418.7,2MASS J07505479+4454205,117.7282,44.9056,2300,206,1.04,0.19,72.4,25.03,5.24,0.38
DENIS-P J0751164-253043,DENIS J075116.4-253043,117.8183,-25.512,2177,197,1.01,0.18,67.28,24.24,5.23,0.39
2MASSI J0753321+291711,2MASSI J0753321+291711,118.384,29.2866,2119,195,1.01,0.18,64.8,23.99,5.21,0.39
NLTT 18587B,SDSS J075413.28+372143.3,118.5552,37.362,2395,34,1.05,0.03,77.82,6.72,5.26,0.06
2MASSI J0755480+221218,2MASSI J0755480+221218,118.9496,22.2048,951,76,1.07,0.17,20.88,18.73,4.67,0.51
SDSS J075752.70+091410.0,2MASS J07575274+0914103,119.4698,9.2362,1714,169,1.04,0.2,56.49,24.11,5.13,0.44
HIP 38939B,2MASS J07580132-2538587,119.5057,-25.6499,1036,36,1.01,0.07,28.94,8.8,4.87,0.19
SDSS J075840.33+324723.4,2MASS J07584037+3247245,119.6681,32.79,1107,91,1.06,0.17,24.51,20.19,4.75,0.49
SDSS J080048.13+465825.5,2MASS J08004815+4658256,120.2006,46.9738,2123,198,1.01,0.19,64.99,24.19,5.22,0.39
2MASSW J0801405+462850,2MASSW J0801405+462850,120.4189,46.4803,1338,68,1.32,0.1,11.43,9.73,4.32,0.25
2MASS J08041429+0330474,2MASS J08041429+0330474,121.0595,3.5132,2608,217,1.14,0.19,89.15,26.94,5.25,0.37
WISE J080700.23+413026.8,2MASS J08070024+4130305,121.7511,41.5084,1261,101,1.07,0.17,30.08,23.04,4.83,0.49
SDSS J080959.01+443422.2,2MASS J08095903+4434216,122.4948,44.5719,1227,36,1.31,0.07,11.47,4.79,4.24,0.19
NLTT 19109B,2MASS J08115898-0857597,122.9958,-8.9665,2344,36,1.0,0.03,83.57,7.04,5.34,0.07
SDSS J081757.49+182405.0,2MASS J08175749+1824048,124.4895,18.4014,2206,200,1.02,0.19,68.14,24.5,5.22,0.39
SDSS J081812.28+331048.2,2MASS J08181234+3310479,124.5513,33.18,2106,201,1.01,0.19,65.29,24.2,5.22,0.4
2MASS J08194602+1658539,2MASS J08194602+1658539,124.9417,16.9816,2412,214,1.06,0.19,78.05,26.05,5.26,0.39
WISEPA J081958.05-033529.0,2MASS J08195820-0335266,124.9924,-3.5908,1011,10,1.36,0.01,5.85,0.43,3.92,0.04
2MASSW J0820299+450031,2MASSW J0820299+450031,125.1249,45.0087,1420,72,1.35,0.11,12.18,10.41,4.31,0.26
SDSS J082030.12+103737.0,2MASS J08203013+1037372,125.1257,10.627,1146,63,1.32,0.05,9.12,1.72,4.13,0.06
WISEPA J082131.63+144319.3,2MASS J08213173+1443231,125.3821,14.7228,968,78,1.07,0.17,21.61,18.76,4.69,0.5
2MASS J08230838+6125208,2MASS J08230838+6125208,125.7847,61.4224,1890,185,1.04,0.2,62.45,24.44,5.17,0.42
2MASS J08234818+2428577,2MASS J08234818+2428577,125.9507,24.4827,1533,71,1.41,0.13,13.9,11.05,4.21,0.27
2MASSI J0825196+211552,2MASSI J0825196+211552,126.3317,21.2643,1225,98,1.07,0.17,27.5,22.58,4.79,0.49
SDSS J082642.65+193922.0,2MASS J08264262+1939224,126.6776,19.6562,2320,209,1.04,0.19,73.19,25.25,5.25,0.39
SSSPM J0829-1309,SSSPM J0829-1309,127.1424,-13.1555,1704,82,1.44,0.14,15.55,11.52,4.29,0.28
2MASSW J0829066+145622,2MASSI J0829066+145622,127.2776,14.9395,1925,189,1.04,0.2,65.25,24.3,5.2,0.42
LHS 248,G  51-15,127.4556,26.776,2755,210,1.23,0.19,99.84,28.82,5.24,0.35
PSO J127.4696+10.5777,PSO J127.4696+10.5777,127.4697,10.5778,1857,89,1.44,0.12,18.25,8.48,4.36,0.24
2MASSW J0829570+265510,2MASSW J0829570+265510,127.4878,26.9195,1206,65,1.34,0.05,9.75,1.78,4.15,0.05
SDSSp J083008.12+482847.4,2MASS J08300825+4828482,127.534,48.4799,1147,94,1.07,0.17,25.36,20.84,4.76,0.49
PSO J127.5648-11.1861,2MASS J08301554-1111101,127.5648,-11.1861,1204,98,1.07,0.17,27.34,21.98,4.79,0.49
LHS 2021,LP  485-17,127.6357,9.7876,2660,221,1.17,0.19,92.81,28.03,5.25,0.37
SDSS J083048.80+012831.1,2MASS J08304878+0128311,127.7034,1.4754,1058,89,1.06,0.17,23.7,19.74,4.74,0.5
2MASS J08315598+1025417,2MASS J08315598+1025417,127.9833,10.4283,2509,213,1.09,0.18,83.52,26.25,5.26,0.37
2MASSW J0832045-012835,2MASSW J0832045-012835,128.0188,-1.4767,2103,193,1.01,0.18,64.79,23.87,5.22,0.39
WISE J083450.79+642526.8,2MASS J08345101+6425295,128.7124,64.4248,2377,208,1.06,0.18,76.0,25.32,5.25,0.38
SDSS J083506.16+195304.4,2MASS J08350622+1953050,128.7759,19.8847,1369,67,1.33,0.11,11.75,10.13,4.32,0.25
2MASS J08352366+1029318,2MASS J08352366+1029318,128.8486,10.4922,2559,218,1.12,0.19,85.59,26.81,5.25,0.38
2MASSI J0835425-081923,2MASS J08354256-0819237,128.9272,-8.3232,1374,52,1.33,0.1,11.75,9.45,4.32,0.24
SDSS J083545.33+222430.9,2MASS J08354537+2224310,128.939,22.4086,2483,214,1.1,0.19,82.61,26.4,5.26,0.38
2MASS J08355829+0548308,ULAS2MASS J0835+0548,128.9929,5.8086,2374,208,1.05,0.18,76.05,25.33,5.25,0.38
SDSS J083621.98+494931.5,2MASS J08362199+4949312,129.0917,49.8255,2336,208,1.04,0.18,74.73,25.31,5.25,0.38
SDSS J083646.35+052642.6,2MASS J08364635+0526426,129.1932,5.4452,2621,225,1.15,0.2,89.92,27.8,5.25,0.38
SDSSp J083717.22-000018.3,SDSS J083717.21-000018.0,129.3215,-0.0051,1184,97,1.07,0.17,26.59,21.79,4.78,0.49
2MASS J08391608+1253543,2MASS J08391608+1253543,129.817,12.8984,2688,217,1.19,0.19,94.58,28.15,5.25,0.36
SDSS J084016.42+543002.1,2MASS J08401643+5430019,130.0685,54.5006,2077,195,1.01,0.19,63.93,23.97,5.21,0.4
LHS 2034,V* AZ Cnc,130.1237,18.4024,2770,207,1.24,0.19,100.9,28.75,5.24,0.34
SDSS J084106.85+603506.3,2MASS J08410686+6035067,130.2785,60.5852,2019,204,1.05,0.21,67.28,24.82,5.2,0.42
SDSS J084307.95+314129.2,2MASS J08430796+3141297,130.7831,31.6915,2167,203,1.02,0.19,66.93,24.45,5.22,0.39
SDSS J084333.28+102443.5,2MASS J08433323+1024470,130.8885,10.4131,1942,191,1.04,0.2,64.41,24.47,5.19,0.42
2MASSI J0847287-153237,SIPS J0847-1532,131.8698,-15.5437,1768,85,1.42,0.14,17.12,11.29,4.34,0.27
SDSS J084751.48+013811.0,2MASS J08475148+0138110,131.9645,1.6364,1667,162,1.05,0.2,53.81,24.05,5.1,0.44
SDSS J085116.20+181730.0,2MASS J08511627+1817302,132.8178,18.2917,1309,49,1.31,0.09,10.93,9.51,4.33,0.23
WISEA J085224.36+513925.5,2MASS J08522440+5139319,133.1016,51.6587,2690,216,1.19,0.19,94.65,28.12,5.25,0.36
SDSS J085234.90+472035.0,2MASS J08523490+4720359,133.1454,47.3431,1266,103,1.06,0.17,30.65,23.19,4.85,0.49
LHS 2065,LP  666-9,133.4007,-3.4923,2405,209,1.06,0.18,77.28,25.7,5.25,0.38
PSO J133.8302+06.0160,2MASS J08551923+0600579,133.8301,6.0161,2353,202,1.43,0.17,40.37,19.62,4.72,0.28
SDSSp J085758.45+570851.4,2MASS J08575849+5708514,134.4936,57.1476,1419,119,1.06,0.18,42.04,24.08,4.98,0.48
SDSS J085834.42+325627.7,2MASS J08583467+3256275,134.643,32.9407,1246,105,1.07,0.17,29.57,22.87,4.83,0.49
SDSS J085836.98+271050.8,2MASS J08583693+2710518,134.6539,27.1811,2529,45,1.07,0.02,90.15,1.65,5.31,0.01
2MASSI J0859254-194926,2MASSI J0859254-194926,134.856,-19.824,1117,41,1.32,0.08,8.73,7.71,4.11,0.26
2MASS J08593854+6341355,2MASS J08593854+6341355,134.9106,63.6932,2235,202,1.02,0.18,70.67,24.42,5.25,0.38
2MASS J08594029+1145325,2MASS J08594029+1145325,134.9179,11.759,2318,22,1.19,0.02,53.89,3.69,4.99,0.04
PSO J135.0395+32.0845,2MASS J09000957+3205045,135.0399,32.0846,2018,115,1.47,0.15,19.98,14.1,4.38,0.29
LP 368-128,LP  368-128,135.0981,21.8347,2768,205,1.24,0.18,100.82,28.44,5.24,0.34
SDSS J090023.68+253934.3,2MASS J09002367+2539345,135.0987,25.6596,1524,144,1.05,0.19,47.33,24.31,5.04,0.47
WISEA J090258.99+670833.1,2MASS J09025921+6708355,135.7469,67.1431,1196,65,1.36,0.08,9.63,4.41,4.13,0.21
PSO J135.7840+16.9932,2MASS J09030814+1659358,135.784,16.9933,1717,190,1.05,0.2,55.74,24.96,5.12,0.45
ULAS J090521.61+100654.9,PSO J136.3401+10.1151,136.3401,10.1156,1111,94,1.06,0.17,24.93,20.66,4.76,0.5
2MASS J09054654+5623117,2MASS J09054654+5623117,136.4439,56.3866,1411,58,1.36,0.11,12.07,10.29,4.3,0.26
PSO J136.5380-14.3267,PSO J136.5380-14.3267,136.5389,-14.3272,1104,92,1.07,0.17,24.45,20.43,4.75,0.5
PSO J136.5494-06.1944,2MASS J09061182-0611397,136.5493,-6.1944,1681,82,1.44,0.14,15.23,11.71,4.28,0.28
2MASSI J0908380+503208,2MASS J09083803+5032088,137.1584,50.5356,1120,37,1.32,0.09,8.66,7.91,4.11,0.26
SDSS J090900.73+652527.2,2MASS J09090085+6525275,137.2538,65.4244,1027,84,1.07,0.17,22.76,19.37,4.72,0.5
SDSS J090948.13+194043.9,2MASS J09094822+1940428,137.4509,19.6786,2255,203,1.03,0.18,70.63,24.59,5.24,0.38
DENIS-P J090957.1-065806,DENIS J090957.1-065806,137.4895,-6.9718,2118,22,1.16,0.02,46.31,3.11,4.95,0.04
PSO J138.1887-06.9862,Null,138.189,-6.986,2296,126,1.37,0.15,36.76,15.45,4.71,0.29
2MASS J09161504+2139512,2MASS J09161504+2139512,139.0625,21.6642,1921,25,1.47,0.03,17.87,1.78,4.33,0.06
WISEA J091657.18-112104.7,2MASS J09165708-1120597,139.2379,-11.3501,2265,205,1.03,0.19,70.8,24.78,5.24,0.39
2MASS J09175418+6028065,2MASS J09175418+6028065,139.4757,60.4685,1474,136,1.06,0.19,44.46,24.4,5.01,0.48
PSO J139.5493+39.0380,2MASS J09181190+3902168,139.5495,39.0379,1719,169,1.05,0.2,55.95,24.17,5.12,0.44
2MASSW J0918382+213406,2MASSW J0918382+213406,139.6592,21.5682,1506,143,1.06,0.19,45.98,24.39,5.03,0.47
WISE J092055.40+453856.3,2MASS J09205549+4539058,140.2312,45.6514,1164,93,1.06,0.17,26.23,20.88,4.78,0.49
2MASS J09211410-2104446,SIPS J0921-2104,140.3088,-21.079,1633,78,1.44,0.14,14.68,11.28,4.26,0.28
SDSS J092308.70+234013.7,2MASS J09230861+2340152,140.7859,23.671,2151,199,1.01,0.19,67.13,24.39,5.23,0.39
2MASSW J0928397-160312,2MASSW J0928397-160312,142.1654,-16.0535,1822,22,1.13,0.02,38.76,2.79,4.89,0.05
SDSS J093113.23+280227.1,2MASS J09311309+2802289,142.8047,28.0412,1902,186,1.05,0.2,62.52,24.44,5.17,0.42
2MASS J09312823+0528223,LP  548-1,142.8676,5.4729,2603,25,1.32,0.02,66.3,4.03,4.99,0.04
SDSS J093237.47+672514.5,2MASS J09323750+6725153,143.1562,67.4209,2100,198,1.01,0.19,64.45,24.17,5.22,0.4
NLTT 22073B,SIPS J0933-2752,143.4055,-27.8792,2376,24,1.01,0.02,84.63,4.42,5.34,0.04
PSO J143.6774-29.8356,2MASS J09344258-2950074,143.6774,-29.8354,2090,199,1.01,0.19,64.14,24.21,5.21,0.4
2MASSI J0937347+293142,2MASSI J0937347+293142,144.3952,29.5282,807,61,1.09,0.16,17.07,16.92,4.58,0.52
2MASS J09384022-2748184,SIPS J0938-2748,144.6676,-27.8051,2661,222,1.17,0.19,92.66,28.12,5.25,0.37
SDSS J093858.88+044343.9,2MASS J09385888+0443438,144.7453,4.7288,2480,216,1.09,0.19,81.19,26.57,5.25,0.38
2MASS J09393548-2448279,2MASS J09393548-2448279,144.8979,-24.8077,639,43,1.11,0.14,12.51,13.45,4.42,0.47
SDSS J094047.88+294653.0,2MASS J09404793+2946534,145.1996,29.7815,2378,209,1.06,0.18,76.32,25.52,5.25,0.38
SDSS J094134.92+100942.0,2MASS J09413492+1009428,145.3955,10.1619,2550,216,1.12,0.19,85.55,26.84,5.26,0.37
TVLM 262-111511,TVLM 262-111511,145.594,42.7598,2506,219,1.09,0.19,82.45,26.93,5.25,0.38
2MASSW J0944027+313132,2MASSW J0944027+313132,146.0116,31.5258,1895,184,1.05,0.2,62.15,24.3,5.17,0.42
PSO J146.0144+05.1319,2MASS J09440344+0507550,146.0144,5.132,1991,162,1.33,0.14,28.43,13.63,4.63,0.27
2MASS J09474477+0224327,2MASS J09474477+0224327,146.9366,2.4091,2587,24,1.31,0.02,65.19,4.01,4.99,0.04
2MASS J09490860-1545485,2MASS J09490860-1545485,147.2859,-15.7635,1237,102,1.07,0.17,28.87,22.68,4.82,0.49
LHS 2195,LP  548-37,147.3426,8.1125,2466,212,1.08,0.18,80.45,26.12,5.26,0.38
PSO J147.5092-27.6337,2MASS J09500220-2738011,147.5092,-27.6336,2196,205,1.02,0.19,68.61,24.53,5.24,0.39
LP 261-75B,LP  261-75 B,147.773,35.9671,1241,22,1.25,0.03,15.06,2.58,4.4,0.08
TVLM 262-70502,TVLM 262-70502,147.9488,42.564,2744,210,1.23,0.19,98.68,28.68,5.24,0.35
PSO J149.0341-14.7857,2MASS J09560810-1447065,149.0339,-14.7853,1092,89,1.07,0.17,24.07,19.93,4.74,0.5
PSO J149.1907-19.1730,2MASS J09564583-1910227,149.191,-19.173,1617,80,1.29,0.13,22.28,9.37,4.54,0.27
WISEA J095729.41+462413.5,2MASS J09572983+4624177,149.3743,46.4048,1545,149,1.05,0.19,48.28,24.32,5.05,0.46
2MASS J09593276+4523309,2MASS J09593276+4523309,149.8865,45.3919,1792,41,1.16,0.02,35.44,2.69,4.83,0.04
2MASS J10031918-0105079,LP  609-24,150.8298,-1.0856,2624,221,1.15,0.19,90.54,27.43,5.26,0.37
G 196-3B,G 196-3B,151.086,50.3832,1725,52,1.18,0.07,31.66,7.19,4.77,0.15
2MASSW J1004392-333518,2MASSW J1004392-333518,151.1638,-33.5886,1788,33,0.96,0.02,72.15,4.8,5.3,0.05
SDSS J100711.74+193056.2,2MASS J10071185+1930563,151.7994,19.5155,1064,87,1.07,0.17,23.47,19.73,4.73,0.5
2MASS J10073369-4555147,2MASS J10073369-4555147,151.8906,-45.9207,923,72,1.07,0.17,20.05,18.34,4.65,0.51
PSO J152.2977+15.9912,2MASS J10091160+1559289,152.2983,15.9912,1989,200,1.05,0.21,65.78,24.68,5.19,0.42
WISE J100926.40+354137.5,2MASS J10092633+3541415,152.3598,35.6947,2463,210,1.08,0.18,81.51,26.0,5.26,0.37
2MASSI J1010148-040649,2MASS J10101480-0406499,152.5615,-4.1139,1257,24,1.21,0.03,18.14,3.23,4.51,0.09
TVLM 263-71765,TVLM 263-71765,152.751,42.7509,2679,218,1.18,0.19,93.48,28.2,5.24,0.37
NLTT 23716B,2MASS J10131700-0601197,153.3209,-6.0222,2435,30,1.04,0.02,86.58,6.14,5.32,0.05
PSO J153.7969-11.3631,Null,153.7971,-11.363,1872,98,1.42,0.14,18.9,12.58,4.38,0.28
2MASS J10163470+2751497,LP  315-53,154.1445,27.8636,2758,210,1.23,0.19,99.86,28.83,5.24,0.35
SDSS J101742.51+431057.9,2MASS J10174252+4310584,154.4271,43.1828,2125,196,1.01,0.19,65.47,24.15,5.22,0.39
2MASSW J1018588-290953,SIPS J1018-2909,154.7449,-29.1649,2201,198,1.02,0.18,67.99,24.39,5.23,0.39
DENIS J1019245-270717,SIPS J1019-2707,154.8518,-27.1214,2227,201,1.03,0.19,68.56,24.66,5.23,0.39
PSO J154.9622+04.8279,2MASS J10195117+0449444,154.9631,4.829,1608,157,1.05,0.19,51.5,24.26,5.08,0.45
TVLM 213-2005,TVLM 213-2005,155.3641,50.9179,2632,222,1.15,0.19,90.5,27.64,5.25,0.37
2MASS J10213232-2044069,SIPS J1021-2044,155.3846,-20.7353,2371,207,1.05,0.18,76.34,25.32,5.26,0.38
SDSS J102204.88+020047.5,2MASS J10220489+0200477,155.5204,2.0133,1963,97,1.45,0.14,19.66,12.83,4.39,0.28
HD 89744B,2MASS J10221489+4114266,155.562,41.2407,2302,19,0.98,0.01,82.92,0.61,5.35,0.01
2MASS J10224821+5825453,2MASS J10224821+5825453,155.7009,58.4293,1802,87,1.41,0.14,17.91,11.53,4.36,0.27
WISEA J102304.04+155616.4,2MASS J10230417+1556241,155.7672,15.9397,2317,207,1.04,0.19,72.6,25.13,5.24,0.38
SDSS J102552.43+321234.0,2MASS J10255227+3212349,156.4681,32.2097,1064,35,1.31,0.08,8.22,7.38,4.09,0.26
2MASSI J1029216+162652,2MASSI J1029216+162652,157.3404,16.4478,1841,178,1.04,0.2,60.88,24.2,5.16,0.42
ULAS J102940.52+093514.6,ULAS J102940.52+093514.6,157.4201,9.5877,759,57,1.09,0.16,15.78,16.16,4.53,0.5
SDSS J102947.68+483412.2,2MASS J10294770+4834128,157.4487,48.5701,2308,209,1.05,0.19,73.81,25.2,5.25,0.38
SDSS J103026.78+021306.4,SDSS J103026.78+021306.4,157.6117,2.2185,1482,137,1.06,0.19,44.79,24.28,5.01,0.47
2MASS J10315064+3349595,2MASS J10315064+3349595,157.9609,33.8332,1680,86,1.43,0.14,15.59,11.63,4.29,0.28
PSO J158.1597+05.2231,PSO J158.1597+05.2231,158.1603,5.2234,1787,138,1.3,0.13,23.88,11.41,4.57,0.27
SDSS J103309.11+121626.0,2MASS J10330903+1216265,158.2878,12.274,2278,206,1.03,0.18,71.7,24.78,5.25,0.38
SDSS J103321.92+400549.5,2MASS J10332186+4005499,158.3412,40.0973,1367,69,1.33,0.11,11.75,10.11,4.32,0.25
SDSS J103405.67+035016.3,2MASS J10340564+0350164,158.5235,3.8379,2408,211,1.07,0.19,77.17,26.02,5.25,0.38
2MASSW J1035245+250745,2MASSW J1035246+250745,158.8522,25.1291,2123,195,1.01,0.19,65.08,24.12,5.22,0.39
HIP 51877B,2MASS J10355478+3655420,158.9781,36.9283,2370,32,1.0,0.02,84.9,1.14,5.34,0.01
WISEA J103602.80+030615.6,2MASS J10360307+0306160,159.0129,3.1044,1744,172,1.04,0.2,57.59,24.17,5.14,0.43
PSO J159.0433-27.6357,2MASS J10361043-2738055,159.0434,-27.6349,1876,148,1.31,0.13,25.53,12.25,4.6,0.27
2MASSW J1036530-344138,2MASSW J1036530-344138,159.2211,-34.694,1074,34,1.32,0.08,8.18,6.88,4.08,0.25
PSO J159.2399-26.3885,2MASS J10365759-2623188,159.24,-26.3886,1778,187,1.04,0.2,58.46,24.58,5.14,0.43
WISE J103907.73-160002.9,WISE J103907.73-160002.9,159.783,-16.0003,873,68,1.08,0.17,18.66,17.86,4.62,0.51
SDSS J103931.35+325625.5,2MASS J10393137+3256263,159.8807,32.9406,1449,129,1.06,0.18,43.25,24.31,5.0,0.48
PSO J160.0416-21.3281,2MASS J10401018-2119405,160.0423,-21.3279,1234,106,1.07,0.17,29.32,22.76,4.83,0.49
2MASS J10430758+2225236,2MASSI J1043075+222523,160.7815,22.4234,1301,109,1.07,0.17,32.91,23.69,4.87,0.49
