name,ref_discovery,flag,ref_flag,exoplanet,multiple_unresolved_in_this_table,multiple_resolved_in_this_table,has_higher_mass_companion,sep_companion,Best20b_vollim_sample,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,designation_P1_formula,ra_j2000_P1,dec_j2000_P1,ra_epoch_P1,dec_epoch_P1,epoch_mjd_P1,ref_radec_P1,g_P1,gerr_P1,g_nphot_P1,g_src_P1,ref_g_P1,r_P1,rerr_P1,r_nphot_P1,r_src_P1,ref_r_P1,i_P1,ierr_P1,i_nphot_P1,i_src_P1,ref_i_P1,z_P1,zerr_P1,z_nphot_P1,z_src_P1,ref_z_P1,y_P1,yerr_P1,y_nphot_P1,y_src_P1,ref_y_P1,G_BP_DR2,G_BPerr_DR2,G_DR2,Gerr_DR2,G_RP_DR2,G_RPerr_DR2,designation_2mass,ra_epoch_2mass,dec_epoch_2mass,epoch_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,Cflg_2MASS,designation_ukidss,Y_MKO,Yerr_MKO,ref_Y_MKO,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,designation_WISE,ra_j2000_allwise,dec_j2000_allwise,ra_epoch_allwise,dec_epoch_allwise,W1,W1err,W2,W2err,W3,W3err,W4,W4err,ref_WISE,cc_flg_WISE,nb_WISE,neigh_WISE,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,pmra_formula,pmraerr_formula,pmdec_formula,pmdecerr_formula,ref_pm_formula,plx_lit,plxerr_lit,ref_plx_lit,pmra_lit,pmraerr_lit,pmdec_lit,pmdecerr_lit,pm_lit,pmerr_lit,angle_lit,angleerr_lit,ref_pm_lit,plx_UKIRT,plxerr_UKIRT,pmra_UKIRT,pmraerr_UKIRT,pmdec_UKIRT,pmdecerr_UKIRT,ref_plx_UKIRT,GaiaDetect_DR2,ra_j2000_dr2,dec_J2000_dr2,ra_epoch_dr2,dec_epoch_dr2,plx_DR2,plxerr_DR2,pmra_DR2,pmraerr_DR2,pmdec_DR2,pmdecerr_DR2,RUWE_DR2,excessNoise_DR2,excessNoisesig_DR2,nep_DR2,sourceID_DR2,pmra_P1,pmraerr_P1,pmdec_P1,pmdecerr_P1,ref_pm_P1,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,youth,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,sptnumabs_formula,dist_plx_formula,disterr_plx_formula,sptnum_photdist_formula,MJ_2MASS_formula,dist_J_2MASS_formula,disterr_J_2MASS_formula,MJ_MKO_formula,dist_J_MKO_formula,disterr_J_MKO_formula,MKs_2MASS_formula,dist_Ks_2MASS_formula,disterr_Ks_2MASS_formula,MK_MKO_formula,dist_K_MKO_formula,disterr_K_MKO_formula,MW2_formula,dist_W2_formula,disterr_W2_formula,dist_formula,disterr_formula,dist1sig_formula,dist_formula_source,note,name_simbad,ra_j2000_simbad,dec_j2000_simbad,ref_radec_j2000_simbad,pmra_simbad,pmraerr_simbad,pmdec_simbad,pmdecerr_simbad,ref_pm_simbad,plx_simbad,plxerr_simbad,ref_plx_simbad,identifiers_simbad,firstref_simbad,rv_lit,rverr_lit,ref_rv_lit,rv_note_lit,pmra_P1_PV34,pmraerr_P1_PV34,pmdec_P1_PV34,pmdecerr_P1_PV34,ref_pm_P1_PV34,ukidss_survey,ra_ukidss,dec_ukidss,epoch_mjd_ukidss,ra_j2000_ukidss,dec_j2000_ukidss,Y_ukidss,Yerr_ukidss,J_ukidss,Jerr_ukidss,H_ukidss,Herr_ukidss,K_ukidss,Kerr_ukidss,banyan_sigma_results,banyan_sigma_max_hypo_young,banyan_sigma_max_prob_young,banyan_sigma_input_params,ra_today_formula,dec_today_formula,source_radec_today_formula
2MASSI J0034568-070601,Kend03a,null,null,N,N,N,N,NaN,N,8.7378,-7.1011,DR2,PSO J008.7376-07.1009,8.7369,-7.1004,8.7376,-7.1010,56172.72,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.43,0.02,12,C,Cham16,18.80,0.01,15,C,Cham16,17.79,0.02,12,C,Cham16,21.378,0.293,20.836,0.013,19.134,0.047,2MASS J00345684-0706013,8.736848,-7.100367,1998-10-28,15.531,0.060,Cutr03,14.566,0.065,Cutr03,13.942,0.065,Cutr03,000,null,16.737,0.078,Best20b,15.463,0.060,Best20b,14.646,0.065,Best20b,13.922,0.065,Best20b,WISEA J003457.00-070603.1,8.7375194,-7.1008828,8.7375196,-7.1008676,13.292,0.025,12.931,0.028,11.745,0.267,8.650,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,56,12,Smar18,201,4,-163.2,2.8,Best18,55.83,12.26,Smar18,197.07,9.04,-160.68,6.22,254.27,8.05,129.19,1.69,Smar18,NaN,NaN,NaN,NaN,NaN,NaN,null,O,8.7377908,-7.1011021,8.7377908,-7.1011021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2523521331984439936,201.1,4.2,-163.2,2.8,Best18,null,null,null,null,N,L3,Kend03a,L4.3,Bard14,13,14.3,13,13,18,4,13.0,12.73,36.36,5.45,12.51,39.03,6.38,11.35,33.02,5.26,11.07,37.25,5.26,10.47,31.06,3.74,18,4,14,dist_plx_formula,Target for PARSEC program (Andr11).,2MASS J00345684-0706013,8.7368,-7.1004,2003yCat.2246....0C,215.00,21.00,-139.00,15.00,2008MNRAS.390.1517C,NaN,NaN,null,2MASS J00345684-0706013|2MASSI J0034568-070601|SDSS J003457.00-070603.0|WISEA J003457.00-070603.1|WISE J003456.99-070602.9|Gaia DR2 2523521331984439936,2003A&A...403..929K,NaN,NaN,null,null,194.14,6.57,-167.53,4.48,Magn20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BPMG (67.6%); FIELD (30.1%); ABDMG (2.2%),BPMG,0.68,pm+trig-plx,8.7390,-7.1020,DR2; Best18
WISE J003829.05+275852.1,Mace13a,null,null,N,N,N,N,NaN,N,9.6211,27.9811,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,18.610,0.020,Mace13a,18.920,0.040,Mace13a,NaN,NaN,null,WISEA J003829.06+275852.0,9.6211165,27.9811198,9.6211307,27.9811188,17.448,0.145,14.363,0.043,12.379,0.332,8.910,NaN,Cutr13,0000,1,0,16.45,0.04,14.41,0.02,Mace13a,89.7,2.5,Kirk19,-15.4,1.6,96.3,1.5,Kirk19,89.70,2.50,Kirk19,-15.40,1.60,96.30,1.50,97.52,1.50,350.91,0.94,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T9,Mace13a,NaN,29,29,29,11.1,0.3,29.0,NaN,NaN,NaN,17.78,14.66,2.90,NaN,NaN,NaN,NaN,NaN,NaN,13.78,13.11,1.18,11.1,0.3,10.8,dist_plx_formula,null,WISE J003829.05+275852.1,9.6211,27.9812,2012yCat.2311....0C,NaN,NaN,NaN,NaN,null,NaN,NaN,null,WISE J003829.05+275852.1|EQ J0038+2758,2012ApJ...753..156K,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),USCO,0.00,pm+trig-plx,9.6210,27.9817,AllWISE; Kirk19
WISE J004024.88+090054.8,Mace13a,null,null,N,N,N,N,NaN,Y,10.1039,9.0152,PS1,PSO J010.1037+09.0151,10.1039,9.0152,10.1037,9.0151,55900.53,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.85,0.08,5,W,Cham16,18.91,0.04,7,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J00402492+0900547,10.103861,9.015204,2000-09-21,16.502,0.123,Cutr03,16.536,NaN,Cutr03,15.738,NaN,Cutr03,000,ULAS J004024.90+090054.7,17.154,0.019,Lawr12,16.131,0.011,Lawr12,16.562,0.023,Lawr12,16.554,0.052,Lawr12,WISEA J004024.88+090054.4,10.1037056,9.0151365,10.1037028,9.0152360,15.985,0.065,13.826,0.049,11.819,NaN,8.557,NaN,Cutr13,0000,1,0,15.07,0.02,13.76,0.02,Mace13a,69.8,1.5,Kirk19,-52.3,0.9,-53,2,Kirk19,69.80,1.50,Kirk19,-52.30,0.90,-53.00,2.00,74.46,1.56,224.62,1.19,Kirk19,71.3,2.7,-53.7,2.8,-62.3,2.3,Best20a,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-39.9,5.8,-21.9,6.7,Best18,null,null,null,null,N,null,null,T7,Mace13a,NaN,27,27,27,14.3,0.3,27.0,15.63,14.95,2.88,15.39,14.09,2.79,15.71,10.14,NaN,15.90,13.54,3.32,13.12,13.83,1.25,14.3,0.3,14,dist_plx_formula,null,2MASS J00402492+0900547,10.1039,9.0152,2003yCat.2246....0C,NaN,NaN,NaN,NaN,null,NaN,NaN,null,2MASS J00402492+0900547|WISE J004024.88+090054.8|EQ J0040+0900,2012ApJ...753..156K,NaN,NaN,null,null,-39.81,6.22,-21.96,7.51,Magn20,ULAS,10.1038,9.0152,55379.07,NaN,NaN,17.154,0.019,NaN,NaN,16.562,0.023,NaN,NaN,FIELD (99.9%),USCO,0.00,pm+trig-plx,10.1036,9.0149,PS1; Kirk19
WISEP J004701.06+680352.1,Gizi12,ABDor;lowg;young,Gagn14a;Gizi15a;Liu_16,N,N,N,N,NaN,N,11.7517,68.0651,PS1,PSO J011.7550+68.0644,11.7517,68.0651,11.7550,68.0644,55842.23,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,21.16,0.11,3,C,Cham16,19.02,0.03,10,C,Cham16,18.03,0.02,9,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J00470038+6803543,11.751611,68.065102,1999-11-15,15.604,0.068,Cutr03,13.968,0.029,Cutr03,13.053,0.029,Cutr03,000,null,16.799,0.085,Best20b,15.485,0.068,Best20b,14.042,0.029,Best20b,13.008,0.029,Best20b,WISEA J004701.09+680352.2,11.7545587,68.0645097,11.7546443,68.0645214,11.881,0.023,11.261,0.020,10.154,0.057,8.247,NaN,Cutr13,hh00,1,0,NaN,NaN,NaN,NaN,null,82.3,1.8,Liu_16,380.7,1.1,-204.2,1.4,Liu_16,82.33,1.80,Liu_16,380.70,1.10,-204.20,1.40,432.01,1.17,118.21,0.18,Liu_16,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,381.2,1.7,-199.3,1.8,Best18,null,null,INT-G,Gizi15a,lowg,L7 pec,Gizi15a,L7 INT-G,Gizi15a,17,17,17,17,12.15,0.27,17.0,14.26,18.58,2.80,14.16,18.41,3.02,12.40,13.50,2.12,12.41,13.20,1.83,11.20,10.30,1.24,12.15,0.27,11.88,dist_plx_formula,Member of AB Dor moving group (Gizi15a).,2MASS J00470038+6803543,11.7516,68.0651,2003yCat.2246....0C,0.38,0.00,-0.20,0.00,2016ApJ...833...96L,81.49,1.91,2017AJ....154..147D,2MASS J00470038+6803543|WISEA J004701.09+680352.2|WISEP J004701.06+680352.1|WISE J004701.07+680352.1,2012AJ....144...94G,NaN,NaN,null,null,380.36,14.20,-193.18,14.25,Magn20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ABDMG (99.7%); FIELD (0.3%),ABDMG,1.00,pm+trig-plx,11.7576,68.0639,PS1; Liu_16
WISE J004945.61+215120.0,Mace13a,null,null,N,N,N,N,NaN,N,12.4415,21.8556,PS1,PSO J012.4399+21.8554,12.4415,21.8556,12.4400,21.8554,56065.30,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,21.00,0.03,4,C,Cham16,19.36,0.04,8,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J00494608+2151204,12.442033,21.855675,1997-10-06,16.720,0.160,Cutr03,16.510,NaN,Cutr03,15.860,NaN,Cutr03,000,null,17.287,0.168,Best20b,16.437,0.160,Best20b,16.720,0.020,Kirk19,16.796,0.168,Best20b,WISEA J004945.65+215119.6,12.4402250,21.8554683,12.4401912,21.8554813,15.920,0.060,13.030,0.028,11.583,0.191,8.631,NaN,Cutr13,0000,2,1,15.01,0.02,13.04,0.02,Mace13a,139.9,2.5,Kirk19,-483.2,1.4,-46.5,1.4,Kirk19,139.90,2.50,Kirk19,-483.20,1.40,-46.50,1.40,485.43,1.40,264.50,0.17,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-470.6,3.1,-60.9,1.1,Best18,null,null,null,null,N,null,null,T8.5,Mace13a,NaN,28.5,28.5,28.5,7.15,0.13,28.5,17.19,8.05,1.60,17.03,7.61,1.61,17.01,5.89,NaN,17.60,6.92,1.77,13.60,7.70,0.68,7.15,0.13,7.02,dist_plx_formula,null,WISE J004945.61+215120.0,12.4420,21.8557,2003yCat.2246....0C,NaN,NaN,NaN,NaN,null,NaN,NaN,null,2MASS J00494608+2151204|WISE J004945.61+215120.0|EQ J0049+2151,2012ApJ...753..156K,NaN,NaN,null,null,-409.93,40.90,-46.16,35.10,Magn20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),USCO,0.00,pm+trig-plx,12.4385,21.8553,PS1; Kirk19
2MASS J00501994-3322402,Tinn05b,null,null,N,N,N,N,NaN,N,12.5877,-33.3747,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J00501994-3322402,12.583098,-33.377853,1998-11-14,15.928,0.070,Cutr03,15.838,0.185,Cutr03,15.241,0.185,Cutr03,000,null,16.850,0.100,Legg10a,15.650,0.100,Legg10a,16.040,0.100,Legg10a,15.910,0.100,Legg10a,WISEA J005021.05-332228.8,12.5877155,-33.3746855,12.5876834,-33.3746913,15.600,0.038,13.582,0.030,11.835,0.243,8.793,NaN,Cutr13,0000,1,0,14.87,0.02,13.59,0.02,Kirk19,94.6,2.4,Dupu12,1150.5,2.2,939.1,2.1,Dupu12,94.60,2.40,Dupu12,1150.50,2.20,939.10,2.10,1485.11,2.16,50.78,0.08,Dupu12,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T7,Burg06b,NaN,27,27,27,10.57,0.27,27.0,15.63,11.48,2.15,15.39,11.29,2.30,15.71,8.07,2.23,15.90,10.07,2.50,13.12,12.36,1.09,10.57,0.27,10.3,dist_plx_formula,Target for NPARSEC program (Smar13).,2MASS J00501994-3322402,12.5831,-33.3779,2003yCat.2246....0C,1165.50,10.80,957.40,10.80,2016ApJ...817..112S,94.60,2.40,2014ApJ...796...39T,2MASS J00501994-3322402|WISEA J005021.05-332228.8|WISEP J005021.03-332229.2,2005AJ....130.2326T,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),UCL,0.00,pm+trig-plx,12.5957,-33.3693,AllWISE; Dupu12
CFBDS J005910.90-011401.3,Delo08a,null,null,N,N,N,N,NaN,N,14.7963,-1.2336,AllWISE,PSO J014.7947-01.2336,NaN,NaN,14.7947,-1.2337,56568.49,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,18.339,0.030,Dupu12,18.201,0.050,Dupu12,18.630,0.050,Delo08a,null,ULAS J005910.84-011401.4,18.820,0.020,Delo08a,18.060,0.030,Delo08a,18.270,0.050,Delo08a,18.710,0.050,Legg10a,WISEA J005911.10-011401.1,14.7962512,-1.2336390,14.7962267,-1.2336359,16.899,0.118,13.732,0.039,11.630,NaN,8.948,NaN,Cutr13,0000,1,0,15.77,0.03,13.72,0.02,Kirk19,103.2,2.1,Dupu12,884.7,1.1,44,1.3,Dupu12,103.20,2.10,Dupu12,884.70,1.10,44.00,1.30,885.79,1.10,87.15,0.08,Dupu12,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T8.5,Cush11,NaN,28.5,28.5,28.5,9.69,0.2,28.5,17.19,16.97,3.13,17.03,16.07,3.19,17.01,21.09,5.56,17.60,16.69,4.09,13.60,10.65,0.95,9.69,0.2,9.49,dist_plx_formula,Delo08a list an alternate spectral type of Y0.,CFBDS J005910-011401,14.7936,-1.2335,2013yCat.2319....0L,884.70,1.10,44.04,0.05,2012ApJS..201...19D,108.20,5.00,2012ApJ...752...56F,CFBDS J005910-011401|CFBDS J005910.90-011401.3|ULAS J005910.84-011401.4|WISEP J005911.09-011400.6|WISE J005911.08-011400.9,2008MNRAS.391..320B,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,ULAS,14.7952,-1.2337,54042.03,14.7936,-1.2335,18.771,0.064,18.030,0.051,18.856,0.251,18.401,0.260,FIELD (66.2%); CARN (33.8%),CARN,0.34,pm+trig-plx,14.8014,-1.2334,AllWISE; Dupu12
2MASSI J0103320+193536,Kirk00,lowg,Fahe12;Alle13a,N,N,N,N,NaN,Y,15.8837,19.5935,PS1,PSO J015.8849+19.5934,15.8837,19.5935,15.8849,19.5935,56657.83,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,21.31,0.06,10,C,Cham16,19.40,0.04,6,C,Cham16,18.43,0.02,9,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J01033203+1935361,15.883488,19.593384,1997-10-11,16.288,0.080,Cutr03,14.897,0.059,Cutr03,14.149,0.059,Cutr03,000,null,17.449,0.095,Best20b,16.160,0.080,Fahe12,14.940,0.060,Fahe12,14.090,0.060,Fahe12,WISEA J010332.31+193536.3,15.8846343,19.5934432,15.8846515,19.5934817,13.177,0.024,12.705,0.026,12.195,0.386,8.176,NaN,Cutr13,0000,2,0,NaN,NaN,NaN,NaN,null,47,8,Fahe12,297,5,18,3,Best18,46.90,7.60,Fahe12,293.00,4.60,27.70,4.70,294.31,4.60,84.60,0.91,Fahe12,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,296.9,5.2,18.3,3.2,Best18,beta,Fahe12,INT-G,Alle13a,lowg,L6 beta,Fahe12,L6: INT-G,Alle13a,16,16,16,16,21,4,16.0,13.94,41.74,6.34,13.81,NaN,NaN,12.17,NaN,NaN,12.08,NaN,NaN,11.03,21.66,2.61,21,4,17,dist_plx_formula,Bard14 find near-IR spectral type of L5.4. Gagn15c find near-IR spectral type L6 pec beta. Included in the MLT spectral compilation of Test09.,2MASSI J0103320+193536,15.8835,19.5934,2003yCat.2246....0C,305.00,17.00,35.00,14.00,2008MNRAS.384.1399J,46.90,7.60,2012ApJ...752...56F,2MASS J01033203+1935361|2MASSI J0103320+193536|2MASSW J0103320+193536|WISEA J010332.31+193536.3|WISE J010332.29+193536.4,2000AJ....120..447K,NaN,NaN,null,null,291.23,20.33,-6.14,18.69,Magn20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CARN (77.9%); FIELD (17.1%); ARG (4.9%),CARN,0.78,pm+trig-plx,15.8855,19.5936,PS1; Best18
2MASS J01033563-5515561(AB)b,Delo13,Tuc-Hor;young;accr,Delo13;Erik20,Y?,N,N,2MASS J01033563-5515561AB,1.7,N,15.8986,-55.2656,SIMBAD,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,15.699,0.008,13.632,0.001,12.250,0.005,null,NaN,NaN,null,15.400,0.300,Delo13,14.200,0.200,Delo13,13.600,0.200,Delo13,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,21.2,1.4,Ried14,82.5,1.2,-33.3,1.8,Ried14,21.18,1.37,Ried14,82.52,1.18,-33.34,1.83,89.00,1.00,112.00,1.24,Ried14,NaN,NaN,NaN,NaN,NaN,NaN,null,P,15.8992717,-55.2658325,15.8992717,-55.2658325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.82,12612.00,11,4914632365579875200,NaN,NaN,NaN,NaN,null,null,null,null,null,young,null,null,null,null,NaN,NaN,NaN,NaN,47,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47,3,44,dist_plx_formula,null,NAME SCR J0103-5515b,15.8986,-55.2656,2009yCat.1315....0Z,100.30,2.00,-46.90,2.40,2009yCat.1315....0Z,NaN,NaN,null,NAME SCR J0103-5515b|NAME 2MASS J01033563-5515561(AB)b,2013ApJ...776...15C,4.00,2.00,2014ApJ...788...81M,rv_simbad_primary,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (94.2%); THA (5.7%),THA,0.06,pm+trig-plx+rv,15.8994,-55.2658,SIMBAD; Ried14
SDSSp J010752.33+004156.1,Geba02,null,null,N,N,N,N,NaN,Y,16.9680,0.6991,PS1,PSO J016.9702+00.6992,16.9680,0.6991,16.9703,0.6992,55695.95,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,21.21,0.05,4,C,Cham16,19.01,0.01,14,C,Cham16,18.04,0.02,9,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J01075242+0041563,16.968425,0.698999,2000-09-02,15.824,0.058,Cutr03,14.512,0.044,Cutr03,13.709,0.044,Cutr03,000,ULAS J010752.76+004156.9,16.910,0.030,Legg02a,15.750,0.030,Legg02a,14.560,0.030,Legg02a,13.580,0.030,Legg02a,WISEA J010752.84+004157.1,16.9701886,0.6992208,16.9701666,0.6992307,12.717,0.023,12.193,0.025,11.382,0.210,8.770,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,64,5,Vrba04,632,4,82,2.5,Best18,64.13,4.51,Vrba04,627.87,7.00,91.48,3.67,634.50,7.10,81.71,0.32,Vrba04,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,631.7,3.6,82.0,2.5,Best18,null,null,null,null,N,L8,Hawl02,L7 pec,Gagn15c,18,17,18,18,15.6,1.2,18.0,14.51,18.34,2.75,14.41,18.52,3.00,12.62,16.53,2.61,12.71,14.95,2.08,11.36,14.66,1.76,15.6,1.2,14.4,dist_plx_formula,Knap04 find near-IR spectral type L5.5. Geis11 find near-IR spectral tpye L8 pec. Bard14 find near-IR spectral type of L6.6.,2MASS J01075242+0041563,16.9684,0.6990,2003yCat.2246....0C,623.00,10.00,91.00,1.00,2007AJ....133.2258S,64.13,4.51,2012ApJ...752...56F,2MASS J01075242+0041563|2MUCD 20052|SDSS J010752.47+004156.3|SDSS J010752.34+004156.1|SDSS J010752.33+004156.1|ULAS J010752.65+004156.7|WISEA J010752.84+004157.1|WISE J010752.82+004157.3,2002ApJ...564..466G,3.00,141.00,2008ApJS..175..297A,z_simbad,727.14,30.78,51.86,33.30,Magn20,ULAS,16.9699,0.6992,54798.75,NaN,NaN,16.970,0.013,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (98.0%); HYA (1.9%); CARN (0.1%),HYA,0.02,pm+trig-plx+rv,16.9717,0.6995,PS1; Best18
WISEPA J012333.21+414203.9,Kirk11,null,null,N,N,N,N,NaN,N,20.8886,41.7011,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,17.380,0.110,Kirk11,17.200,0.130,Kirk11,18.370,0.370,Kirk11,null,null,18.103,0.054,Best20b,16.990,0.020,Best20a,17.254,0.054,Best20b,17.245,0.055,Best20b,WISEA J012333.25+414203.9,20.8885500,41.7010889,20.8885867,41.7011119,16.842,0.084,14.946,0.066,12.295,NaN,8.961,NaN,Cutr13,0000,1,0,16.12,0.03,14.84,0.02,Kirk19,39.3,2.4,Best20a,601,1.3,88.9,1.3,Best20a,44.00,4.10,Kirk19,601.70,2.60,91.50,1.90,608.62,2.58,81.35,0.18,Kirk19,39.3,2.4,601.0,1.3,88.9,1.3,Best20a,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T7,Kirk11,NaN,27,27,27,25.4,1.6,27.0,15.63,22.40,4.28,15.39,20.93,4.15,15.71,34.08,10.66,15.90,18.62,4.57,13.12,23.16,2.14,25.4,1.6,23.8,dist_plx_formula,2MASS system photometry from 2MASS camera/Bigelow.,WISE J012333.23+414203.8,20.8885,41.7011,2012yCat.2311....0C,885.00,293.00,894.00,280.00,2011ApJS..197...19K,NaN,NaN,null,WISEP J012333.21+414203.9|WISE J012333.23+414203.8|EQ J0123+4142,2011ApJS..197...19K,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),CARN,0.00,pm+trig-plx,20.8932,41.7016,AllWISE; Best20a
