name,ref_discovery,flag,ref_flag,exoplanet,multiple_unresolved_in_this_table,multiple_resolved_in_this_table,has_higher_mass_companion,sep_companion,Best20b_vollim_sample,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,designation_P1_formula,ra_j2000_P1,dec_j2000_P1,ra_epoch_P1,dec_epoch_P1,epoch_mjd_P1,ref_radec_P1,g_P1,gerr_P1,g_nphot_P1,g_src_P1,ref_g_P1,r_P1,rerr_P1,r_nphot_P1,r_src_P1,ref_r_P1,i_P1,ierr_P1,i_nphot_P1,i_src_P1,ref_i_P1,z_P1,zerr_P1,z_nphot_P1,z_src_P1,ref_z_P1,y_P1,yerr_P1,y_nphot_P1,y_src_P1,ref_y_P1,G_BP_DR2,G_BPerr_DR2,G_DR2,Gerr_DR2,G_RP_DR2,G_RPerr_DR2,designation_2mass,ra_epoch_2mass,dec_epoch_2mass,epoch_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,Cflg_2MASS,designation_ukidss,Y_MKO,Yerr_MKO,ref_Y_MKO,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,designation_WISE,ra_j2000_allwise,dec_j2000_allwise,ra_epoch_allwise,dec_epoch_allwise,W1,W1err,W2,W2err,W3,W3err,W4,W4err,ref_WISE,cc_flg_WISE,nb_WISE,neigh_WISE,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,pmra_formula,pmraerr_formula,pmdec_formula,pmdecerr_formula,ref_pm_formula,plx_lit,plxerr_lit,ref_plx_lit,pmra_lit,pmraerr_lit,pmdec_lit,pmdecerr_lit,pm_lit,pmerr_lit,angle_lit,angleerr_lit,ref_pm_lit,plx_UKIRT,plxerr_UKIRT,pmra_UKIRT,pmraerr_UKIRT,pmdec_UKIRT,pmdecerr_UKIRT,ref_plx_UKIRT,GaiaDetect_DR2,ra_j2000_dr2,dec_J2000_dr2,ra_epoch_dr2,dec_epoch_dr2,plx_DR2,plxerr_DR2,pmra_DR2,pmraerr_DR2,pmdec_DR2,pmdecerr_DR2,RUWE_DR2,excessNoise_DR2,excessNoisesig_DR2,nep_DR2,sourceID_DR2,pmra_P1,pmraerr_P1,pmdec_P1,pmdecerr_P1,ref_pm_P1,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,youth,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,sptnumabs_formula,dist_plx_formula,disterr_plx_formula,sptnum_photdist_formula,MJ_2MASS_formula,dist_J_2MASS_formula,disterr_J_2MASS_formula,MJ_MKO_formula,dist_J_MKO_formula,disterr_J_MKO_formula,MKs_2MASS_formula,dist_Ks_2MASS_formula,disterr_Ks_2MASS_formula,MK_MKO_formula,dist_K_MKO_formula,disterr_K_MKO_formula,MW2_formula,dist_W2_formula,disterr_W2_formula,dist_formula,disterr_formula,dist1sig_formula,dist_formula_source,note,name_simbad,ra_j2000_simbad,dec_j2000_simbad,ref_radec_j2000_simbad,pmra_simbad,pmraerr_simbad,pmdec_simbad,pmdecerr_simbad,ref_pm_simbad,plx_simbad,plxerr_simbad,ref_plx_simbad,identifiers_simbad,firstref_simbad,rv_lit,rverr_lit,ref_rv_lit,rv_note_lit,pmra_P1_PV34,pmraerr_P1_PV34,pmdec_P1_PV34,pmdecerr_P1_PV34,ref_pm_P1_PV34,ukidss_survey,ra_ukidss,dec_ukidss,epoch_mjd_ukidss,ra_j2000_ukidss,dec_j2000_ukidss,Y_ukidss,Yerr_ukidss,J_ukidss,Jerr_ukidss,H_ukidss,Herr_ukidss,K_ukidss,Kerr_ukidss,banyan_sigma_results,banyan_sigma_max_hypo_young,banyan_sigma_max_prob_young,banyan_sigma_input_params,ra_today_formula,dec_today_formula,source_radec_today_formula
PSO J318.5338-22.8603,Liu_13b,BPMG;v-red;lowg;young,Liu_13b;Alle16,N,N,N,N,NaN,Y,318.5335,-22.8600,PS1,PSO J318.5339-22.8605,318.5335,-22.8600,318.5340,-22.8605,56032.64,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.76,0.08,7,C,Cham16,19.53,0.05,7,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J21140802-2251358,318.533440,-22.859955,1999-05-06,17.294,0.080,Fahe16,15.624,0.040,Fahe16,14.435,0.040,Fahe16,null,null,18.810,0.100,Liu_13b,17.150,0.040,Liu_13b,15.680,0.020,Liu_13b,14.410,0.020,Liu_13b,WISEA J211408.13-225137.4,318.5339028,-22.8604106,318.5339023,-22.8604084,13.237,0.024,12.503,0.027,11.946,0.413,8.089,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,45.1,1.7,Liu_16,136.3,1,-144.3,1.3,Liu_16,45.14,1.73,Liu_16,136.30,1.00,-144.30,1.30,198.49,1.17,136.63,0.33,Liu_16,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,138.2,2.8,-150.1,2.9,Best18,null,null,VL-G,Liu_13b,lowg,null,null,L7: VL-G,Liu_13b,NaN,17,17,17,22.2,0.8,17.0,14.26,40.45,6.14,14.16,39.63,6.43,12.40,25.51,4.02,12.41,25.17,3.48,11.20,18.25,2.20,22.2,0.8,21.4,dist_plx_formula,Fahe16 find near-IR spectral type L6-L8 gamma.,2MASS J21140802-2251358,318.5334,-22.8600,2003yCat.2246....0C,0.14,0.00,-0.14,0.00,2016ApJ...833...96L,0.05,0.00,2016ApJ...833...96L,2MASS J21140802-2251358|PSO J318.5338-22.8603|WISE J211408.13-225137.3,2013ApJ...777L..20L,NaN,NaN,null,null,116.77,27.60,-147.10,27.60,Magn20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BPMG (99.3%); FIELD (0.7%),BPMG,0.99,pm+trig-plx,318.5344,-22.8608,PS1; Liu_16
2MASS J21321145+1341584,Cruz07,null,null,N+N,Y: Sieg07b,N,N,NaN,N,323.0477,13.6995,PS1,PSO J323.0477+13.6990,323.0477,13.6995,323.0478,13.6990,56132.17,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.97,0.03,13,C,Cham16,19.00,0.02,17,C,Cham16,17.91,0.02,12,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J21321145+1341584,323.047724,13.699559,1998-09-24,15.795,0.062,Cutr03,14.604,0.058,Cutr03,13.839,0.058,Cutr03,000,null,16.927,0.078,Best20b,15.680,0.060,Fahe12,14.650,0.050,Fahe12,13.790,0.060,Fahe12,WISEA J213211.46+134156.8,323.0477566,13.6991186,323.0477590,13.6991250,13.058,0.024,12.656,0.025,11.645,NaN,8.973,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,35.6,0.6,Dupu17,16.5,0.4,-125.8,0.5,Dupu17,35.60,0.60,Dupu17,16.50,0.40,-125.80,0.50,126.88,0.50,172.53,0.18,Dupu17,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,14.7,2.0,-129.3,2.3,Best18,null,null,null,null,N,L6,Cruz07,L5,Burg10a,16,15,16,16,28.1,0.5,14.5,13.36,36.89,5.53,13.17,38.30,6.26,11.78,31.31,4.98,11.56,33.79,4.76,NaN,NaN,NaN,28.1,0.5,27.6,dist_plx_formula,"binary: sep=0.066+/-0.004"" @ 121.94+/-1.30 on 2006 Jun 17 (Sieg07b)",2MASS J21321145+1341584,323.0477,13.6996,2003yCat.2246....0C,16.40,11.60,-141.00,11.20,2012ApJ...752...56F,35.60,0.60,2017ApJS..231...15D,2MASSI J2132114+134158|** SIG  6|2MASS J21321145+1341584|2MUCD 13177|WDS J21322+1342AB|WISEA J213211.46+134156.8|WISE J213211.46+134157.0,2007AJ....133.2320S,NaN,NaN,null,null,16.28,4.46,-126.21,4.44,Magn20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),UCL,0.00,pm+trig-plx,323.0478,13.6988,PS1; Dupu17
2MASS J21324898-1452544,Maro13,null,null,N,N,N,N,NaN,N,323.2041,-14.8818,PS1,PSO J323.2036-14.8823,323.2041,-14.8818,323.2037,-14.8824,56047.98,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,19.73,0.03,11,C,Cham16,17.99,0.01,14,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J21324898-1452544,323.204087,-14.881802,1999-05-31,15.714,0.090,Cutr03,15.382,0.180,Cutr03,15.268,0.180,Cutr03,000,null,NaN,NaN,null,15.540,0.020,Best20a,NaN,NaN,null,NaN,NaN,null,WISEA J213248.90-145256.2,323.2037704,-14.8822822,323.2037700,-14.8822858,14.908,0.034,13.601,0.034,11.988,NaN,8.824,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,37,4,Best20a,-120,4,-166,4,Best20a,31.53,12.63,Smar18,-100.62,5.43,-145.93,7.32,177.26,6.77,214.59,1.98,Smar18,37.0,4.1,-119.8,4.0,-165.9,4.3,Best20a,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-112.9,8.6,-163.5,5.9,Best18,null,null,null,null,N,null,null,T4,Maro13,NaN,24,24,24,27,2.9,24.0,14.67,16.19,2.77,14.30,17.71,2.70,14.10,17.11,3.31,NaN,NaN,NaN,12.40,17.39,1.78,27,2.9,24.1,dist_plx_formula,Target for PARSEC program (Maro13).,2MASS J21324898-1452544,323.2041,-14.8818,2003yCat.2246....0C,NaN,NaN,NaN,NaN,null,NaN,NaN,null,2MASS J21324898-1452544|SIMP J2132489-145254|WISE J213248.89-145256.1|EQ J2132-1452,2011AJ....141...54A,NaN,NaN,null,null,-118.68,13.41,-167.99,9.98,Magn20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),UCL,0.00,pm+trig-plx,323.2034,-14.8828,PS1; Best20a
WISEPA J213456.73-713743.6,Kirk11,null,null,N,N,N,N,NaN,N,323.7366,-71.6291,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,19.800,0.100,Kirk11,19.700,0.150,Kirk11,NaN,NaN,null,WISEA J213456.79-713744.7,323.7366449,-71.6290849,323.7366786,-71.6290852,17.605,0.146,13.962,0.036,12.389,0.396,8.676,NaN,Cutr13,0000,1,0,16.17,0.03,13.96,0.02,Kirk11,110,4,Tinn14; Kirk19,1363,6,-223,5,Tinn14,109.70,3.70,Tinn14; Kirk19,1363.24,6.17,-223.24,4.86,1381.40,6.20,99.30,0.20,Tinn14,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T9 pec,Kirk11,NaN,29,29,29,9.1,0.3,29.0,NaN,NaN,NaN,17.78,25.35,5.15,NaN,NaN,NaN,NaN,NaN,NaN,13.78,10.90,0.97,9.1,0.3,8.8,dist_plx_formula,MKO photometry from Magellan/PANIC.,WISEP J213456.73-713743.6,323.7364,-71.6291,2012yCat.2311....0C,1337.00,367.00,-112.00,363.00,2011ApJS..197...19K,109.10,3.70,2014ApJ...796...39T,WISEA J213456.79-713744.7|WISEP J213456.73-713743.6|WISE J213456.73-713744.5|EQ J2134-7137,2011ApJS..197...19K,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),USCO,0.00,pm+trig-plx,323.7617,-71.6304,AllWISE; Tinn14
2MASS J21392676+0220226,Reid08b; Burg06a,specblend?,Burg10a,N,N,N,N,NaN,Y,324.8629,2.3400,AllWISE,PSO J324.8628+02.3399,NaN,NaN,324.8628,2.3400,55227.71,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,18.90,0.00,2,C,Cham16,17.56,0.07,2,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J21392676+0220226,324.861539,2.339638,2000-07-16,15.264,0.049,Cutr03,14.165,0.045,Cutr03,13.582,0.045,Cutr03,000,null,16.233,0.070,Best20b,15.099,0.049,Best20b,14.268,0.045,Best20b,13.600,0.045,Best20b,WISEA J213927.09+022023.9,324.8628809,2.3399817,324.8628804,2.3399853,12.757,0.023,11.998,0.023,10.496,0.084,8.723,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,101.5,2,Smar13,490.6,1.6,126.6,2.7,Best18,101.50,2.00,Smar13,485.90,2.00,124.80,2.70,501.67,2.05,75.60,0.30,Smar13,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,490.6,1.6,126.6,2.7,Best18,null,null,null,null,N,T2,Pine16,T1.5,Burg06b,22,21.5,21.5,21.5,9.85,0.19,21.5,14.74,12.72,2.13,14.49,13.26,2.04,13.36,11.08,1.95,13.50,10.49,1.04,11.94,10.29,1.05,9.85,0.19,9.66,dist_plx_formula,Target for NPARSEC program (Smar13).,CFBDS J213926+022023,324.8615,2.3396,2003yCat.2246....0C,485.90,2.00,124.80,2.70,2013MNRAS.433.2054S,101.50,2.00,2013MNRAS.433.2054S,2MASS J21392676+0220226|CFBDS J213926+022023|2MUCD 20912|WISEA J213927.09+022023.9|WISEP J213927.09+022023.7|WISE J213927.09+022024.1,2006ApJ...637.1067B,-23.30,1.10,2013AJ....145...71K,rv_simbad,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CARN (83.5%); FIELD (16.5%),CARN,0.83,pm+trig-plx+rv,324.8657,2.3407,AllWISE; Best18
WISE J214706.78-102924.0,Mace13a,null,null,N,N,N,N,NaN,Y,326.7783,-10.4899,AllWISE,PSO J326.7783-10.4901,NaN,NaN,326.7784,-10.4901,56333.40,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,22.16,0.13,9,W,Cham16,20.22,0.06,11,W,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,17.660,0.220,Mace13a,17.810,0.360,Mace13a,17.120,NaN,Mace13a,null,null,NaN,NaN,null,17.370,0.020,Best20a,17.730,0.090,Kirk19,NaN,NaN,null,WISEA J214706.79-102923.7,326.7783248,-10.4899433,326.7783361,-10.4899295,17.813,0.258,15.007,0.095,12.143,NaN,8.421,NaN,Cutr13,0000,1,0,16.55,0.04,14.96,0.02,Mace13a,44,4,Best20a,89,1.5,-135,2,Kirk19,42.80,4.00,Kirk19,89.00,1.50,-135.00,2.00,161.70,1.87,146.60,0.59,Kirk19,44.4,3.8,96.7,2.3,-147.1,2.1,Best20a,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T7.5,Mace13a,NaN,27.5,27.5,27.5,22.7,2.1,27.5,16.04,21.07,4.43,15.84,20.27,4.02,16.10,16.03,NaN,NaN,NaN,NaN,13.27,22.25,2.18,22.7,2.1,20.6,dist_plx_formula,null,WISE J214706.78-102924.0,326.7783,-10.4900,2013ApJS..205....6M,NaN,NaN,NaN,NaN,null,NaN,NaN,null,WISE J214706.78-102924.0|EQ J2147-1029,2013ApJS..205....6M,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (96.6%); BPMG (3.4%),BPMG,0.03,pm+trig-plx,326.7788,-10.4907,AllWISE; Kirk19
CFBDSIR J214947.2-040308.9,Delo12b,null,null,N,N,N,N,NaN,N,327.4467,-4.0525,SIMBAD,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,20.830,0.090,Delo12b,19.480,0.040,Delo12b,19.880,0.060,Delo17,19.340,0.050,Delo17,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,18.59,0.07,17.07,0.03,Delo17,18.3,1.8,Delo17,138.3,1.2,-93.6,1.5,Delo17,18.30,1.80,Delo17,138.30,1.20,-93.60,1.50,167.00,1.30,124.09,0.48,Delo17,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T7,Delo12b,NaN,27,27,27,55,5,27.0,NaN,NaN,NaN,15.39,65.90,13.10,NaN,NaN,NaN,15.90,48.85,11.97,NaN,NaN,NaN,55,5,50,dist_plx_formula,null,CFBDS J214947-040308,327.4467,-4.0525,2012A&A...548A..26D,NaN,NaN,NaN,NaN,null,NaN,NaN,null,CFBDS J214947-040308|NAME CFBDSIR J214947.2-040308.9|NAME CFBDSIR J2149-0403,2012A&A...548A..26D,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),BPMG,0.00,pm+trig-plx,327.4475,-4.0530,SIMBAD; Delo17
2MASS J21513839-4853542,Elli05,null,null,N,N,N,N,NaN,N,327.9119,-48.8991,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J21513839-4853542,327.909971,-48.898403,1999-09-19,15.730,0.075,Cutr03,15.168,0.184,Cutr03,15.431,0.184,Cutr03,000,null,16.943,0.086,Best20b,15.710,0.070,Fahe12,15.100,0.100,Fahe12,15.420,0.180,Fahe12,WISEA J215138.86-485356.6,327.9119403,-48.8990735,327.9119411,-48.8990768,14.927,0.032,13.724,0.034,12.230,0.426,8.897,NaN,Cutr13,dd00,1,0,NaN,NaN,NaN,NaN,null,60,4,Smar13,415,4,-202,5,Smar13,60.00,3.80,Smar13,414.70,3.50,-201.70,4.50,461.15,3.71,115.94,0.54,Smar13,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T4,Burg06b,NaN,24,24,24,16.7,1.1,24.0,14.67,16.31,2.76,14.30,19.15,2.97,14.10,18.45,3.59,14.12,18.22,2.32,12.40,18.41,1.89,16.7,1.1,15.6,dist_plx_formula,Target for NPARSEC program (Smar13).,2MASS J21513839-4853542,327.9100,-48.8984,2003yCat.2246....0C,414.70,3.50,-201.70,4.50,2013MNRAS.433.2054S,60.00,3.80,2013MNRAS.433.2054S,2MASS J21513839-4853542|WISEA J215138.86-485356.6|WISEP J215138.86-485356.2|WISE J215138.85-485356.4,2005AJ....130.2347E,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.3%); ARG (0.7%),ARG,0.01,pm+trig-plx,327.9156,-48.9002,AllWISE; Smar13
2MASS J21542494-1023022,Loop07a,null,null,N,N,N,N,NaN,N,328.6038,-10.3841,PS1,PSO J328.6048-10.3838,328.6038,-10.3841,328.6049,-10.3838,56075.16,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.51,0.09,7,C,Cham16,18.80,0.04,6,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J21542494-1023022,328.603928,-10.383950,1998-10-05,16.425,0.116,Cutr03,16.454,NaN,Cutr03,17.045,NaN,Cutr03,000,null,17.405,0.126,Best20b,16.237,0.116,Best20b,16.211,0.126,Best20b,16.144,0.127,Best20b,WISEA J215425.13-102301.6,328.6047237,-10.3837801,328.6047078,-10.3837770,15.635,0.048,14.438,0.066,11.767,NaN,9.061,NaN,Cutr13,d000,1,0,NaN,NaN,NaN,NaN,null,37,4,Smar13,258,3,63,5,Smar13,37.20,3.50,Smar13,258.00,3.10,63.30,5.30,265.65,3.26,76.21,1.12,Smar13,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,238.0,4.7,34.2,4.6,Best18,null,null,null,null,N,null,null,T4.5,Loop07a,NaN,24.5,24.5,24.5,27,2.9,24.5,14.70,22.11,4.24,14.33,24.03,4.93,14.30,35.40,NaN,14.30,23.32,5.85,12.50,24.37,2.26,27,2.9,24.1,dist_plx_formula,Target for NPARSEC program (Smar13).,2MASS J21542494-1023022,328.6039,-10.3840,2003yCat.2246....0C,258.00,3.10,63.30,5.30,2013MNRAS.433.2054S,37.20,3.50,2013MNRAS.433.2054S,2MASS J21542494-1023022|WISE J215425.14-102301.5,2007AJ....134.1162L,NaN,NaN,null,null,294.77,58.31,72.90,58.22,Magn20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),ARG,0.00,pm+trig-plx,328.6054,-10.3837,PS1; Smar13
SIMP J21543454-1055308,Gagn14c,Argus?;lowg;young?,Gagn14c;Fahe16,N,N,N,N,NaN,N,328.6440,-10.9253,PS1,PSO J328.6446-10.9252,328.6440,-10.9253,328.6446,-10.9252,56183.82,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,21.44,0.06,17,C,Cham16,19.87,0.04,10,C,Cham16,18.80,0.02,15,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J21543454-1055308,328.643928,-10.925234,1998-10-05,16.440,0.121,Cutr03,15.069,0.069,Cutr03,14.199,0.069,Cutr03,000,null,17.735,0.131,Best20b,16.344,0.121,Best20b,15.140,0.069,Best20b,14.159,0.069,Best20b,WISEA J215434.68-105530.8,328.6445239,-10.9252402,328.6445264,-10.9252447,13.358,0.025,12.912,0.031,12.541,0.530,9.049,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,32.6,1,Liu_16,166.8,1.7,2.2,2.2,Liu_16,32.62,1.01,Liu_16,166.80,1.70,2.20,2.20,166.81,1.70,89.24,0.76,Liu_16,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,174.2,4.1,1.8,4.1,Best18,beta,Fahe16,INT-G,Gagn14c,lowg,L4 beta,Fahe16,L4 INT-G,Gagn14c,14,14,14,14,30.7,0.9,14.0,13.15,45.55,7.18,12.95,47.78,8.15,11.64,32.46,5.19,11.39,35.85,5.08,10.66,28.15,3.39,30.7,0.9,29.8,dist_plx_formula,Gagn15c find near-IR spectral type L5 beta/gamma and L3.7 INT-G. Fahe16 find near-IR spectral type L5.5 INT-G.,2MASS J21543454-1055308,328.6439,-10.9252,2003yCat.2246....0C,0.17,0.00,0.00,0.00,2016ApJ...833...96L,0.03,0.00,2016ApJ...833...96L,2MASS J21543454-1055308|SIMP J215434.5-105530.8|WISEA J215434.68-105530.8|WISE J215434.68-105530.7,2014ApJ...792L..17G,NaN,NaN,null,null,176.91,12.74,15.56,11.75,Magn20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CARN (80.6%); FIELD (16.1%); ARG (3.2%),CARN,0.81,pm+trig-plx,328.6450,-10.9253,PS1; Liu_16
WISEPC J215751.38+265931.4,Kirk11,null,null,N,N,N,N,NaN,Y,329.4640,26.9920,AllWISE,PSO J329.4639+26.9919,NaN,NaN,329.4640,26.9920,56174.15,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,19.74,0.11,3,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,17.310,0.030,Kirk11,17.450,0.040,Kirk11,NaN,NaN,Kirk11,null,null,18.003,0.054,Best20b,17.040,0.020,Best20a,17.492,0.040,Best20b,17.353,0.056,Best20b,WISEA J215751.35+265931.2,329.4639724,26.9920221,329.4639774,26.9920236,16.990,0.107,14.493,0.048,11.968,NaN,8.441,NaN,Cutr13,0000,1,0,16.01,0.03,14.44,0.02,Kirk11,59.7,2.2,Kirk19,69.6,1.1,-92.2,1.1,Kirk19,59.70,2.20,Kirk19,69.60,1.10,-92.20,1.10,115.52,1.10,142.95,0.55,Kirk19,62.8,2.2,65.8,1.3,-100.5,1.6,Best20a,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T7,Kirk11,NaN,27,27,27,16.8,0.6,27.0,15.63,21.69,4.01,15.39,21.42,4.25,NaN,NaN,NaN,15.90,19.57,4.80,13.12,18.80,1.70,16.8,0.6,16.2,dist_plx_formula,null,WISE J215751.35+265931.4,329.4640,26.9921,2012yCat.2311....0C,-452.00,502.00,-363.00,448.00,2011ApJS..197...19K,NaN,NaN,null,WISEP J215751.38+265931.4|WISE J215751.35+265931.4|EQ J2157+2659,2011ApJS..197...19K,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),UCL,0.00,pm+trig-plx,329.4644,26.9915,AllWISE; Kirk19
