source,reason
SDSS_J152447.61+520818.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152451.06+344952.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152509.12+385108.2,No unique match
SDSS_J152525.94+354233.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152529.24+601516.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152530.46+521158.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152538.24+351948.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152539.90+292904.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152556.23+411803.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152600.66+575723.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152606.69+390851.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152608.05+411631.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152609.30+402318.5,No unique match
SDSS_J152625.45+415342.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152635.34+412615.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152702.65+380217.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152702.75+434517.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152728.58+335841.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152731.78+411223.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152737.53+361534.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152742.96+413944.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152820.52+401718.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152824.95+343537.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152831.01+380305.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152834.49+592425.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152842.96+342321.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152926.74+374231.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152952.06+410712.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152957.65+355459.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153018.41+512048.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153021.45+455134.2,No unique match
SDSS_J153024.88+401331.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153026.75+491306.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153037.98-014948.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153043.72+530819.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153049.54+551602.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153051.08+344140.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153059.20+403256.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153100.92+401238.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153109.66+402354.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153110.04+375256.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153112.21+323026.9,No unique match
SDSS_J153132.14+352840.2,No unique match
SDSS_J153135.91+382736.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153136.45+400832.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153140.83+515222.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153200.68+343226.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153231.38+393613.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153242.24+400315.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153243.37+403655.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153250.26+413207.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153300.78+360603.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153305.06+363926.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153326.16+435243.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153327.91+375359.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153339.21+413231.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153346.04+411647.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153349.97+344415.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153406.59-005800.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153422.84+311444.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153424.19+405737.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153438.11+304910.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153439.26+400852.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153443.68+353157.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153456.76+305903.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153523.52+312312.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153525.55+360349.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153535.63+345815.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153543.18+360154.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153603.70+304813.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153604.57+314317.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153605.09+370140.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153606.28+403637.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153624.80+412542.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153629.77+303851.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153659.90+585346.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153703.05+402640.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153705.75+392906.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153722.31+363544.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153726.81+331317.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153732.92+385529.8,No unique match
SDSS_J153737.62+492849.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153745.48+372623.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153752.42+285517.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153754.63+350153.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153755.58+330126.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153800.19+334305.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153807.68+522855.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153818.00+320607.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153818.86+310408.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153819.00+392226.6,No unique match
SDSS_J153825.49+322844.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153838.68+325616.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153838.88+395521.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153853.37+293827.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153856.00+431458.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153856.22+325745.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153902.79+310507.7,No unique match
SDSS_J153912.13+295509.5,No unique match
SDSS_J153919.89+352200.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153924.93+305100.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J153950.80+393455.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154049.26-002241.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154052.02+291532.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154106.67+324902.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154125.18+351335.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154126.16+391830.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154133.37+303105.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154138.34+384603.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154139.60+314350.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154143.48+390923.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154143.96+401542.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154148.75+311426.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154149.99+335654.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154213.78+314935.7,No unique match
SDSS_J154225.74+312832.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154226.47+394144.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154231.50+315351.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154232.22+340041.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154234.28+323115.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154241.94+352003.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154248.52+382956.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154256.58+322705.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154301.59+370531.2,No unique match
SDSS_J154309.85+370019.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154313.58+303332.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154317.11+325953.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154328.16+331849.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154344.65+314252.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154345.70+035553.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154350.05+395241.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154351.92+301628.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154404.93+305532.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154413.66+295622.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154419.37+385149.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154420.44-002326.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154435.92+402800.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154451.81+295426.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154452.32+315826.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154452.43+343659.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154454.19+322123.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154459.22+402732.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154504.87+390630.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154520.67+335607.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154526.39+321020.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154536.83+461044.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154547.93+390601.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154600.94+325611.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154602.76+311639.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154603.69+383114.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154607.67+334726.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154621.35+333851.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154625.76+451948.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154626.01+315517.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154644.08+403207.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154652.93+313611.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154655.99+005226.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154706.93+330549.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154711.29+321219.4,No unique match
SDSS_J154714.26+511323.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154717.49+324801.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154753.89+331628.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154754.71+524857.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154759.53+361918.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154808.69+354415.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154809.30+325419.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154828.74+321035.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154830.25+513032.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154834.01+390036.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154834.14+092820.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154838.28+400149.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154841.05+080316.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154841.51+314630.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154843.19+331649.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154844.46+450834.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154850.36+435843.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154901.51+323430.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154902.45+374608.0,No unique match
SDSS_J154905.80+325402.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J154910.98+023722.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
