name,ra_j2000_formula,dec_j2000_formula,identifiers_simbad
WISE J213512.63+731236.8,323.7998,73.2098,2MASS J21351193+7312351|TIC 418303545|WISEA J213512.67+731236.9|WISE J213512.63+731236.8|Gaia DR2 2273817675766257920|Gaia DR3 2273817675766257792
DENIS J220002.0-303832B,330.0085,-30.6423,** BUG    6B|WDS J22000-3039B|Gaia DR2 6616442994033876352|Gaia DR3 6616442994033876352
HD 206893B,326.3413,-12.7834,HD 206893b
HD 206893c,326.3413,-12.7834,HD 206893c
GJ 3629 B,162.8357,36.1237,UCAC4 631-047567|** BWL   26|GJ  3629|GJ  3629 A|GJ  3629 B|HAT 182-00650|Karmn J10513+361|LP  263-35|LSPM J1051+3607|2MASS J10512059+3607255|NLTT 25508|PM J10513+3607|RX J1051.3+3607|1RXS J105121.3+360728|TIC 8279983|USNO-B1.0 1261-00186641|WDS J10513+3607B|WDS J10513+3607AB|[GKL99] 225|[RHG95]  1688|[ZEH2003] RX J1051.3+3607  2|Gaia DR3 774690093062727040|Gaia DR2 774690093062727040
2MASS J15594729+4403595 B,239.9450,44.0670,2MASS J15594680+4404009|** JNN  106B|PM J15597+4403B|SDSS J155946.77+440401.3|SDSS J155946.77+440401.2|TIC 417545884|WDS J15598+4404B|Gaia DR3 1384769478538401280|Gaia DR2 1384769478538401280
2MASS J00150673+3006004,3.7781,30.1001,2MASS J00150673+3006004|TIC 365962879
ULAS J002136.01+155227.3,5.4000,15.8749,ULAS J002136.01+155227.3|WISEA J002135.99+155227.1|WISE J002135.97+155227.1
LSPM J0055+5948B,13.9960,59.7958,WISEU J005559.88+594745.0
2MASS J01165802+4333081,19.2418,43.5523,2MASS J01165802+4333081|TIC 196840571
2MASS J01183399+1810542,19.6416,18.1817,2MASS J01183399+1810542|TIC 456840673
2MASS J01394906+3427226,24.9545,34.4563,2MASS J01394906+3427226|TIC 61473443
2MASS J01414428+2227409,25.4346,22.4614,2MASS J01414428+2227409|TIC 113709547
WISEA J015812.03+323157.9,29.5488,32.5336,2MASS J01581172+3232013|TIC 283988840|WISEA J015812.03+323157.9
WISEA J020229.29+230513.9,30.6215,23.0871,2MASS J02022917+2305141|SDSS J020229.24+230513.9|TIC 306217236|WISEA J020229.29+230513.9|WISE J020229.28+230513.9
WISEA J022721.93+235654.3,36.8403,23.9488,2MASS J02272166+2356559|TIC 118339891|WISEA J022721.93+235654.3
CWISE J031042.59+204629.3,47.6767,20.7749,2MASS J03104240+2046298|CWISE J031042.59+204629.3|WISE J031042.53+204629.5
WISEA J032838.73+015517.7,52.1609,1.9222,WISEA J032838.73+015517.7
2MASS J03302948+3910242,52.6229,39.1736,2MASS J03302948+3910242|TIC 433503886
CWISE J033817.87+171744.1,54.5738,17.2958,CWISE J033817.87+171744.1
WISEA J034409.71+013641.5,56.0405,1.6123,WISEA J034409.71+013641.5
SDSS J034652.97+092527.4,56.7207,9.4243,2MASS J03465296+0925273|SDSS J034652.97+092527.4|TIC 468887640|Gaia DR2 3302619087989555456|Gaia DR3 3302619092287266688
2MASS J03492367+0635078,57.3486,6.5855,2MASS J03492367+0635078
2MASS J03530419+0418193,58.2674,4.3054,2MASS J03530419+0418193|CWISE J035304.34+041820.0|TIC 362042811
PSO J058.9869+45.4296,58.9868,45.4306,PSO J058.9869+45.4296|NAME COCONUTS-1B|WISEA J035556.91+452546.9|WISE J035556.90+452547.1
WISEA J041232.77+104408.3,63.1362,10.7355,2MASS J04123269+1044078|CWISE J041232.79+104408.0|TIC 283706347|UGCS J041232.70+104408.1|WISEA J041232.77+104408.3|WISE J041232.76+104408.3
2MASS J04183483+2131275,64.6452,21.5242,2MASS J04183483+2131275|CWISE J041835.00+213126.6|SDSS J041834.87+213127.3|TIC 17195189
CWISE J041953.55+203628.0,64.9727,20.6082,CWISE J041953.55+203628.0|WISE J041953.49+203628.3
WISEA J042231.34+081012.7,65.6308,8.1704,2MASS J04223142+0810138|SDSS J042231.37+081013.1|TIC 372866714|UGCS J042231.38+081013.1|WISEA J042231.34+081012.7|WISE J042231.34+081012.9
2MASS J04234652+0843211,65.9438,8.7225,2MASS J04234652+0843211|TIC 372917517
2MASS J04241856+0637448,66.0774,6.6293,2MASS J04241856+0637448|CWISE J042418.72+063745.5|TIC 372921033|WISEA J042418.67+063745.4|WISE J042418.67+063745.5
CWISE J042731.38+074344.9,66.8803,7.7294,2MASS J04273126+0743453|CWISE J042731.38+074344.9|WISE J042731.36+074344.9
CWISE J043018.70+105857.1,67.5775,10.9824,CWISE J043018.70+105857.1|WISE J043018.66+105857.3
WISEA J043642.75+190134.8,69.1779,19.0264,2MASS J04364267+1901351|CWISE J043642.79+190134.6|SDSS J043642.72+190134.8|SDSS J043642.73+190134.8|TIC 118591440|UGCS J043642.72+190135.1|WISEA J043642.75+190134.8|WISE J043642.75+190134.8
2MASS J04380349+0700551,69.5146,7.0153,2MASS J04380349+0700551|CWISE J043803.58+070055.2|TIC 345536991|WISEA J043803.56+070055.2|WISE J043803.55+070055.3
CWISE J043941.41+202514.8,69.9221,20.4209,CWISE J043941.41+202514.8|WISE J043941.48+202514.2
WISEA J044105.56+213001.5,70.2729,21.5005,2MASS J04410548+2130019|CWISE J044105.60+213001.3|SDSS J044105.54+213001.5|SDSS J044105.55+213001.3|TIC 118769549|UGPS J044105.54+213001.7|WISEA J044105.56+213001.5|WISE J044105.56+213001.6
CWISE J045821.05+053244.5,74.5875,5.5457,CWISE J045821.05+053244.5|WISE J045821.03+053244.5
CWISE J050626.96+073842.4,76.6122,7.6456,CWISE J050626.96+073842.4
CWISE J053204.60+111955.1,83.0189,11.3321,2MASS J05320453+1119556|CWISE J053204.60+111955.1|WISE J053204.57+111955.3
WISEA J053424.45+165255.0,83.6021,16.8822,2MASS J05342451+1652559|TIC 52298280|WISEA J053424.45+165255.0|Gaia DR2 3397015189186833408|Gaia DR3 3397015189186833408
WISEA J062858.69+345249.2,97.2445,34.8812,2MASS J06285868+3452527|TIC 171924043|WISEA J062858.69+345249.2
WISEA J063552.52+514820.4,98.9695,51.8063,2MASS J06355267+5148231|TIC 159461499|WISEA J063552.52+514820.4
2MASS J07244848+2506143,111.2020,25.1039,2MASS J07244848+2506143|TIC 26771474
SDSS J073050.99+461459.5,112.7124,46.2499,SDSS J073050.99+461459.5
SDSS J073402.85+313450.7,113.5119,31.5807,2MASS J07340284+3134509|SDSS J073402.85+313450.7|TIC 239183594|Gaia DR2 891920400773117056|Gaia DR3 891920400773117056
SDSS J073745.38+462044.8,114.4391,46.3457,SDSS J073745.38+462044.8
SDSS J074313.34+151020.8,115.8057,15.1726,SDSS J074313.34+151020.8|Gaia DR3 3165519475588874112
SDSS J074912.70+200559.0,117.3029,20.0997,SDSS J074912.70+200559.0|ULAS J074912.67+200558.8
SDSS J074913.84+314340.0,117.3077,31.7279,SDSS J074913.84+314340.0|Gaia DR2 880861787700559232|Gaia DR3 880861787700559232
SDSS J075128.09+345323.4,117.8670,34.8899,SDSS J075128.09+345323.4|Gaia DR2 882648386720603520|Gaia DR3 882648386720603520
SDSS J075215.94+454746.2,118.0665,45.7962,SDSS J075215.94+454746.2
SDSS J075236.47+170725.1,118.1520,17.1237,SDSS J075236.47+170725.1
SDSS J075246.31+382429.0,118.1930,38.4081,SDSS J075246.31+382429.0|Gaia DR2 919289272414517248|Gaia DR3 919289272414517248
SDSS J075414.03+431534.1,118.5585,43.2595,2MASS J07541401+4315342|SDSS J075414.04+431534.1|SDSS J075414.03+431534.1|TIC 29118839
2MASS J07552723+1138485,118.8634,11.6469,2MASS J07552723+1138485|TIC 468956725
SDSS J075725.19+484427.4,119.3550,48.7411,SDSS J075725.19+484427.4
SDSS J080004.17+462732.6,120.0174,46.4591,SDSS J080004.17+462732.6
SDSS J080429.15+402759.7,121.1215,40.4666,2MASS J08042916+4027596|SDSS J080429.14+402759.6|SDSS J080429.15+402759.7|SDSS J080429.14+402759.7|TIC 17897883|Gaia DR2 921417342809856768|Gaia DR3 921417342809856768
SDSS J081132.87+485532.9,122.8870,48.9258,SDSS J081132.87+485532.9
SDSS J081439.92+562857.2,123.6663,56.4826,SDSS J081439.92+562857.2
SDSS J081554.27+484018.9,123.9762,48.6719,SDSS J081554.27+484018.9
SDSS J081740.85+363019.4,124.4201,36.5054,SDSS J081740.85+363019.4
SDSS J081828.75+430639.8,124.6201,43.1111,SDSS J081828.75+430639.8
SDSS J081948.63+442538.7,124.9526,44.4274,SDSS J081948.63+442538.7
SDSS J082213.75+510120.2,125.5574,51.0223,2MASS J08221377+5101201|SDSS J082213.75+510120.2|TIC 309708521
SDSS J082239.18+511222.7,125.6634,51.2063,SDSS J082239.18+511222.7
SDSS J082401.74+461320.4,126.0073,46.2222,SDSS J082401.74+461320.4
SDSS J082422.21+105858.2,126.0927,10.9828,2MASS J08242224+1058580|EPIC 211359653|SDSS J082422.21+105858.2|WISE J082422.18+105858.3|Gaia DR3 601016592165792768
SDSS J082502.70+172249.6,126.2613,17.3806,2MASS J08250271+1722501|EPIC 211804516|SDSS J082502.70+172249.6|WISE J082502.69+172249.1
SDSS J082509.64+122434.3,126.2901,12.4095,SDSS J082509.64+122434.3|Gaia DR3 650841240749435392
2MASS J08270185+4129191,126.7578,41.4886,2MASS J08270185+4129191|SDSS J082701.87+412919.2|TIC 307793428|Gaia DR3 914774707736160256
SDSS J082911.91+471355.7,127.2995,47.2322,SDSS J082911.91+471355.7
SDSS J083240.53+335713.1,128.1689,33.9537,SDSS J083240.53+335713.1
SDSS J083629.70+100651.8,129.1238,10.1145,SDSS J083629.70+100651.8|EPIC 211313046|Gaia DR3 601311089483635072
SDSS J084135.31+455442.0,130.3975,45.9117,SDSS J084135.31+455442.0
SDSS J084201.68+440725.8,130.5070,44.1239,SDSS J084201.68+440725.8
SDSS J084457.38+120825.4,131.2391,12.1405,SDSS J084457.38+120825.4|EPIC 211432983|Gaia DR2 602033399901490560|Gaia DR3 602033399901490560
SDSS J084519.34+542031.7,131.3307,54.3421,2MASS J08451936+5420319|SDSS J084519.34+542031.7|TIC 14431889|Gaia DR2 1030010608726299648|Gaia DR3 1030010608726299648
SDSS J084951.89+555903.4,132.4661,55.9843,SDSS J084951.89+555903.4|Gaia DR3 1030965156618388480
SDSS J085637.49+374614.1,134.1563,37.7706,2MASS J08563750+3746141|SDSS J085637.50+374614.1|SDSS J085637.49+374614.1|SDSS J085637.50+374614.2|TIC 188504087|Gaia DR2 718743569892698624|Gaia DR3 718743569892698624
SDSS J090031.75+190714.5,135.1322,19.1207,SDSS J090031.75+190714.5
SDSS J090051.84+520512.1,135.2160,52.0867,SDSS J090051.84+520512.1|Gaia DR2 1017310351779243392|Gaia DR3 1017310351779243392
2MASS J09053247+1339138,136.3852,13.6538,2MASS J09053247+1339138|TIC 330657869
SDSS J090757.81+143642.9,136.9910,14.6118,2MASS J09075781+1436424|EPIC 211605339|SDSS J090757.81+143642.9|TIC 257216140|Gaia DR2 607111872312195584|Gaia DR3 607111872312195584
2MASS J09083688+5526401,137.1536,55.4445,2MASS J09083688+5526401|TIC 285007541|Gaia DR3 1023981535501579776
SDSS J090847.02+523230.7,137.1960,52.5419,SDSS J090847.02+523230.7|Gaia DR2 1022670505323353856|Gaia DR3 1022670505323353856
SDSS J091136.57+143244.4,137.9024,14.5458,SDSS J091136.57+143244.4|Gaia DR2 606673098451745920|Gaia DR3 606673098451745920
SDSS J091215.18+453447.7,138.0632,45.5799,SDSS J091215.18+453447.7
SDSS J091655.37+465349.6,139.2307,46.8971,SDSS J091655.37+465349.6
SDSS J091816.02+481300.4,139.5667,48.2168,2MASS J09181601+4813004|SDSS J091816.02+481300.4|TIC 251086243|Gaia DR3 1011954291336626688
SDSS J091934.26+493957.2,139.8928,49.6659,SDSS J091934.26+493957.2
SDSS J091956.15+393419.1,139.9841,39.5720,2MASS J09195617+3934192|SDSS J091956.15+393419.1|SDSS J091956.16+393419.2|TIC 371489854
SDSS J092308.93+182553.9,140.7872,18.4319,SDSS J092308.93+182553.9|EPIC 251318965
SDSS J092441.88+122301.3,141.1744,12.3837,SDSS J092441.88+122301.3|Gaia DR3 593197763114766592
SDSS J092610.28+434322.9,141.5429,43.7231,SDSS J092610.28+434322.9|Gaia DR3 817657766232473984
2MASS J09325053+1836485,143.2105,18.6138,2MASS J09325053+1836485|TIC 286729836
SDSS J093756.58+203353.7,144.4857,20.5649,2MASS J09375656+2033539|SDSS J093756.58+203353.7|TIC 91987014|Gaia DR2 634622649671916160|Gaia DR3 634622649671916160
SDSS J093907.38+462952.4,144.7808,46.4979,SDSS J093907.38+462952.4
SDSS J094037.30+354218.0,145.1555,35.7049,2MASS J09403732+3542177|SDSS J094037.30+354218.0|SDSS J094037.30+354218.1|TIC 407582359|Gaia DR2 797931977872650240|Gaia DR3 797931977872650240
SDSS J094157.53+533442.3,145.4897,53.5784,2MASS J09415754+5334424|SDSS J094157.53+533442.3|TIC 357156154|Gaia DR2 1020578551306540288|Gaia DR3 1020578551306540288
SDSS J094522.05+474558.0,146.3418,47.7661,SDSS J094522.05+474558.0
2MASS J09481259+5300387,147.0525,53.0107,2MASS J09481259+5300387|SDSS J094812.61+530038.4|TIC 453431150|WISEA J094812.61+530037.5|WISE J094812.62+530037.7|Gaia DR3 1020273539910037504|Gaia DR2 1020273539910037504
SDSS J095041.44+480904.4,147.6726,48.1513,SDSS J095041.44+480904.4
TVLM 262-47735,149.2656,44.9984,2MASS J09570377+4459544|SDSS J095703.72+445954.0|TVLM 262-47735|WISE J095703.59+445952.7|Gaia DR3 820417441632116736
SDSS J100236.25+460420.4,150.6511,46.0723,2MASS J10023625+4604205|SDSS J100236.24+460420.4|SDSS J100236.25+460420.4|SDSS J100236.24+460420.5|TIC 115810609|Gaia DR3 821976544825558016
SDSS J100912.71+461056.2,152.3030,46.1823,SDSS J100912.71+461056.2
SDSS J101929.15+171205.7,154.8715,17.2017,2MASS J10192917+1712059|SDSS J101929.14+171205.7|SDSS J101929.15+171205.8|SDSS J101929.15+171205.7|WISE J101929.14+171205.7|[VV2010c] J101929.1+171205|Gaia DR3 623758993753393408
SDSS J102616.36+423320.8,156.5683,42.5558,SDSS J102616.36+423320.8
SDSS J102628.39+295436.0,156.6184,29.9101,2MASS J10262844+2954363|SDSS J102628.39+295436.0|TIC 165287126|Gaia DR2 741625506377894912|Gaia DR3 741625506377894912
2MASS J10265851+2515262,156.7439,25.2573,2MASS J10265851+2515262|TIC 165288095
2MASS J10271549+5445175,156.8146,54.7549,2MASS J10271549+5445175|TIC 459178461
SDSS J103115.68+525853.5,157.8154,52.9815,SDSS J103115.68+525853.5|Gaia DR2 848614756630548992|Gaia DR3 848614756630548992
SDSS J103143.09+524558.7,157.9299,52.7663,2MASS J10314321+5245587|SDSS J103143.09+524558.7|TIC 148654524|WISEA J103142.77+524558.7|Gaia DR2 848550164615918592|Gaia DR3 848550164615918592
SDSS J103806.71+462617.3,159.5280,46.4381,SDSS J103806.71+462617.3
SDSS J103855.06+215626.5,159.7295,21.9407,SDSS J103855.06+215626.5|Gaia DR2 721333813128688896|Gaia DR3 721333813128688896
SDSS J104001.90+432131.8,160.0080,43.3589,SDSS J104001.90+432131.8|Gaia DR3 781171988987579136
2MASS J10524963+1858151,163.2067,18.9709,2MASS J10524963+1858151|TIC 95926622
SDSS J105251.02+531147.1,163.2127,53.1964,2MASS J10525105+5311469|SDSS J105251.02+531147.1|TIC 318232215|Gaia DR2 837508280440780032|Gaia DR3 837508280440780032
2MASS J10551343+2504028,163.8058,25.0674,2MASS J10551343+2504028|TIC 138756766
SDSS J105649.79+232841.7,164.2077,23.4782,SDSS J105649.79+232841.7|Gaia DR3 3989832242103901312
2MASS J10592523+5659596,164.8551,57.0000,2MASS J10592523+5659596|TIC 367600669
SDSS J110123.76+482350.8,165.3491,48.3975,SDSS J110123.76+482350.8
WISEA J110125.95+540052.8,165.3615,54.0145,WISEA J110125.95+540052.8
SDSS J110443.47+162435.6,166.1812,16.4100,2MASS J11044350+1624362|SDSS J110443.47+162435.6|TIC 77037591|Gaia DR2 3969842394861711104|Gaia DR3 3969842394861711104
SDSS J111142.61+461809.1,167.9277,46.3025,2MASS J11114268+4618091|SDSS J111142.60+461809.1|SDSS J111142.61+461809.1|SDSS J111142.60+461809.2|TIC 156372552|Gaia DR2 788437149508423552|Gaia DR3 788437149508423552
SDSS J111320.60+551121.9,168.3357,55.1894,2MASS J11132054+5511220|SDSS J111320.60+551121.9|SDSS J111320.59+551121.8|TIC 302350062|Gaia DR2 843772335621796096|Gaia DR3 843772335621796096
SDSS J111423.85+402624.6,168.5994,40.4403,SDSS J111423.85+402624.6|Gaia DR2 765477074680502272|Gaia DR3 765477074680502272
SDSS J111723.26+395813.1,169.3472,39.9703,2MASS J11172332+3958132|SDSS J111723.27+395813.1|SDSS J111723.26+395813.1|SDSS J111723.27+395813.2|TIC 99254906|Gaia DR2 765220789686449408|Gaia DR3 765220789686449408
SDSS J111741.17+450947.0,169.4215,45.1630,SDSS J111741.17+450947.0|Gaia DR2 785086417884831616|Gaia DR3 785086417884831616
2MASS J11282763+5934003,172.1150,59.5667,2MASS J11282763+5934003|TIC 310932676
WISEA J112859.45+511016.8,172.2483,51.1722,2MASS J11285958+5110202|TIC 445828829|WISEA J112859.45+511016.8
SDSS J112912.12+380612.2,172.3003,38.1034,SDSS J112912.12+380612.2|Gaia DR3 767022923604414976
SDSS J113013.86+275049.1,172.5579,27.8470,2MASS J11301391+2750489|SDSS J113013.86+275049.1|TIC 85283724|Gaia DR2 4018837114031783040|Gaia DR3 4018837114031783040
SDSS J113135.64+382941.6,172.8985,38.4949,SDSS J113135.64+382941.6|Gaia DR3 766875069355579776
SDSS J113148.24+245848.8,172.9511,24.9804,2MASS J11314826+2458492|SDSS J113148.24+245848.8|TIC 417518734|Gaia DR2 3993452895239964032|Gaia DR3 3993452895239964032
SDSS J113552.80+364022.8,173.9700,36.6730,2MASS J11355280+3640228|SDSS J113552.81+364022.8|SDSS J113552.80+364022.8|SDSS J113552.81+364022.9|TIC 10111879|Gaia DR2 765716458977613952|Gaia DR3 765716458977613952
SDSS J113657.62+392703.4,174.2402,39.4509,SDSS J113657.62+392703.4|Gaia DR3 767383563418601216
SDSS J113725.84+391752.9,174.3577,39.2981,SDSS J113725.84+391752.9|Gaia DR3 767334051035348864
SDSS J113858.24+301712.9,174.7428,30.2870,SDSS J113858.24+301712.9|Gaia DR3 4020975183111667584
SDSS J113910.15+353824.0,174.7924,35.6400,SDSS J113910.15+353824.0
SDSS J115711.10+533741.3,179.2962,53.6282,SDSS J115711.10+533741.3
SDSS J115921.22+204553.4,179.8384,20.7649,SDSS J115921.22+204553.4
WISEA J120104.57+573004.2,180.2684,57.5011,2MASS J12010443+5730040|SDSS J120104.47+573004.3|SDSS J120104.46+573004.1|TIC 55747868|WISEA J120104.57+573004.2|WISE J120104.57+573004.3
2MASS J12023885+5345384,180.6617,53.7607,2MASS J12023885+5345384|TIC 53497394
SDSS J120308.77+373422.9,180.7867,37.5730,2MASS J12030883+3734229|SDSS J120308.77+373422.9|TIC 18909613|Gaia DR2 4033234703402044288|Gaia DR3 4033234703402044288
SDSS J120319.88+473951.7,180.8328,47.6645,SDSS J120319.88+473951.7
SDSS J120815.92+405629.9,182.0667,40.9417,2MASS J12081602+4056301|SDSS J120815.92+405629.9|SDSS J120815.93+405629.9|TIC 21598058|Gaia DR2 1536149105577856896|Gaia DR3 1536149105577856896
SDSS J121142.17+513851.1,182.9257,51.6475,SDSS J121142.17+513851.1
SDSS J121758.67+340004.5,184.4946,34.0013,2MASS J12175870+3400045|SDSS J121758.67+340004.5|SDSS J121758.68+340004.5|TIC 383500711|Gaia DR2 4017004365587385728|Gaia DR3 4017004365587385728
2MASS J12260640+1756293,186.5265,17.9414,2MASS J12260640+1756293|TIC 135150643
SDSS J122718.42+491158.5,186.8266,49.1997,2MASS J12271838+4911587|SDSS J122718.42+491158.5|SDSS J122718.42+491158.6|TIC 416540808|Gaia DR2 1544132036737754496|Gaia DR3 1544132036737754496
SDSS J123034.66+324534.5,187.6444,32.7597,2MASS J12303469+3245349|SDSS J123034.66+324534.5|SDSS J123034.67+324534.5|TIC 99303116
2MASS J12352675+4124310,188.8613,41.4087,2MASS J12352675+4124310|TIC 321454535
2MASS J12453705+4028456,191.4045,40.4793,2MASS J12453705+4028456|TIC 389854056
SDSS J125108.28+155911.1,192.7846,15.9864,2MASS J12510829+1559112|SDSS J125108.29+155911.1|SDSS J125108.28+155911.1|TIC 92125995|Gaia DR2 3934470590400701696|Gaia DR3 3934470594694999424
2MASS J13064517+4548552,196.6881,45.8151,2MASS J13064517+4548552|TIC 136997962
SDSS J131633.79+573549.1,199.1407,57.5970,2MASS J13163377+5735491|SDSS J131633.80+573549.1|SDSS J131633.79+573549.1|SDSS J131633.81+573549.2|TIC 157318318|Gaia DR2 1566378730380179712|Gaia DR3 1566378730380179712
SDSS J131748.68+183644.1,199.4532,18.6124,2MASS J13174875+1836447|SDSS J131748.68+183644.1|TIC 424734239|Gaia DR3 3938845757621379968
SDSS J131835.71+423950.8,199.6488,42.6641,SDSS J131835.71+423950.8|Gaia DR2 1526219072471793664|Gaia DR3 1526219072471793664
WISEA J131845.58+362614.0,199.6903,36.4372,2MASS J13184567+3626138|SDSS J131845.64+362613.8|TIC 180652981|WISEA J131845.58+362614.0|WISE J131845.58+362614.1
SDSS J132451.76+180352.1,201.2158,18.0644,2MASS J13245179+1803518|SDSS J132451.76+180352.1|TIC 149580635|Gaia DR2 3746426373741665536|Gaia DR3 3746426373741665536
2MASS J13264464+3627407,201.6860,36.4613,2MASS J13264464+3627407|TIC 22707186
SDSS J133316.06+374421.7,203.3169,37.7393,2MASS J13331605+3744214|SDSS J133316.06+374421.7|TIC 22790434|WISEA J133316.07+374422.4|WISE J133316.08+374422.4|Gaia DR2 1475204687880744448
2MASS J13451417+4757231,206.3091,47.9564,2MASS J13451417+4757231|TIC 165407227
SDSS J134526.65+451128.3,206.3611,45.1912,SDSS J134526.65+451128.3
SDSS J135523.24+404742.2,208.8469,40.7950,SDSS J135523.24+404742.2|Gaia DR3 1497158705270748160
SDSS J135648.89+551855.2,209.2038,55.3153,SDSS J135648.89+551855.2|Gaia DR3 1657424958949010304
SDSS J140604.28+313115.6,211.5181,31.5210,2MASS J14060434+3131154|SDSS J140604.28+313115.6|TIC 105659032|Gaia DR2 1454350761936211200|Gaia DR3 1454350761936211200
SDSS J141152.69+555927.2,212.9697,55.9909,SDSS J141152.69+555927.2|Gaia DR3 1609807687330195584
2MASS J14124574+3403074,213.1906,34.0521,2MASS J14124574+3403074|TIC 105714185|Gaia DR3 1479180350127252608
SDSS J141800.47+173850.0,214.5022,17.6472,2MASS J14180051+1738494|SDSS J141800.47+173850.0|TIC 367677071
WISEA J143211.17+324433.8,218.0469,32.7427,2MASS J14321127+3244338|SDSS J143211.23+324433.7|TIC 445864133|WISEA J143211.17+324433.8|WISE J143211.18+324433.9
SDSS J143322.33+405458.3,218.3430,40.9163,2MASS J14332230+4054587|SDSS J143322.33+405458.3|TIC 67993676|Gaia DR2 1491297071343780608|Gaia DR3 1491297071343780608
2MASS J14554511+3843329,223.9378,38.7259,2MASS J14554511+3843329|TIC 28289934
SDSS J145836.57+274127.3,224.6523,27.6912,2MASS J14583655+2741283|MASTER OT J145836.64+274125.0|SDSS J145836.57+274127.3|TIC 229875838|WISEA J145836.60+274126.1|WISE J145836.61+274126.2|Gaia DR2 1269523033400298112|Gaia DR3 1269523033400298112
SDSS J150202.34+522958.7,225.5098,52.4996,SDSS J150202.34+522958.7|Gaia DR3 1593923077204404096
2MASS J15025475+5044252,225.7281,50.7404,2MASS J15025475+5044252|TIC 309847198
2MASS J15163838+3333576,229.1599,33.5660,2MASS J15163838+3333576|TIC 16273380
SDSS J151950.74+223737.1,229.9615,22.6271,SDSS J151950.74+223737.1|Gaia DR2 1215127100798179456|Gaia DR3 1215127100798179456
2MASS J15202471+2203340,230.1029,22.0596,2MASS J15202471+2203340|TIC 351414274
SDSS J152909.60+452718.1,232.2900,45.4550,SDSS J152909.60+452718.1
WISEA J153358.52+475706.9,233.4944,47.9518,2MASS J15335868+4757065|SDSS J153358.60+475706.5|TIC 116488685|WISEA J153358.52+475706.9|WISE J153358.52+475706.9
SDSS J153636.66+430818.0,234.1530,43.1382,2MASS J15363677+4308173|SDSS J153636.66+430818.1|SDSS J153636.66+430818.0|SDSS J153636.67+430818.1|TIC 116519658|WISEA J153636.45+430819.2|Gaia DR2 1391215846491298816|Gaia DR3 1391215846491298816
SDSS J153837.87+395630.6,234.6578,39.9420,2MASS J15383787+3956313|SDSS J153837.86+395630.7|SDSS J153837.87+395630.6|TIC 321538845
SDSS J154050.42+260244.0,235.2101,26.0457,2MASS J15405043+2602444|SDSS J154050.42+260244.0|TIC 255857615|Gaia DR2 1223107214458993152|Gaia DR3 1223107214458993152
SDSS J154340.87+182732.7,235.9202,18.4592,2MASS J15434083+1827333|SDSS J154340.87+182732.7|TIC 459279458|Gaia DR2 1197745127633546880|Gaia DR3 1197745127633546880
SDSS J154644.26+114005.6,236.6844,11.6682,SDSS J154644.26+114005.6|Gaia DR2 1189816819868678912|Gaia DR3 1189816819868678912
2MASS J15500191+4500451,237.5080,45.0126,2MASS J15500191+4500451|TIC 156079686
SDSS J155221.56+331009.0,238.0899,33.1692,2MASS J15522160+3310091|SDSS J155221.56+331009.0|SDSS J155221.56+331009.1|SDSS J155221.57+331009.1|TIC 188549108|Gaia DR2 1369927166779937152|Gaia DR3 1369927166779937152
2MASS J15543602+2724487,238.6501,27.4136,2MASS J15543602+2724487|SDSS J155436.05+272448.0|TIC 284760096|ULAS J155436.04+272447.4|WISEA J155436.03+272447.0|WISE J155436.04+272447.1
SDSS J155438.45+193906.7,238.6603,19.6520,SDSS J155438.45+193906.7|Gaia DR3 1203794743688573568
2MASS J15552840+5918155,238.8683,59.3043,2MASS J15552840+5918155|TIC 161820102
2MASS J15565004+1449081,239.2083,14.8192,2MASS J15565004+1449081|TIC 377415638
SDSS J160054.34+095310.7,240.2265,9.8863,SDSS J160054.34+095310.7
2MASS J16095469+1426422,242.4779,14.4451,null
SDSS J161049.15+354316.1,242.7048,35.7211,2MASS J16104915+3543159|SDSS J161049.15+354316.1|TIC 17467840|Gaia DR2 1330027504714953088|Gaia DR3 1330027504714953088
SDSS J162643.31+230611.7,246.6805,23.1032,SDSS J162643.31+230611.7
SDSS J163028.63+543058.6,247.6197,54.5161,SDSS J163028.63+543058.6
SDSS J163304.13+115519.3,248.2673,11.9220,2MASS J16330415+1155192|SDSS J163304.13+115519.3|TIC 291142633|Gaia DR2 4459438670554574976|Gaia DR3 4459438670554574976
SDSS J163425.24+193657.1,248.6053,19.6160,SDSS J163425.24+193657.1|Gaia DR2 4563618707251433088|Gaia DR3 4563618707251433088
SDSS J163437.19+233620.5,248.6549,23.6059,SDSS J163437.19+233620.5
SDSS J163752.16+254325.1,249.4674,25.7237,SDSS J163752.16+254325.1
SDSS J164245.38+191002.3,250.6891,19.1674,SDSS J164245.38+191002.3
SDSS J165103.66+292248.0,252.7652,29.3800,SDSS J165103.66+292248.0
SDSS J165950.91+351508.0,254.9621,35.2523,2MASS J16595093+3515083|SDSS J165950.91+351508.0|WISE J165950.94+351507.7|Gaia DR3 1338857785678266880|Gaia DR2 1338857785678266880
SDSS J170029.86+334858.0,255.1244,33.8161,SDSS J170029.86+334858.0
SDSS J170331.31+330553.4,255.8805,33.0982,SDSS J170331.31+330553.4|Gaia DR2 1337589017978830080|Gaia DR3 1337589017978830080
2MASS J17120142+3108217,258.0059,31.1393,2MASS J17120142+3108217|TIC 21962132
