name,ra_j2000_formula,dec_j2000_formula,identifiers_simbad
SIPS J0050-1538,12.6017,-15.6387,2MASSI J0050244-153818|DENIS J005024.4-153818|2MASS J00502444-1538184|2MUCD 10045|SIPS J0050-1538|TIC 77479853|WISEA J005024.25-153824.2|WISE J005024.25-153824.0|Gaia DR2 2372272516761781888|Gaia DR3 2372272516761781888
ULAS J005038.20-000336.6,12.6590,-0.0605,BRLT 16|ULAS J005038.20-000336.6
PSO J012.7+007.0,12.7179,7.0486,2MASS J00505229+0702552|WISE J005052.34+070254.7|Gaia DR2 2556491429388743296|Gaia DR3 2556491429388743296
2MASSW J0051107-154417,12.7950,-15.7380,2MASSI J0051107-154417|2MASS J00511078-1544169|2MASSW J0051107-154417|TIC 77486596|Gaia DR2 2371519626175864960|Gaia DR3 2371519626175864960
2MASS J00521232+0012172,13.0515,0.2049,2MASS J00521232+0012172|EPIC 220205873|SDSS J005212.33+001217.1|TIC 388797330|ULAS J005212.28+001216.4|WISEA J005212.24+001215.6|WISE J005212.24+001215.8
RG 0050-2722,13.2279,-27.0999,2MASS J00525468-2705597|2MASSI J0052546-270559|PLX  175.04|RG 0050-2722|RG 0050.5-2722|[HB88] S1|Gaia DR2 2342686956666281728|Gaia DR3 2342686956666281728
2MASS J00531899-3631102,13.3291,-36.5195,2MASS J00531899-3631102|TIC 179677774|EQ J0053-3631|Gaia DR3 5001668709601989248|Gaia DR2 5001668709601989248
SDSS J005349.11-011354.4,13.4546,-1.2319,SDSS J005349.11-011354.5|SDSS J005349.11-011354.4|ULAS J005349.14-011354.3|WISE J005349.18-011354.5
SDSSp J005406.55-003101.8,13.5274,-0.5173,2MASS J00540655-0031018|EPIC 220186653|SDSS J005406.59-003102.4|SDSS J005406.55-003101.8|SDSS J005406.59-003102.5|TIC 269486260|ULAS2MASS J0054-0031|ULAS J005406.64-003103.0|Gaia DR2 2536044636280401024|Gaia DR3 2536044636280401024
Tmove-411-1005355,13.7724,38.2802,null
2MASS J00550564+0134365,13.7736,1.5769,2MASS J00550564+0134365|TIC 344627794|ULAS J005505.68+013436.0|WISEA J005505.69+013435.8|WISE J005505.68+013436.0
LHS 1166,13.9345,25.1066,LP  350-34|LHS  1166|LSPM J0055+2506|2MASS J00554418+2506235|NLTT  3064|PLX  183.13|TIC 13962135|USNO-B1.0 1151-00012312|WISEA J005544.74+250623.7|Gaia DR2 2805211611110545664|Gaia DR3 2805211611110545664
SDSS J005636.22-011131.9,14.1511,-1.1921,SDSS J005636.22-011131.9|ULAS J005636.22-011132.5|WISEA J005636.19-011132.9|WISE J005636.19-011132.7
SDSS J005705.55-084624.2,14.2731,-8.7734,2MASS J00570555-0846241|SDSS J005705.56-084624.1|SDSS J005705.57-084624.1|SDSS J005705.55-084624.2|TIC 24184872|Gaia DR2 2474280047331246464|Gaia DR3 2474280047331246464
WISEA J005757.64+201304.0,14.4876,20.2185,2MASS J00575687+2013075|TIC 436554686|WISEA J005757.64+201304.0|WISE J005757.63+201304.2
2MASSW J0058425-065123,14.6773,-6.8567,2MASS J00584253-0651239|2MASSI J0058425-065123|2MASSW J0058425-065123|SIPS J0058-0651|TIC 24207396|EQ J0058-0651|Gaia DR3 2476262466795918080|Gaia DR2 2476262466795918080
CFBDS J005910.90-011401.3,14.7936,-1.2338,CFBDS J005910-011401|CFBDS J005910.90-011401.3|ULAS J005910.84-011401.4|WISEP J005911.09-011400.6|WISE J005911.08-011400.9
SDSS J005935.48+150905.0,14.8978,15.1515,2MASS J00593543+1509050|SDSS J005935.48+150905.2|SDSS J005935.47+150905.2|SDSS J005935.48+150905.0|TIC 258844709|ULAS J005935.54+150905.6|ULAS J005935.53+150905.6|WISEA J005935.57+150905.4|WISE J005935.56+150905.6|Gaia DR2 2777549994499273088
ULAS J010036.01+062044.1,15.1500,6.3456,BRLT 18|ULAS J010036.01+062044.1|ULAS J010036.01+062044.2
WISEA J010202.11+035541.4,15.5077,3.9280,2MASS J01020186+0355405|SIMP J0102018+035540|TIC 344713731|ULAS J010202.08+035541.4|WISEA J010202.11+035541.4|WISE J010202.10+035541.6
LHS 132,15.7127,-37.6288,LP  938-71|APMPM J0103-3738|DENIS J010250.6-373744|LHS   132|2MASS J01025100-3737438|2MUCD 20049|NLTT  3459|TIC 180724005|WISEA J010252.38-373741.0|[SII2000]  39|Gaia DR2 4989399774745144448|Gaia DR3 4989399774745144448
ULAS J010324.69+092746.5,15.8514,9.4635,ULAS J010324.69+092746.5
2MASSI J0103320+193536,15.8837,19.5935,2MASS J01033203+1935361|2MASSI J0103320+193536|2MASSW J0103320+193536|TIC 243156759|WISEA J010332.31+193536.3|WISE J010332.29+193536.4
2MASS J01033563-5515561(AB)b,15.8983,-55.2652,** DLR    1C|NAME 2MASS J01033563-5515561(AB)b|NAME 2M 0103(AB)b|SCR J0103-5515C|WDS J01036-5516C|Gaia DR3 4914632365579874432
2MASSI J0104075-005328,16.0315,-0.8913,2MASS J01040750-0053283|CFBDS J010407-005327|EPIC 220177427|2MASSI J0104075-005328|SDSS J010407.60-005328.5|TIC 269592179|ULAS J010407.74-005328.5|WISEA J010407.88-005328.6|WISE J010407.86-005328.4
ULAS J010531.78+142931.5,16.3824,14.4920,BRLT 20|ULAS J010531.78+142931.5
ULAS J010557.68+034643.6,16.4913,3.7781,ULAS J010557.68+034643.6
2MASS J01062285-5933185,16.5952,-59.5551,2MASS J01062285-5933185|TIC 206529731|WISEA J010622.92-593320.5|Gaia DR2 4903260597849834880|Gaia DR3 4903260597849834880
ULAS2MASS J0106+1518,16.6555,15.3153,2MASS J01063737+1518556|SDSS J010637.33+151855.0|SDSS J010637.21+151853.9|TIC 384885122|ULAS2MASS J0106+1518|WISEA J010637.07+151852.6|WISEP J010637.07+151852.8|WISE J010637.07+151852.8|EQ J0106+1518|Gaia DR3 2783348921903137792|Gaia DR2 2783348921903137792
2MASS J01071607-1517577,16.8170,-15.2994,2MASS J01071607-1517577|2MASSI J0107160-151757|2MUCD 10066|Gaia DR2 2359776395314362496|Gaia DR3 2359776395314362496
SDSS J010718.70+132656.2,16.8279,13.4489,2MASS J01071863+1326565|SDSS J010718.70+132656.1|SDSS J010718.70+132656.2|SDSS J010718.87+132654.8|TIC 384887893|ULAS J010718.90+132654.6|WISE J010718.88+132654.7|Gaia DR2 2584933149499027456
SDSSp J010752.33+004156.1,16.9680,0.6991,2MASS J01075242+0041563|2MUCD 20052|SDSS J010752.47+004156.3|SDSS J010752.34+004156.1|SDSS J010752.33+004156.1|TIC 328084809|ULAS J010752.65+004156.7|WISEA J010752.84+004157.1|WISE J010752.82+004157.3
SDSS J010840.49+134739.3,17.1687,13.7942,2MASS J01084048+1347390|SDSS J010840.48+134739.2|SDSS J010840.49+134739.3|TIC 408238554|Gaia DR2 2584968707534858240|Gaia DR3 2584968707534858240
SDSS J010859.24-104546.3,17.2468,-10.7629,2MASS J01085925-1045462|SDSS J010859.24-104546.3|TIC 408066423|WISEA J010859.28-104546.0|WISE J010859.27-104545.8|Gaia DR2 2469899184984608640
SSSPM J0109-5101,17.2563,-51.0137,2MASS J01090150-5100494|DENIS J010901.4-510049|DENIS J010901.4-510050|2MUCD 20053|SIPS J0109-5100|SSSPM J0109-5101|SSSPM J0109-5100|TIC 229104558|USNO-B1.0 0389-00000908|V* DG Phe|[B2006] J010901.5-510049|EQ J0109-5100|Gaia DR3 4928644747924606848|Gaia DR2 4928644747924606848
SSSPM J0109-4955,17.2883,-49.9148,2MASS J01090918-4954532|DENIS J010909.1-495453|SIPS J0109-4954|SSSPM J0109-4955|TIC 229104764|USNO-B1.0 0400-00009144|Gaia DR2 4928939932436444544|Gaia DR3 4928939932436444544
2MASS J01092170+2949255,17.3411,29.8240,2MASS J01092170+2949255|** ALP    4A|2MASSW J0109216+294925|2MUCD 20055|TIC 15690737|WDS J01094+2949A|WISEA J010922.68+294930.2|Gaia DR3 309977380415042432|Gaia DR2 309977380415042432
2MASS J01095117-0343264,17.4633,-3.7240,LP  647-13|2MASS J01095117-0343264|2MASSI J0109511-034326|2MUCD 10068|NLTT  3868|SIPS J0109-0343|TIC 248350761|USNO-B1.0 0862-00010566|WISEA J010951.46-034326.2|[B2006] J010951.2-034326|Gaia DR2 2531195858721613056|Gaia DR3 2531195858721613056
SDSS J011014.30+010619.1,17.5593,1.1053,SDSS J011014.30+010619.1|ULAS J011014.46+010619.2|WISE J011014.61+010619.3
ULAS J011151.89-010534.2,17.9663,-1.0929,BRLT 21|ULAS J011151.89-010534.1
WISEA J011154.36-505343.2,17.9779,-50.8941,2MASS J01115467-5053387|TIC 229114896|WISEA J011154.36-505343.4|WISE J011154.36-505343.2
GU Psc b,18.1520,17.0751,** NAU    1B|NAME GU Psc b|V* GU Psc B|WDS J01126+1704B|WISEA J011236.53+170429.9|WISE J011236.53+170429.9
ULAS J011249.67+153657.6,18.2067,15.6162,BRLT 22|ULAS J011249.67+153657.6
ULAS J011438.94+085420.8,18.6635,8.9059,ULAS J011438.94+085420.8
WISEA J011639.05-165420.5,19.1609,-16.9059,2MASS J01163865-1654210|TIC 469968549|WISEA J011639.05-165420.5|Gaia DR2 2358397882610264960|Gaia DR3 2358397882610264960
ULAS J011645.47+144335.3,19.1892,14.7268,BRLT 24|ULAS J011645.47+144335.3
DENIS J0116529-645557,19.2202,-64.9325,2MASS J01165283-6455570|DENIS J011652.7-645556|TIC 237879180|WISEA J011652.55-645558.9|Gaia DR2 4705936189520133760|Gaia DR3 4705936189520133760
2MASS J01165457-1357342,19.2274,-13.9595,2MASS J01165457-1357342|SIPS J0116-1357|TIC 469968056|WISEA J011654.56-135735.5|Gaia DR2 2456227445087441664|Gaia DR3 2456227445087441664
2MASSI J0117474-340325,19.4479,-34.0572,2MASS J01174748-3403258|2MASSI J0117474-340325|TIC 67656036|WISEA J011747.58-340326.5|WISE J011747.57-340326.3|Gaia DR2 5014541310703856256|Gaia DR3 5014541310703856256
SDSS J011816.78+141841.4,19.5700,14.3115,SDSS J011816.78+141841.4|ULAS J011816.77+141841.5|WISEA J011816.79+141841.4|WISE J011816.79+141841.4
SDSS J011912.22+240331.6,19.8005,24.0588,2MASS J01191207+2403317|SDSS J011912.22+240331.6|TIC 16988513
HIP 6217C,19.9361,0.1051,2MASS J01194467+0006181|** DEA   37B|EPIC 220203045|TIC 399671027|WDS J01197+0006B|Gaia DR2 2534220645274368384|Gaia DR3 2534220645274368384
2MASS J01204916-0741036,20.2049,-7.6844,2MASS J01204916-0741036|DENIS J012049.1-074103|2MASSI J0120491-074103|2MUCD 10076|TIC 10801798|Gaia DR2 2472387757755767168|Gaia DR3 2472387757755767168
2MASS J01205114-5200349,20.2131,-52.0097,2MASS J01205114-5200349|TIC 158537332|Gaia DR2 4915621307569602048|Gaia DR3 4915621307569602048
SIMP J01205253+1518277,20.2191,15.3076,2MASS J01205253+1518277|SDSS J012052.58+151827.3|SIMP J0120525+151827|TIC 385112206|ULAS J012052.60+151827.2|WISEA J012052.61+151827.2|WISE J012052.60+151827.3|Gaia DR2 2591417411950330240
HIP 6407B,20.5707,3.5232,2MASS J01221697+0331235|** DEA   38B|HD   8291B|TIC 399701992|ULAS J012217.00+033122.0|WDS J01223+0331B|Gaia DR2 2562743355583039616|Gaia DR3 2562743355583039616
SDSS J012236.30+153339.4,20.6513,15.5610,2MASS J01223630+1533396|SDSS J012236.30+153339.4|SDSS J012236.31+153339.4|TIC 58858506|ULAS J012236.32+153339.3|WISEA J012236.34+153339.1|WISE J012236.33+153339.2|Gaia DR3 2591440231110817280
2MASS J01225093-2439505B,20.7119,-24.6643,** BWL   63B|LEHPM 1481B|NAME 2MASS J01225093-2439505b|NAME 2MASS 0122-2439 b|WDS J01228-2440B
2MASS J01231125-6921379,20.7970,-69.3606,2MASS J01231125-6921379|2MASSI J0123112-692138|2MUCD 13056|TIC 52256020|Gaia DR2 4691426694779173376|Gaia DR3 4691426694779173376
WISEPA J012333.21+414203.9,20.8860,41.7006,WISEA J012333.25+414203.9|WISEP J012333.21+414203.9|WISE J012333.23+414203.8|EQ J0123+4142
SSSPM J0124-4240,20.9961,-42.6687,2MASS J01235905-4240073|LEHPM 1505|SSSPM J0124-4240|TIC 262548038|USNO-B1.0 0473-00017485|WISEA J012358.92-424009.8|Gaia DR2 4983839338285335680|Gaia DR3 4983839338285335680
2MASS J01244599-5745379,21.1916,-57.7606,2MASS J01244599-5745379|DENIS J012445.9-574537|DENIS J012446.0-574537|TIC 206593803|WISEA J012446.04-574537.5|WISE J012446.02-574537.5|Gaia DR2 4909788600248238208|Gaia DR3 4909788600248238208
SERC 296A,21.2112,-38.7442,2MASS J01245068-3844389|NAME SERC 296A|TIC 41864321|WISEA J012450.75-384438.8|WISE J012450.73-384438.7|Gaia DR3 5009361923743214848|Gaia DR2 5009361923743214848
2MASSI J0125369-343505,21.4038,-34.5847,2MASS J01253689-3435049|2MASSI J0125368-343505|2MASSI J0125369-343505|TIC 140494214|Gaia DR2 5013609062282550528|Gaia DR3 5013609062282550528
2MASS J01262109+1428057,21.5879,14.4683,2MASS J01262109+1428057|SDSS J012621.08+142806.2|TIC 336814866|ULAS J012621.13+142805.9|WISEA J012621.14+142805.5|WISE J012621.14+142805.6
2MASS J01265327-5505506,21.7220,-55.0974,2MASS J01265327-5505506|TIC 206603958|Gaia DR2 4911119185412094848|Gaia DR3 4911119185412094848
YMG_HS-529_29149,21.8178,21.9935,2MASS J01271626+2159367|LSPM J0127+2159|TIC 456885662|USNO-B1.0 1119-00021599|WISEA J012716.41+215935.2|Gaia DR2 289531892976897792|Gaia DR3 289531892976897792
ULAS J012735.66+153905.9,21.8980,15.6526,ULAS J012735.66+153905.9
CTI 012657.5+280202,21.9131,28.0982,2MASS J01273917+2805536|CTI 012657.5+280202|2MASSI J0127391+280553|TIC 18152678|WISEA J012739.05+280551.8|WISEP J012739.04+280552.3|Gaia DR2 296958917931747200|Gaia DR3 296958917931747200
SDSS J012743.51+135420.9,21.9313,13.9058,2MASS J01274352+1354210|BRLT 26|SDSS J012743.52+135420.8|SDSS J012743.50+135420.9|SDSS J012743.51+135420.9|SDSS J012743.52+135420.9|TIC 405337547|ULAS J012743.58+135421.3|WISEA J012743.62+135421.4|WISE J012743.62+135421.4
ULAS J012814.41-004153.5,22.0604,-0.6981,BRLT 27|ULAS J012814.41-004153.5|ULAS J012814.40-004153.5
2MASS J01282664-5545343,22.1110,-55.7595,2MASS J01282664-5545343|DENIS J012826.6-554534|2MUCD 20068|SIPS J0128-5545|TIC 206608032|WISEA J012826.34-554533.0|EQ J0128-5545|Gaia DR3 4910850870213836928|Gaia DR2 4910850865919078016
PSO J022.1+033.3,22.1633,33.3026,2MASS J01283919+3318097|LAMOST J012839.24+331808.6|WISE J012839.25+331808.5|Gaia DR2 317013288464462464|Gaia DR3 317013288464462464
ULAS J012855.07+063357.0,22.2294,6.5658,ULAS J012855.07+063357.0|ULAS J012855.06+063356.9
ULAS J012906.88+011350.4,22.2786,1.2306,BRLT 28|ULAS J012906.88+011350.4
2MASSW J0129122+351758,22.3011,35.2995,2MASSW J0129122+351758|2MASS J01291221+3517580|TIC 44632254|WISEA J012912.40+351757.3|WISEP J012912.38+351757.4|WISE J012912.39+351757.5
2MASS J01294256-0823580,22.4274,-8.3995,2MASS J01294256-0823580|TIC 299178185|Gaia DR2 2477307900491357440|Gaia DR3 2477307900491357440
WISEA J013012.66-104732.4,22.5524,-10.7914,2MASS J01301256-1047285|TIC 299198624|WISEA J013012.66-104732.4|Gaia DR2 2458637093539154688|Gaia DR3 2458637093539154688
ULAS J013017.79+080453.9,22.5746,8.0807,ULAS J013017.79+080453.9|ULAS J013017.78+080453.8
2MASS J01303563-4445411,22.6485,-44.7614,2MASS J01303563-4445411|DENIS J013035.5-444541|TIC 199735184|[DBL2011] 2MASS J0130-4445|Gaia DR2 4934682372428878208|Gaia DR3 4934682372428878208
ULAS J013117.53-003128.6,22.8227,-0.5248,ULAS J013117.53-003128.6|ULAS J013117.53-003128.7
2MASS J01311838+3801554,22.8267,38.0321,2MASSI J0131183+380155|2MASS J01311838+3801554|2MUCD 13061|TIC 189436140|WISEP J013118.73+380155.0|Gaia DR2 322492502798326144|Gaia DR3 322492502798326144
ULAS J013243.81+055232.2,23.1822,5.8755,BRLT 30|EPIC 220459682|ULAS J013243.81+055232.2|ULAS J013243.80+055232.0
CFBDS J013302.27+023128.4,23.2586,2.5250,CFBDS J013302+023128|ULAS J013302.48+023128.9|ULAS J013302.47+023128.8|WISEA J013302.45+023128.8|WISE J013302.44+023128.9|HIDDEN NAME CFBDS J013302+022312
SSSPM J0134-6315,23.3853,-63.2449,2MASS J01333248-6314415|SSSPM J0134-6315|TIC 231829791|Gaia DR2 4712132354155559040|Gaia DR3 4712132354155559040
ULAS J013346.25+132822.4,23.4427,13.4729,LP  468-277|LSPM J0133+1328|2MASS J01334624+1328236|NLTT  5189|SDSS J013346.24+132822.4|TIC 47095505|ULAS J013346.25+132822.4|USNO-B1.0 1034-00019234|WISE J013346.29+132819.2|Gaia DR3 2587010809863460608|Gaia DR2 2587010809863460608
2MASS J01340281+0508125,23.5118,5.1368,2MASS J01340281+0508125|TIC 369482088|ULAS J013402.78+050812.8|Gaia DR2 2561916071867865088|Gaia DR3 2561916071867865088
2MASS J01344601-5707564,23.6918,-57.1323,2MASS J01344601-5707564|TIC 206623351|Gaia DR2 4909739951154688768|Gaia DR3 4909739951154688768
LHS 1265,23.7465,-9.0784,LHS  1265|LP  708-117|2MASS J01345917-0904414|NLTT  5282|TIC 29853073|WISEA J013459.07-090448.2|Gaia DR2 2465096724352908672|Gaia DR3 2465096724352908672
PSO J023.8557+02.0884,23.8555,2.0898,2MASS J01352531+0205232|PSO J023.8557+02.0884|SIMP J0135253+020523|TIC 262819479|ULAS J013525.37+020518.5|WISEA J013525.38+020518.2|WISE J013525.37+020518.4
WISE J013525.64+171503.4,23.8580,17.2514,WISEA J013525.65+171503.2|WISE J013525.64+171503.4|EQ J0135+1715
2MASSW J0135358+120522,23.8994,12.0894,2MASSW J0135358+120522|2MASS J01353586+1205216|2MUCD 20073|TIC 405370654|WISEA J013535.83+120517.2|WISEP J013535.83+120517.7|Gaia DR2 2586051833860608128|Gaia DR3 2586051833860608128
ULAS J013619.79+071737.9,24.0825,7.2938,BRLT 31|ULAS J013619.79+071737.9
PSO J024.1519+37.6443,24.1519,37.6444,PSO J024.1519+37.6443|WISE J013636.31+373840.6
SIMP J013656.5+093347.3,24.2357,9.5631,2MASS J01365662+0933473|SIMP J013656.5+093347.3|SIMP J0136566+093347|TIC 346896171|ULAS J013657.50+093347.2|WISEA J013657.44+093347.0|WISEP J013657.45+093347.0|EQ J0136+0933|Gaia DR3 2572901021957789568|Gaia DR2 2572901021957789568
PSO J024.4369+09.1360,24.4372,9.1366,2MASS J01374485+0908117|PSO J024.4369+09.1360|SDSS J013744.87+090810.3|ULAS J013744.87+090810.2|WISE J013744.86+090810.2
ULAS J013807.67-010417.0,24.5319,-1.0713,BRLT 32|ULAS J013807.68-010416.9
WISEPC J013836.59-032221.2,24.6521,-3.3718,2MASS J01383648-0322181|SIMP J0138364-032218|TIC 241446697|WISEA J013836.58-032221.5|WISEP J013836.59-032221.2|WISE J013836.58-032221.2|EQ J0138-0322
L 726-8,24.7557,-17.9507,CCDM J01388-1758AB|** LUY  726|AKARI-IRC-V1 J0139031-175658|1AXG J013901-1757|BPS CS 31086-0027|CCDM J01390-1756AB|DENIS J013901.4-175702|1E 0136.5-1813|2E 0136.5-1812|2E   455|1ES 0136-18.2|2EUVE J0138-17.9|EUVE J0139-17.9|EUVE J0138-17.9|GCRV   921|G 272-61|GJ    65|IDS 01340-1828 AB|IRAS 01365-1812|JP11  5422|Karmn J01390-179AB|L  726-8|2MASS J01390120-1757026|NSV   577|PLX  343.1|PM 01364-1813|RBS   227|2RE J013859-175648|2RE J0138-175|RE J0139-175|RE J013900-175648|RX J0139.0-1757|1RXS J013859.7-175715|StKM 2-145|TIC 29928567|UCAC2  24998154|UCAC4 361-001858|WDS J01388-1758AB|WISEA J013903.94-175655.8|WISE J013903.93-175655.7|1XRS 01364-182|[FS2003] 0059|[GS83]  71
ULAS J013939.77+004813.8,24.9154,0.8035,ULAS J013939.77+004813.8|ULAS J013939.78+004813.9
ULAS J013950.51+150307.6,24.9607,15.0522,ULAS J013950.51+150307.6|WISEA J013950.65+150307.0|WISE J013950.56+150307.3
ULAS J014022.04+123756.9,25.0918,12.6326,ULAS J014022.04+123756.9
2MASSW J0141032+180450,25.2635,18.0806,2MASS J01410321+1804502|2MASSI J0141032+180450|2MASSW J0141032+180450|TIC 113673491|WISEA J014103.55+180449.5|[B2006] J014103.2+180450|Gaia DR2 94712996769289856|Gaia DR3 94712996769289856
ULAS J014103.30+131832.6,25.2633,13.3104,BRLT 33|ULAS J014103.30+131832.6
2MASS J01411479-2417311,25.3116,-24.2921,2MASS J01411479-2417311|LEHPM 1781|LEHPM 1780|2MASSI J0141148-241731|SIPS J0141-2417|TIC 33464809|WISEA J014114.66-241734.6|Gaia DR2 5038991425649132288|Gaia DR3 5038991425649132288
2MASS J01414839-1601196,25.4516,-16.0221,2MASS J01414839-1601196|TIC 404462386
2MASS J01415823-4633574,25.4926,-46.5659,2MASS J01415823-4633574|DENIS J014158.1-463357|TIC 100122878|Gaia DR2 4954323704550180352|Gaia DR3 4954323704550180352
2MASS J01423153+0523285,25.6313,5.3914,2MASS J01423153+0523285|TIC 369492266|WISE J014231.91+052327.2|Gaia DR3 2562041008170889728|Gaia DR2 2562041008170889728
2MASS J01443536-0716142,26.1475,-7.2706,2MASS J01443536-0716142|2MASSI J0144353-071614|2MUCD 10088|TIC 10879316|WISEA J014435.67-071616.5|WISEP J014435.67-071616.3|[B2006] J014435.3-071614|EQ J0144-0716|Gaia DR3 2467182154313027712|Gaia DR2 2467182154313027712
ULAS J014443.27+014741.0,26.1805,1.7953,ULAS J014443.27+014741.0|ULAS J014443.26+014741.0|WISEA J014443.24+014740.9|WISE J014443.26+014741.0
2MASS J01460119-4545263,26.5049,-45.7573,2MASS J01460119-4545263|TIC 401840989|Gaia DR2 4954467633199496064|Gaia DR3 4954467637496366464
2MASS J01463192+0641153,26.6330,6.6877,LSPM J0146+0641|2MASS J01463192+0641153|TIC 365202020|USNO-B1.0 0966-00018007|WISEA J014631.86+064112.9|Gaia DR2 2568287746045032064|Gaia DR3 2568287746045032064
WISE J014656.66+423410.0,26.7383,42.5693,** DUP    1|WDS J01469+4234AB|WISEA J014656.66+423409.9|WISE J014656.66+423410.0
SDSS J014658.14+002132.7,26.7423,0.3591,2MASS J01465816+0021332|SDSS J014658.14+002132.7|TIC 293456117|ULAS J014658.13+002132.7|WISEA J014658.14+002132.3|WISE J014658.13+002132.5
2MASS J01472702+4731142,26.8625,47.5207,2MASS J01472702+4731142|TIC 405622387|Gaia DR3 357194429801576448
2MASS J01473282-4954478,26.8867,-49.9133,2MASS J01473282-4954478|** RED   15|SIPS J0147-4954|TIC 229145262|WDS J01475-4955AB|WISEA J014732.74-495450.8|EQ J0147-4954|Gaia DR3 4940805552685869184|Gaia DR2 4940805552685869184
2MASSW J0147334+345311,26.8894,34.8864,2MASSW J0147334+345311|2MASS J01473344+3453112|TIC 20905286|WISEA J014733.47+345310.5|WISEP J014733.46+345310.5|WISE J014733.46+345310.6|Gaia DR3 318121222523445376|Gaia DR2 318121222523445376
WISEPC J014807.25-720258.7,27.0181,-72.0497,WISEA J014807.34-720258.7|WISEP J014807.25-720258.8|WISEP J014807.25-720258.7|WISE J014807.25-720258.7|EQ J0148-7202
ULAS J014811.69+140028.4,27.0486,14.0077,BRLT 35|ULAS J014811.69+140028.4
2MASS J01483864-3024396,27.1610,-30.4110,2MASS J01483864-3024396|2MASSI J0148386-302439|2MUCD 10091|TIC 32422219|[B2006] J014838.6-302440|Gaia DR2 5022239300847947136|Gaia DR3 5022239300847947136
2MASSW J0149090+295613,27.2875,29.9368,2MASS J01490895+2956131|2MASSI J0149089+295613|2MASSW J0149090+295613|2MASSW J0149089+295613|TIC 26891612|WISEA J014909.13+295607.7|Gaia DR2 302525062400087936|Gaia DR3 302525062400087936
ULAS J014927.09+144108.2,27.3629,14.6858,BRLT 37|ULAS J014927.11+144108.2|ULAS J014927.11+144108.3|ULAS J014927.09+144108.2|ULAS J014927.10+144108.3
SDSS J014956.27+001647.8,27.4844,0.2800,SDSS J014956.27+001647.8|ULAS J014956.31+001647.7|ULAS J014956.31+001647.8|WISEA J014956.36+001647.7|WISE J014956.36+001648.0
WISEPA J015010.86+382724.3,27.5423,38.4572,2MASS J01500997+3827259|SIMP J0150099+382725|TIC 28782647|WISEA J015010.90+382724.1|WISEP J015010.86+382724.3|WISE J015010.89+382724.1|EQ J0150+3827
ULAS J015024.37+135924.0,27.6017,13.9900,ULAS J015024.37+135924.0|WISEA J015024.40+135923.6|WISEP J015024.39+135924.3|WISE J015024.39+135923.8
ULAS J015034.33+142002.4,27.6431,14.3340,SDSS J015034.33+142002.3|SDSS J015034.32+142002.3|ULAS J015034.33+142002.4|Gaia DR2 2588062771908437888|Gaia DR3 2588062771908437888
SDSS J015141.69+124429.6,27.9240,12.7412,2MASS J01514155+1244300|BRLT 38|SDSS J015141.69+124429.6|SDSS J015141.68+124429.5|SDSS J015141.68+124429.6|TIC 404630181|ULAS J015142.09+124429.3|V* BF Ari|WISEA J015142.25+124429.0|WISEP J015142.21+124429.8|WISE J015142.22+124429.1|[B2006] J015141.5+124430
ULAS J015144.10+134645.8,27.9338,13.7793,BRLT 39|ULAS J015144.10+134645.8
GSC 08047-00232B,28.0610,-52.3250,CD-52   381B|** CVN    3B|WDS J01522-5220B
Tmove-1111-41918,28.0714,-15.5714,null
