# %ECSV 1.0
# ---
# datatype:
# - {name: Skipped, datatype: string}
# - {name: Reason, datatype: string}
# delimiter: ','
# schema: astropy-2.0
Skipped,Reason
PSO J042.8405+35.3726 W3,only upper error
PSO J042.8405+35.3726 W4,only upper error
TVLM 831-165166 W4,only upper error
TVLM 832-10443 W4,only upper error
ULAS J025244.10+010617.9 W3,only upper error
ULAS J025244.10+010617.9 W4,only upper error
Teegarden's Star,missing proper motion values
2MASSI J0253202+271333 W4,only upper error
2MASS J02534448-7959133 W4,only upper error
2MASS J02535980+3206373 W4,only upper error
CFBDS J025401.67-182529.2 W3,only upper error
CFBDS J025401.67-182529.2 W4,only upper error
PSO J043.5395+02.3995 W4,only upper error
HIP 13589B W3,only upper error
HIP 13589B W4,only upper error
ULAS J025545.28+061655.8 W3,only upper error
ULAS J025545.28+061655.8 W4,only upper error
CFBDS J025558.46-173020.2 W3,only upper error
CFBDS J025558.46-173020.2 W4,only upper error
SDSS J025601.86+011047.2 W3,only upper error
SDSS J025601.86+011047.2 W4,only upper error
CFBDS J025718.08-124853.1 W3,only upper error
CFBDS J025718.08-124853.1 W4,only upper error
2MASS J02572581-3105523 W4,only upper error
WISEA J025756.40-265528.8 W3,only upper error
WISEA J025756.40-265528.8 W4,only upper error
CFBDS J025805.92-145534.3 W4,only upper error
2MASS J02583123-1520536 W4,only upper error
CFBDS J025840.60-182648.3 W3,only upper error
CFBDS J025840.60-182648.3 W4,only upper error
WISE J025934.00-034645.7 W3,only upper error
WISE J025934.00-034645.7 W4,only upper error
ULAS J025940.95+054934.8 W3,only upper error
ULAS J025940.95+054934.8 W4,only upper error
UGCS J030013.86+490142.5 W3,only upper error
UGCS J030013.86+490142.5 W4,only upper error
2MASS J03001631+2130205 W3,only upper error
2MASS J03001631+2130205 W4,only upper error
WISEA J030119.39-231921.1 W4,only upper error
CFBDS J030130.53-104504.3 W3,only upper error
CFBDS J030130.53-104504.3 W4,only upper error
CFBDS J030135.11-161418.0 W3,only upper error
CFBDS J030135.11-161418.0 W4,only upper error
SDSSp J030136.53+002057.9 W3,only upper error
SDSSp J030136.53+002057.9 W4,only upper error
2MASSI J0302012+135814 W3,only upper error
2MASSI J0302012+135814 W4,only upper error
CFBDS J030225.88-144125.4 W3,only upper error
CFBDS J030225.88-144125.4 W4,only upper error
CFBDS J030226.67-143719.2 W3,only upper error
CFBDS J030226.67-143719.2 W4,only upper error
TVLM 832-42500 W4,only upper error
WISEA J030237.52-581740.3 W3,only upper error
WISEA J030237.52-581740.3 W4,only upper error
2MASS J03032042-7312300 W4,only upper error
SDSSp J030321.24-000938.2 W4,only upper error
WISE J030449.03-270508.3 W1,only upper error
WISE J030449.03-270508.3 W3,only upper error
WISE J030449.03-270508.3 W4,only upper error
WISEPA J030533.54+395434.4 W3,only upper error
WISEPA J030533.54+395434.4 W4,only upper error
WISEA J030534.09-582635.5 W3,only upper error
WISEA J030534.09-582635.5 W4,only upper error
SDSS J030536.54-064216.3 W4,only upper error
WISEA J030601.66-033059.0 W3,only upper error
WISEA J030601.66-033059.0 W4,only upper error
SSSPM J0306-3648 W4,only upper error
2MASSW J0306268+154514 W3,only upper error
2MASSW J0306268+154514 W4,only upper error
HD 19467B,missing wise designation name
HD 19467B,missing proper motion values
HD 19467B W1,only upper error
HD 19467B W2,only upper error
HD 19467B W3,only upper error
HD 19467B W4,only upper error
WISEPA J030724.57+290447.6 W3,only upper error
WISEPA J030724.57+290447.6 W4,only upper error
WISP 030741.12-724357.5 W3,only upper error
WISP 030741.12-724357.5 W4,only upper error
WISEA J030845.36+325923.1 W3,only upper error
WISEA J030845.36+325923.1 W4,only upper error
2MASSW J0309088-194938 W4,only upper error
WISE J030919.67-501614.3 W4,only upper error
2MASS J03093877-3014352 W4,only upper error
2MASS J03100053+0726506 W4,only upper error
2MASS J03101401-2756452 W4,only upper error
2MASSW J0310599+164816 W4,only upper error
2MASS J03111547+0106307 W4,only upper error
WISEPA J031325.96+780744.2 W4,only upper error
2MASS J03134443+0433165 W4,only upper error
2MASS J03140344+1603056 W4,only upper error
DENIS J031433.1-462339 W4,only upper error
2MASS J03144011-0450316 W4,only upper error
ULAS J031451.72+045346.2 W3,only upper error
ULAS J031451.72+045346.2 W4,only upper error
PSO J048.9806+07.5414 W4,only upper error
WISE J031614.68+382008.0 W3,only upper error
WISE J031614.68+382008.0 W4,only upper error
WISE J031624.35+430709.1 W3,only upper error
WISE J031624.35+430709.1 W4,only upper error
PSO J049.1124+17.0885 W3,only upper error
PSO J049.1124+17.0885 W4,only upper error
PSO J049.1159+26.8409 W3,only upper error
PSO J049.1159+26.8409 W4,only upper error
2MASSI J0316451-284852 W4,only upper error
SDSS J031740.38+061303.8 W3,only upper error
SDSS J031740.38+061303.8 W4,only upper error
2MASS J03182597-3708118 W4,only upper error
2MASS J03185403-3421292 W4,only upper error
ULAS J031959.75+061740.7 W3,only upper error
ULAS J031959.75+061740.7 W4,only upper error
2MASS J03201720-1026124 W4,only upper error
2MASSW J0320284-044636 W4,only upper error
ULAS J032042.15+061837.1 W3,only upper error
ULAS J032042.15+061837.1 W4,only upper error
LP 412-31 W4,only upper error
CWISEP J032109.59+693204.5 W1,only upper error
WISE J032120.91-734758.8 W4,only upper error
ULAS J032122.98+005105.2,missing wise designation name
ULAS J032122.98+005105.2,missing proper motion values
ULAS J032122.98+005105.2 W1,only upper error
ULAS J032122.98+005105.2 W2,only upper error
ULAS J032122.98+005105.2 W3,only upper error
ULAS J032122.98+005105.2 W4,only upper error
ULAS J032143.05+054524.3 W3,only upper error
ULAS J032143.05+054524.3 W4,only upper error
2MASS J03224622-7940595 W4,only upper error
WISEA J032301.88+562558.0 W4,only upper error
WISEA J032309.12-590751.0 W4,only upper error
2MASS J03231002-4631237 W4,only upper error
WISEPC J032337.53-602554.9 W3,only upper error
WISEPC J032337.53-602554.9 W4,only upper error
ULAS J032353.82+061352.3 W3,only upper error
ULAS J032353.82+061352.3 W4,only upper error
2MASS J03250136+2253039 W4,only upper error
WISEA J032504.52-504403.0 W3,only upper error
WISEA J032504.52-504403.0 W4,only upper error
WISE J032517.69-385454.1 W4,only upper error
WISE J032547.72+083118.2 W4,only upper error
SDSS J032553.17+042540.1 W3,only upper error
SDSS J032553.17+042540.1 W4,only upper error
WISEA J032600.28+421056.8 W3,only upper error
WISEA J032600.28+421056.8 W4,only upper error
2MASSW J0326137+295015 W3,only upper error
2MASSW J0326137+295015 W4,only upper error
2MASS J03264225-2102057 W4,only upper error
2MASS J03274091-3148156 W4,only upper error
SDSSp J032817.38+003257.2 W4,only upper error
2MASS J03283463+1129515 W4,only upper error
2MASSI J0328426+230205 W3,only upper error
2MASSI J0328426+230205 W4,only upper error
PSO J052.2746+13.3754 W3,only upper error
PSO J052.2746+13.3754 W4,only upper error
ULAS J032920.22+043024.5 W3,only upper error
ULAS J032920.22+043024.5 W4,only upper error
2MASS J03300506+2405281 W4,only upper error
ULAS J033005.72+055653.4 W3,only upper error
ULAS J033005.72+055653.4 W4,only upper error
LSPM J0330+3504 W3,only upper error
LSPM J0330+3504 W4,only upper error
SDSSp J033017.77+000047.8 W3,only upper error
SDSSp J033017.77+000047.8 W4,only upper error
ULAS J033027.97+053626.6 W3,only upper error
ULAS J033027.97+053626.6 W4,only upper error
SDSSp J033035.13-002534.5 W4,only upper error
ULAS J033036.84+042657.7 W3,only upper error
ULAS J033036.84+042657.7 W4,only upper error
LEHPM 1-3365 W3,only upper error
LEHPM 1-3365 W4,only upper error
PSO J052.7214-03.8409 W4,only upper error
2MASS J03313025-3042383 W4,only upper error
2MASS J03333313-3215181 W4,only upper error
WISEPC J033349.34-585618.7 W4,only upper error
ULAS J033350.84+001406.1 W3,only upper error
ULAS J033350.84+001406.1 W4,only upper error
LEHPM 3396,"duplicate, already ingested"
LEHPM 3396,"duplicate, already ingested"
SDSS J033456.32+010618.7 W3,only upper error
SDSS J033456.32+010618.7 W4,only upper error
2MASSI J0335020+234235 W4,only upper error
WISE J033515.01+431045.1 W3,only upper error
WISE J033515.01+431045.1 W4,only upper error
2MASS J03354535+0658058 W4,only upper error
WISE J033605.05-014350.4 W3,only upper error
WISE J033605.05-014350.4 W4,only upper error
WISEA J033613.83+001011.0 W3,only upper error
WISEA J033613.83+001011.0 W4,only upper error
WISE J033651.90+282628.8 W3,only upper error
WISE J033651.90+282628.8 W4,only upper error
2MASSW J0337036-175807 W4,only upper error
WISE J033713.43+114824.5 W3,only upper error
WISE J033713.43+114824.5 W4,only upper error
SDSS J033726.70-002259.3 W3,only upper error
SDSS J033726.70-002259.3 W4,only upper error
ULAS J033734.61+050026.9 W3,only upper error
ULAS J033734.61+050026.9 W4,only upper error
2MASS J03390160-2434059 W4,only upper error
PSO J054.8149-11.7792 W3,only upper error
PSO J054.8149-11.7792 W4,only upper error
2MASS J03400942-6724051 W4,only upper error
PSO J055.0493-21.1704 W3,only upper error
PSO J055.0493-21.1704 W4,only upper error
ULAS J034150.21+042324.9 W3,only upper error
ULAS J034150.21+042324.9 W4,only upper error
2MASS J03420931-2904317 W3,only upper error
2MASS J03420931-2904317 W4,only upper error
2MASS J03421621-6817321 W4,only upper error
WISEA J034227.44-462252.0 W3,only upper error
WISEA J034227.44-462252.0 W4,only upper error
1RXS J034231.8+121622 B,missing wise designation name
1RXS J034231.8+121622 B,missing proper motion values
1RXS J034231.8+121622 B W1,only upper error
1RXS J034231.8+121622 B W2,only upper error
1RXS J034231.8+121622 B W3,only upper error
1RXS J034231.8+121622 B W4,only upper error
CFHT-IC 348-1 W3,only upper error
CFHT-IC 348-1 W4,only upper error
CFHT-IC 348-2 W3,only upper error
CFHT-IC 348-2 W4,only upper error
CFHT-IC 348-3 W3,only upper error
CFHT-IC 348-3 W4,only upper error
CFHT-IC 348-4 W3,only upper error
CFHT-IC 348-4 W4,only upper error
CFHT-IC 348-5 W3,only upper error
CFHT-IC 348-5 W4,only upper error
CFHT-IC 348-6,missing wise designation name
CFHT-IC 348-6,missing proper motion values
CFHT-IC 348-6 W1,only upper error
CFHT-IC 348-6 W2,only upper error
CFHT-IC 348-6 W3,only upper error
CFHT-IC 348-6 W4,only upper error
SDSS J034408.91+011124.9 W4,only upper error
CFHT-IC 348-7,missing wise designation name
CFHT-IC 348-7,missing proper motion values
CFHT-IC 348-7 W1,only upper error
CFHT-IC 348-7 W2,only upper error
CFHT-IC 348-7 W3,only upper error
CFHT-IC 348-7 W4,only upper error
CFHT-IC 348-11 W4,only upper error
CFHT-IC 348-15,missing proper motion values
CFHT-IC 348-15 W3,only upper error
CFHT-IC 348-15 W4,only upper error
CFHT-IC 348-18,missing wise designation name
CFHT-IC 348-18,missing proper motion values
CFHT-IC 348-18 W1,only upper error
CFHT-IC 348-18 W2,only upper error
CFHT-IC 348-18 W3,only upper error
CFHT-IC 348-18 W4,only upper error
CFHT-IC 348-22 W4,only upper error
CFHT-IC 348-23,missing wise designation name
CFHT-IC 348-23,missing proper motion values
CFHT-IC 348-23 W1,only upper error
CFHT-IC 348-23 W2,only upper error
CFHT-IC 348-23 W3,only upper error
CFHT-IC 348-23 W4,only upper error
CFHT-IC 348-27 W4,only upper error
CFHT-IC 348-29 W3,only upper error
CFHT-IC 348-29 W4,only upper error
CFHT-IC 348-31 W3,only upper error
CFHT-IC 348-31 W4,only upper error
2MASP J0345432+254023 W4,only upper error
2MASS J03480772-6022270 W4,only upper error
Roque 25 W3,only upper error
Roque 25 W4,only upper error
ULAS J034832.97-001258.3 W3,only upper error
ULAS J034832.97-001258.3 W4,only upper error
PSO J057.2893+15.2433 W4,only upper error
WISE J035000.32-565830.2 W4,only upper error
BRB 23 W4,only upper error
SDSS J035048.62-051812.8 W3,only upper error
SDSS J035048.62-051812.8 W4,only upper error
2MASS J03505737+1818069 W4,only upper error
LHS 1604 W4,only upper error
SDSS J035104.37+481046.8 W4,only upper error
PLIZ 35 W3,only upper error
PLIZ 35 W4,only upper error
Hya02 W3,only upper error
Hya02 W4,only upper error
SDSS J035308.54+103056.0 W3,only upper error
SDSS J035308.54+103056.0 W4,only upper error
2MASS J03540135+2316339 W4,only upper error
BRB 29 W3,only upper error
BRB 29 W4,only upper error
BRB 17 W3,only upper error
BRB 17 W4,only upper error
BRB 21 W3,only upper error
PLIZ 28 W3,only upper error
PLIZ 28 W4,only upper error
SDSS J035448.73-002742.1 W3,only upper error
SDSS J035448.73-002742.1 W4,only upper error
2MASSW J0355419+225702 W3,only upper error
2MASSW J0355419+225702 W4,only upper error
SDSS J035721.11-064126.0 W3,only upper error
SDSS J035721.11-064126.0 W4,only upper error
DENIS-P J035726.9-441730 W4,only upper error
2MASS J03582255-4116060 W4,only upper error
WISE J035934.06-540154.6 W4,only upper error
SDSS J040100.96-060933.0 W3,only upper error
SDSS J040100.96-060933.0 W4,only upper error
PSO J060.3200+25.9645 W3,only upper error
2MASS J04012977-4050448 W4,only upper error
WISE J040137.21+284951.7 W4,only upper error
LSPM J0402+1730 W3,only upper error
LSPM J0402+1730 W4,only upper error
WISE J040418.01+412735.6 W4,only upper error
WISEA J040443.50-642030.0 W3,only upper error
WISEA J040443.50-642030.0 W4,only upper error
2MASS J04062677-3812102 W3,only upper error
2MASS J04062677-3812102 W4,only upper error
WISEA J040702.42+190945.8 W3,only upper error
WISEA J040702.42+190945.8 W4,only upper error
2MASS J04070752+1546457 W3,only upper error
2MASS J04070752+1546457 W4,only upper error
2MASS J04070885+1514565 W4,only upper error
2MASS J04081032+0742494 W4,only upper error
2MASSI J0408290-145033 W4,only upper error
2MASSI J0409095+210439 W3,only upper error
2MASSI J0409095+210439 W4,only upper error
PSO J062.3459+11.1794 W3,only upper error
PSO J062.3459+11.1794 W4,only upper error
WISEPA J041022.71+150248.5 W4,only upper error
Hya03 W3,only upper error
Hya03 W4,only upper error
WISEPA J041054.48+141131.6 W3,only upper error
WISEPA J041054.48+141131.6 W4,only upper error
PSO J063.1519-02.8904 W3,only upper error
PSO J063.1519-02.8904 W4,only upper error
SDSSp J041320.38-011424.9 W3,only upper error
SDSSp J041320.38-011424.9 W4,only upper error
WISE J041358.14-475039.3 W3,only upper error
WISE J041358.14-475039.3 W4,only upper error
2MASS J04150602+8230557 W4,only upper error
2MASSI J0415195-093506 W4,only upper error
2MASS J04173745-0800007 W4,only upper error
2MASS J04174743-2129191 W4,only upper error
2MASS J04185879-4507413 W3,only upper error
2MASS J04185879-4507413 W4,only upper error
LSR J0419+4233 W4,only upper error
Hya01 W3,only upper error
Hya01 W4,only upper error
2MASS J04203904+2355502 W4,only upper error
2MASS J04210718-6306022 W4,only upper error
LP 415-20,missing proper motion values
Hya06 W3,only upper error
Hya06 W4,only upper error
2MASS J04221413+1530525 W4,only upper error
SDSS J042230.66+072342.9 W3,only upper error
SDSS J042230.66+072342.9 W4,only upper error
FU Tau B,missing wise designation name
FU Tau B,missing proper motion values
FU Tau B W1,only upper error
FU Tau B W2,only upper error
FU Tau B W3,only upper error
FU Tau B W4,only upper error
SDSSp J042348.57-041403.5 W4,only upper error
2MASS J04235322-0006587 W4,only upper error
WISE J042417.94+072744.1 W3,only upper error
WISE J042417.94+072744.1 W4,only upper error
WISEA J042449.21-595905.6 W3,only upper error
WISEA J042449.21-595905.6 W4,only upper error
CWISEP J042455.68+000221.4 W3,only upper error
CWISEP J042455.68+000221.4 W4,only upper error
LHS 191 W4,only upper error
2MASS J04270723+0859027 W4,only upper error
DENIS-P J04272708-1127143 W4,only upper error
2MASSI J0428510-225323 W4,only upper error
CFHT-Hy-21 W3,only upper error
CFHT-Hy-21 W4,only upper error
DH Tau B,missing wise designation name
DH Tau B,missing proper motion values
DH Tau B W1,only upper error
DH Tau B W2,only upper error
DH Tau B W3,only upper error
DH Tau B W4,only upper error
WISEA J042949.41-783705.6 W3,only upper error
WISEA J042949.41-783705.6 W4,only upper error
CFHT-Hy-20 W3,only upper error
CFHT-Hy-20 W4,only upper error
2MASS J04305157-0849007 W4,only upper error
WISE J043052.92+463331.6 W3,only upper error
WISE J043052.92+463331.6 W4,only upper error
Cl* Melotte 25 DKJ 14784e W3,only upper error
Cl* Melotte 25 DKJ 14784e W4,only upper error
WISEA J043535.82+211508.9 W3,only upper error
WISEA J043535.82+211508.9 W4,only upper error
Hya12 W3,only upper error
Hya12 W4,only upper error
2MASS J04362054-4218523 W4,only upper error
2MASS J04362767+1151243 W4,only upper error
2MASS J04362788-4114465 W4,only upper error
2MASS J04365019-1803262 W4,only upper error
51 Eri b,missing wise designation name
51 Eri b,missing proper motion values
51 Eri b W1,only upper error
51 Eri b W2,only upper error
51 Eri b W3,only upper error
51 Eri b W4,only upper error
2MASS J04373705+2331080 W3,only upper error
2MASS J04373705+2331080 W4,only upper error
PSO J069.4987+19.6346 W3,only upper error
PSO J069.4987+19.6346 W4,only upper error
PSO J069.7303+04.3834 W4,only upper error
2MASSI J0439010-235308 W4,only upper error
LkCa 15 b,missing wise designation name
LkCa 15 b,missing proper motion values
LkCa 15 b W1,only upper error
LkCa 15 b W2,only upper error
LkCa 15 b W3,only upper error
LkCa 15 b W4,only upper error
2MASS J04400972-5126544 W4,only upper error
2MASS J04402583-1820414 W4,only upper error
PSO J070.3773+04.7333,missing proper motion values
PSO J070.3773+04.7333 W3,only upper error
PSO J070.3773+04.7333 W4,only upper error
2MASS 0441+2301 Bab,missing wise designation name
2MASS 0441+2301 Bab,missing proper motion values
2MASS 0441+2301 Bab W1,only upper error
2MASS 0441+2301 Bab W2,only upper error
2MASS 0441+2301 Bab W3,only upper error
2MASS 0441+2301 Bab W4,only upper error
2MASS 0441+2301 Aab,missing wise designation name
2MASS 0441+2301 Aab,missing proper motion values
2MASS 0441+2301 Aab W1,only upper error
2MASS 0441+2301 Aab W2,only upper error
2MASS 0441+2301 Aab W3,only upper error
