name,name_simbadable,ref_discovery,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,glon_j2000,glat_j2000,literature_flag,ref_literature_flag,exoplanet,multiplesystem_unresolved_in_this_table,multiplesystem_resolved_in_this_table,has_higher_mass_companion,sep_companion,youth_evidence,age_category,age_category_justification,age_singlevalue_gyr_formula,age_distribution_gyr_formula,designation_P1_formula,ra_j2000_P1,dec_j2000_P1,ra_epoch_P1,dec_epoch_P1,epoch_mjd_P1,ref_radec_P1,g_P1,gerr_P1,g_nphot_P1,g_src_P1,ref_g_P1,r_P1,rerr_P1,r_nphot_P1,r_src_P1,ref_r_P1,i_P1,ierr_P1,i_nphot_P1,i_src_P1,ref_i_P1,z_P1,zerr_P1,z_nphot_P1,z_src_P1,ref_z_P1,y_P1,yerr_P1,y_nphot_P1,y_src_P1,ref_y_P1,BP_Gaia,BPerr_Gaia,G_Gaia,Gerr_Gaia,RP_Gaia,RPerr_Gaia,ref_photom_Gaia,designation_2mass,ra_epoch_2mass,dec_epoch_2mass,epoch_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,Cflg_2MASS,designation_MKO,Y_MKO,Yerr_MKO,ref_Y_MKO,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,Lp_MKO,Lperr_MKO,ref_Lp_MKO,Mp_MKO,Mperr_MKO,ref_Mp_MKO,designation_WISE,ra_j2000_WISE,dec_j2000_WISE,ra_epoch_WISE,dec_epoch_WISE,ref_astrom_WISE,W1,W1err,chi2_W1,ref_W1,W2,W2err,chi2_W2,ref_W2,W3,W3err,chi2_W3,ref_W3,W4,W4err,chi2_W4,ref_W4,flag_WISE,nb_AllWISE,neigh_AllWISE,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,pmra_formula,pmraerr_formula,pmdec_formula,pmdecerr_formula,ref_pm_formula,rv_formula,rverr_formula,ref_rv_formula,plx_lit,plxerr_lit,ref_plx_lit,pmra_lit,pmraerr_lit,pmdec_lit,pmdecerr_lit,pm_lit,pmerr_lit,angle_lit,angleerr_lit,ref_pm_lit,rv_lit,rverr_lit,ref_rv_lit,plx_UKIRT,plxerr_UKIRT,pmra_UKIRT,pmraerr_UKIRT,pmdec_UKIRT,pmdecerr_UKIRT,ref_plx_UKIRT,astrom_Gaia,ra_j2000_Gaia,dec_J2000_Gaia,ra_epoch_Gaia,dec_epoch_Gaia,plx_Gaia,plxerr_Gaia,pmra_Gaia,pmraerr_Gaia,pmdec_Gaia,pmdecerr_Gaia,RUWE_Gaia,nep_Gaia,rv_Gaia,rverr_Gaia,flags_Gaia,sourceID_Gaia_DR3,sourceID_Gaia_DR2,pmra_P1,pmraerr_P1,pmdec_P1,pmdecerr_P1,ref_pm_P1,pmra_catwise,pmraerr_catwise,pmdec_catwise,pmdecerr_catwise,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,sptnumabs_formula,dist_plx_formula,disterr_plx_formula,sptnum_photdist_formula,dist_J_2MASS_formula,disterr_J_2MASS_formula,dist_J_MKO_formula,disterr_J_MKO_formula,dist_Ks_2MASS_formula,disterr_Ks_2MASS_formula,dist_K_MKO_formula,disterr_K_MKO_formula,dist_W2_formula,disterr_W2_formula,dist_formula,disterr_formula,dist_formula_source,note,Best21_vollim_sample,Best24_vollim_sample,name_simbad,ra_j2000_simbad,dec_j2000_simbad,ref_radec_j2000_simbad,pmra_simbad,pmraerr_simbad,pmdec_simbad,pmdecerr_simbad,ref_pm_simbad,plx_simbad,plxerr_simbad,ref_plx_simbad,identifiers_simbad,firstref_simbad,pmra_P1_PV34,pmraerr_P1_PV34,pmdec_P1_PV34,pmdecerr_P1_PV34,ref_pm_P1_PV34,banyan_sigma_results,banyan_sigma_max_hypo_young,banyan_sigma_max_prob_young,banyan_sigma_input_params,name_simpleDB,url_simpleDB,ra_20240204_formula,dec_20240204_formula,source_radec_20240204_formula,gucds_shortname
WISEPA J172844.93+571643.6,WISE J172844.93+571642.7,Kirk11,262.1869,57.2782,CatWISE,85.5417,33.6049,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J262.1872+57.2786,NaN,NaN,262.1873,57.2786,56028.96,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,21.8466,0.1964,11,W,Cham16,20.3220,0.0956,13,W,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,17.680,0.050,Kirk11,17.880,0.070,Kirk11,NaN,NaN,null,null,null,18.538,0.056,Best21,17.420,0.020,Best20,17.679,0.056,Best21,17.809,0.064,Best21,NaN,NaN,null,NaN,NaN,null,CWISE J172844.99+571643.5,262.1868687,57.2782201,262.1874796,57.2787788,Maro21,17.522,0.047,1.910,Maro21,14.999,0.019,1.030,Maro21,12.678,NaN,0.951,Cutr13,9.721,NaN,0.944,Cutr13,0000,1,0,16.47,0.04,14.99,0.02,Kirk11,39.3,2.5,Best20,90.7,1.7,122.5,1.9,Best20,NaN,NaN,null,NaN,NaN,null,37.00,256.00,210.00,299.00,213.23,297.80,9.99,69.16,Kirk11,0.00,NaN,null,39.3,2.5,90.7,1.7,122.5,1.9,Best20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,77.2,18.4,130.6,21.3,null,null,null,null,null,null,T6,Kirk11,NaN,26,26,26,25.4,1.6,26.0,33.3,6.2,34.2,6.8,NaN,NaN,34.8,8.5,26.1,3.9,25.4,1.6,dist_plx_formula,2MASS system photometry from FanMt/FanCam.,N,N,WISE J172844.93+571642.7,262.1869420,57.2782670,Ahn_12,90.700,1.700,122.500,1.900,Best20,39.3000,2.5000,Best20,SDSS J172844.86+571641.7|WISEA J172844.93+571642.7|WISEP J172844.93+571643.6|WISE J172844.93+571642.7|EQ J1728+5716,Kirk11,NaN,NaN,NaN,NaN,null,FIELD (99.9%),USCO,0.000,pm+trig-plx,WISE J172844.93+571642.7,https://simple-bd-archive.org/solo_result/WISE%20J172844.93%2B571642.7,262.1880,57.2790,CatWISE;Best20,J1728+5716
WISEA J172907.10-753017.0,WISE J172907.02-753017.3,Tinn18,262.2794,-75.5044,CatWISE,317.4984,-21.2944,photSpT,Card15,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,18.1831,0.2671,McMa21,null,null,NaN,NaN,null,17.802,0.040,McMa21,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J172907.14-753018.0,262.2794099,-75.5044043,262.2797568,-75.5050070,Maro21,17.372,0.055,0.762,Maro21,15.487,0.038,0.892,Maro21,12.625,NaN,0.802,Cutr13,9.001,NaN,1.000,Cutr13,0000,1,0,16.85,0.03,15.42,0.02,Meis20b,36,6,Kirk21,59,22,-160,12,Kirk21,NaN,NaN,null,35.70,5.70,Kirk21,58.50,21.50,-159.80,12.40,170.17,13.73,159.89,6.95,Kirk21,0.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,20.3,34.2,-140.9,39.1,null,null,null,null,null,null,T7,Tinn18,NaN,27,27,27,28,5,27.0,NaN,NaN,30.4,6.1,31.3,9.1,NaN,NaN,28.6,4.2,28,5,dist_plx_formula,Spectral type is photometric from J3-W2 (Tinn18).,N,N,WISE J172907.02-753017.3,262.2792700,-75.5048170,Cutr12,NaN,NaN,NaN,NaN,null,NaN,NaN,null,WISEA J172907.10-753017.0|WISE J172907.02-753017.3,Tinn18,NaN,NaN,NaN,NaN,null,FIELD (99.7%); BPMG (0.2%),BPMG,0.002,pm+trig-plx,WISEA J172907.10-753017.0,https://simple-bd-archive.org/solo_result/WISEA%20J172907.10-753017.0,262.2810,-75.5055,CatWISE;Kirk21,J1729-7530
WISE J173035.99+420742.5,WISE J173035.99+420742.5,Mace13a,262.6504,42.1292,PS1,67.5354,32.2686,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J262.6498+42.1282,262.6504,42.1292,262.6498,42.1283,56239.10,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.5636,0.0650,13,C,Cham16,19.2576,0.0176,10,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,16.950,0.180,Skru06,16.000,0.190,Skru06,15.650,NaN,Skru06,null,null,18.082,0.054,Schn23b;UCS_24,16.877,0.020,Schn23b,16.092,0.052,Schn23b;UCS_24,15.704,0.027,Schn23b,NaN,NaN,null,NaN,NaN,null,CWISE J173035.94+420741.2,262.6503357,42.1292206,262.6497474,42.1281182,Maro21,15.071,0.015,0.640,Maro21,14.588,0.016,0.844,Maro21,12.887,NaN,1.020,Cutr13,9.416,NaN,0.918,Cutr13,0000,1,0,14.70,0.00,14.55,0.01,Grif12b,NaN,NaN,null,-102,9,-258,9,Maro21,NaN,NaN,null,NaN,NaN,null,-105.5,20.1,-246.6,13.9,268.22,14.97,203.16,4.12,Best18,0.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,-105.5,20.1,-246.6,13.9,Best18,-102.0,8.7,-257.7,9.4,null,null,null,null,null,null,T0,Mace13a,NaN,20,20,20,NaN,NaN,20.0,27.5,5.1,28.7,4.4,33.4,NaN,31.7,3.1,35.4,4.6,35,5,dist_W2_formula,null,N,N,WISE J173035.99+420742.5,262.6499680,42.1284950,Cutr12,NaN,NaN,NaN,NaN,null,NaN,NaN,null,WISEA J173035.98+420742.5|WISE J173035.99+420742.5|EQ J1730+4207,Grif12b,-106.98,18.33,-243.78,18.27,Magn20,FIELD (99.9%),ABDMG,0.000,pm+phot-plx,WISE J173035.99+420742.5,https://simple-bd-archive.org/solo_result/WISE%20J173035.99%2B420742.5,262.6494,42.1274,PS1;Maro21,J1730+4207
SDSS J173101.41+531047.9,2MASS J17310140+5310476,Chiu06,262.7559,53.1800,PS1,80.6332,33.2544,specblend,Geis11,N,N,N,N,NaN,N,FLD-G,Sang23,2.98,2.98(+4.07/-2.08),PSO J262.7562+53.1805,262.7559,53.1800,262.7563,53.1805,55982.12,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,21.3636,0.0412,8,C,Cham16,19.7378,0.0369,12,C,Cham16,18.6654,0.0245,11,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,2MASS J17310140+5310476,262.755866,53.179893,1998-06-22,16.374,0.110,Cutr03,15.484,0.142,Cutr03,14.854,0.142,Cutr03,000,null,17.656,0.052,Schn23b;UCS_24,16.354,0.013,Schn23b,15.633,0.052,Schn23b;UCS_24,14.830,0.142,Best21,NaN,NaN,null,NaN,NaN,null,CWISE J173101.52+531050.4,262.7559100,53.1800021,262.7563590,53.1806741,Maro21,14.094,0.012,0.703,Maro21,13.761,0.011,0.795,Maro21,12.868,0.355,0.908,Cutr13,9.607,NaN,0.994,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,NaN,NaN,null,63,5,166,4,Best18,NaN,NaN,null,NaN,NaN,null,64.00,11.00,162.00,18.00,174.18,17.22,21.56,4.01,Fahe09,0.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,62.5,4.8,165.5,3.8,Best18,62.9,5.7,157.1,6.1,null,null,FLD-G,Sang23,null,null,L6:,Chiu06,NaN,16,16,16,NaN,NaN,16.0,30.7,4.8,32.2,5.2,34.4,5.8,35.6,5.4,32.6,4.8,33,5,dist_W2_formula,null,N,N,2MASS J17310140+5310476,262.7558660,53.1798930,Cutr03,64.000,18.000,162.000,11.000,Fahe09,NaN,NaN,null,2MASS J17310140+5310476|SDSS J173101.41+531047.9|SDSS J173101.40+531047.9|TIC 188820480|WISEA J173101.49+531049.6|WISE J173101.50+531049.5,Chiu06,63.14,14.79,159.23,14.39,Magn20,FIELD (99.9%),ABDMG,0.000,pm+phot-plx,SDSS J173101.41+531047.9,https://simple-bd-archive.org/solo_result/SDSS%20J173101.41%2B531047.9,262.7566,53.1811,PS1;Best18,J1731+5310
2MASS J17320014+2656228,2MASS J17320014+2656228,Kirk10,263.0006,26.9397,Gaia23,50.4786,28.4318,null,null,N,N,N,N,NaN,N,FLD-G,Sang23,2.98,2.98(+4.07/-2.08),PSO J263.0010+26.9391,263.0006,26.9397,263.0010,26.9392,57002.06,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.2920,0.0292,20,C,Cham16,18.8485,0.0228,12,C,Cham16,17.9080,0.0169,12,C,Cham16,21.3251,0.2082,20.7560,0.0092,19.1453,0.0542,Gaia23,2MASS J17320014+2656228,263.000587,26.939669,2000-04-03,15.931,0.084,Cutr03,15.018,0.055,Cutr03,14.461,0.055,Cutr03,000,null,16.924,0.051,Schn23b;UCS_24,15.802,0.009,Schn23b,15.071,0.051,Schn23b;UCS_24,14.532,0.012,Schn23b,NaN,NaN,null,NaN,NaN,null,CWISE J173200.24+265621.1,263.0005458,26.9397078,263.0010328,26.9391970,Maro21,14.184,0.014,0.591,Maro21,13.987,0.014,0.879,Maro21,12.817,NaN,0.814,Cutr13,9.213,NaN,0.995,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,16.8,1.1,Gaia23,90.7,1,-111.7,1.2,Gaia23,NaN,NaN,null,NaN,NaN,null,97.90,7.10,-113.40,9.20,149.81,8.40,139.20,3.10,Gagn15a,-0.18,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,263.0006104,26.9396553,263.0010681,26.9391594,16.8350,1.0918,90.737,1.039,-111.664,1.185,1.155,23,NaN,NaN,null,4594917675831940864,4594917675831940864,92.5,2.9,-117.8,2.7,Best18,101.5,7.6,-119.4,7.4,null,null,FLD-G,Sang23,null,null,L1,Kirk10,NaN,11,11,11,60,4,11.0,62.5,11.2,63.8,9.4,56.0,9.7,62.5,8.4,58.9,4.4,60,4,dist_plx_formula,null,N,N,2MASS J17320014+2656228,263.0006051,26.9396561,Gaia21a,90.737,1.039,-111.664,1.185,Gaia21a,16.8350,1.0918,Gaia21a,2MASS J17320014+2656228|TIC 321766977|Gaia DR2 4594917675831940864|Gaia DR3 4594917675831940864,Kirk10,89.78,5.19,-114.56,5.66,Magn20,FIELD (99.9%),ABDMG,0.000,pm+trig-plx,2MASS J17320014+2656228,https://simple-bd-archive.org/solo_result/2MASS%20J17320014%2B2656228,263.0013,26.9389,Gaia23,J1732+2656
WISE J173332.50+314458.3,2MASS J17333281+3144571,Thom13,263.3865,31.7493,Gaia23,55.8558,29.4875,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J263.3851+31.7495,263.3865,31.7493,263.3851,31.7496,56151.01,Magn20,NaN,NaN,NaN,null,null,22.2486,0.0326,2,C,Cham16,20.3795,0.0217,16,C,Cham16,18.9468,0.0268,13,C,Cham16,18.0369,0.0184,11,C,Cham16,21.4120,0.2655,20.8389,0.0121,19.2387,0.0567,Gaia23,2MASS J17333281+3144571,263.386723,31.749222,1998-04-11,15.866,0.067,Cutr03,14.890,0.063,Cutr03,14.301,0.063,Cutr03,000,null,17.043,0.051,Schn23b;UCS_24,15.801,0.010,Schn23b,14.853,0.050,Schn23b;UCS_24,14.103,0.008,Schn23b,NaN,NaN,null,NaN,NaN,null,CWISE J173332.36+314458.6,263.3865201,31.7493012,263.3848655,31.7496340,Maro21,13.571,0.012,0.771,Maro21,13.270,0.010,1.050,Maro21,12.374,NaN,1.000,Cutr13,8.695,NaN,0.969,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,30.1,1.3,Gaia23,-335.4,1.4,86.1,1.5,Gaia23,NaN,NaN,null,NaN,NaN,null,-330.00,10.00,100.00,10.00,344.82,10.00,286.86,1.66,Thom13,-0.36,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,263.3865051,31.7492714,263.3847656,31.7496548,30.0923,1.3006,-335.378,1.393,86.077,1.455,1.056,15,NaN,NaN,null,4600837382010781696,4600837382010781696,-339.5,2.9,89.4,2.0,Best18,-328.9,5.3,77.8,5.5,null,null,null,null,null,null,L2 pec (red),Thom13,NaN,12,12,12,33.2,1.4,12.0,51.1,9.1,54.8,8.1,44.9,7.8,46.1,6.2,38.2,2.8,33.2,1.4,dist_plx_formula,null,N,N,2MASS J17333281+3144571,263.3865043,31.7492722,Gaia21a,-335.378,1.393,86.077,1.455,Gaia21a,30.0923,1.3006,Gaia21a,2MASS J17333281+3144571|TIC 39545617|WISEA J173332.48+314458.3|WISE J173332.50+314458.3|Gaia DR2 4600837382010781696|Gaia DR3 4600837382010781696,Thom13,-339.48,7.81,87.46,7.72,Magn20,FIELD (99.9%),ARG,0.000,pm+trig-plx,WISE J173332.50+314458.3,https://simple-bd-archive.org/solo_result/WISE%20J173332.50%2B314458.3,263.3839,31.7498,Gaia23,J1733+3144
WISE J173421.02+502349.9,2MASS J17342109+5023472,Mace13a,263.5883,50.3966,PS1,77.3562,32.5864,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J263.5877+50.3975,263.5883,50.3966,263.5878,50.3976,56071.33,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.5275,0.0421,8,C,Cham16,18.8878,0.0155,11,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,2MASS J17342109+5023472,263.587895,50.396458,1998-06-22,16.337,0.107,Cutr03,15.845,NaN,Cutr03,15.371,NaN,Cutr03,000,null,17.360,0.054,Best21,16.110,0.020,Best20,16.066,0.054,Best21,16.038,0.054,Best21,NaN,NaN,null,NaN,NaN,null,WISEA J173421.02+502349.8,263.5875874,50.3971798,263.5875600,50.3971687,Cutr13,15.381,0.031,1.100,Cutr13,14.298,0.033,0.971,Cutr13,12.859,NaN,1.000,Cutr13,9.635,NaN,0.888,Cutr13,0000,1,0,15.08,0.01,14.32,0.00,Grif12b,40,4,Best20,-30.8,2.9,296,4,Best20,NaN,NaN,null,NaN,NaN,null,-19.26,7.86,293.03,14.50,293.67,14.48,356.24,1.54,Best15,-0.83,NaN,null,39.7,3.7,-30.8,2.9,295.6,3.6,Best20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,-23.1,9.5,288.7,3.7,Best18,NaN,NaN,NaN,NaN,null,null,null,null,null,null,T4,Mace13a,NaN,24,24,24,25,2.5,24.0,21.6,3.7,23.0,3.5,17.9,NaN,24.2,2.4,24.0,2.5,25,2.5,dist_plx_formula,null,N,N,2MASS J17342109+5023472,263.5878950,50.3964580,Cutr03,-30.800,2.900,295.600,3.600,Best20,39.7000,3.7000,Best20,2MASS J17342109+5023472|PSO J263.5879+50.3975|TIC 188832682|WISEA J173421.02+502349.8|WISE J173421.02+502349.9|EQ J1734+5023,Grif12b,-89.29,23.22,272.41,18.84,Magn20,FIELD (99.9%); ARG (0.1%),ARG,0.001,pm+trig-plx,WISE J173421.02+502349.9,https://simple-bd-archive.org/solo_result/WISE%20J173421.02%2B502349.9,263.5879,50.3986,PS1;Best20,J1734+5023
2MASS J17343053-1151388,2MASS J17343053-1151388,Kirk10,263.6272,-11.8608,Gaia23,13.2832,11.1386,null,null,N,N,N,N,NaN,N,FLD-G,Sang23,2.98,2.98(+4.07/-2.08),PSO J263.6276-11.8620,263.6272,-11.8609,263.6276,-11.8620,55665.27,Magn20,21.8658,0.1295,4,C,Cham16,19.8306,0.0097,4,C,Cham16,17.2498,0.0041,10,C,Cham16,15.8033,0.0036,7,C,Cham16,14.8657,0.0007,11,C,Cham16,21.0803,0.1231,17.6910,0.0031,16.1073,0.0045,Gaia23,2MASS J17343053-1151388,263.627223,-11.860787,1999-04-19,13.110,0.030,Cutr03,12.372,0.024,Cutr03,11.883,0.024,Cutr03,000,null,13.986,0.058,Best21,13.082,0.030,Best21,12.432,0.024,Best21,11.860,0.024,Best21,NaN,NaN,null,NaN,NaN,null,CWISE J173430.66-115144.4,263.6272122,-11.8607169,263.6277621,-11.8623626,Maro21,11.649,0.018,1.280,Maro21,11.373,0.013,1.090,Maro21,10.887,0.125,0.962,Cutr13,8.883,NaN,0.964,Cutr13,0000,2,0,NaN,NaN,NaN,NaN,null,48.39,0.16,Gaia23,120.4,0.18,-372.79,0.12,Gaia23,NaN,NaN,null,NaN,NaN,null,192.88,65.86,-395.47,135.03,440.00,150.00,154.00,NaN,Kirk10,-0.892,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,263.6272278,-11.8608427,263.6277771,-11.8624992,48.3891,0.1585,120.403,0.180,-372.790,0.121,0.998,20,NaN,NaN,null,4162703606326651392,4162703606326651392,120.5,1.0,-370.0,1.4,Best18,125.8,4.4,-384.7,5.3,null,null,FLD-G,Sang23,null,null,M8.5,Kirk10,NaN,8.5,8.5,8.5,20.67,0.07,8.5,24.6,4.3,23.9,3.5,24.4,4.2,22.5,3.0,22.6,2.1,20.67,0.07,dist_plx_formula,null,N,N,2MASS J17343053-1151388,263.6272364,-11.8608425,Gaia21a,120.403,0.180,-372.790,0.121,Gaia21a,48.3891,0.1585,Gaia21a,2MASS J17343053-1151388|TIC 3866996|Gaia DR2 4162703606326651392|Gaia DR3 4162703606326651392,Kirk10,121.44,3.65,-367.72,3.40,Magn20,FIELD (99.9%),ABDMG,0.000,pm+trig-plx,2MASS J17343053-1151388,https://simple-bd-archive.org/solo_result/2MASS%20J17343053-1151388,263.6281,-11.8633,Gaia23,J1734-1151
WISEA J173453.90-481357.9,2MASS J17345400-4813556,Kirk21,263.7251,-48.2321,CatWISE,342.4341,-8.3820,lowg?,Schn17,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,2MASS J17345400-4813556,263.725040,-48.232128,2000-06-08,16.285,0.127,Cutr03,14.865,0.075,Cutr03,13.916,0.052,Cutr03,000,null,NaN,NaN,null,16.100,0.010,McMa13,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J173453.84-481359.1,263.7251264,-48.2320766,263.7243493,-48.2330862,Maro21,12.944,0.012,1.020,Maro21,12.535,0.010,1.200,Maro21,11.641,NaN,0.781,Cutr13,8.765,NaN,0.750,Cutr13,0000,1,0,NaN,NaN,12.51,0.02,Kirk21,37.9,2.9,Kirk21,-126.5,2.4,-230,2.4,Kirk21,NaN,NaN,null,37.90,2.90,Kirk21,-126.50,2.40,-230.00,2.40,262.49,2.40,208.81,0.52,Kirk21,-1.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,-121.0,5.1,-236.0,5.1,null,null,null,null,null,null,L5,Schn17,NaN,15,15,15,26.4,2,15.0,35.1,5.6,34.7,5.6,25.1,4.0,NaN,NaN,20.2,3.0,26.4,2,dist_plx_formula,null,N,N,2MASS J17345400-4813556,263.7250400,-48.2321280,Cutr03,-100.600,9.300,-228.500,9.200,Schn17,NaN,NaN,null,2MASS J17345400-4813556|TIC 325627406|WISEA J173453.90-481357.9|WISE J173453.91-481357.8,Schn17,NaN,NaN,NaN,NaN,null,FIELD (99.1%); CARN (0.9%),CARN,0.009,pm+trig-plx,null,null,263.7239,-48.2336,CatWISE;Kirk21,J1734-4813
LSPM J1735+2634,LP  388-55,Schm07,263.8040,26.5797,Gaia23,50.3428,27.6381,null,null,N+N,Y: Law_06,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J263.8045+26.5788,263.8041,26.5798,263.8046,26.5788,55786.01,Magn20,19.4477,0.0146,3,C,Cham16,17.9078,0.0076,8,C,Cham16,15.0995,0.0010,6,C,Cham16,13.7295,0.0034,6,C,Cham16,12.9428,0.0026,5,C,Cham16,19.0839,0.0323,15.8697,0.0076,14.0650,0.0041,Gaia23,2MASS J17351296+2634475,263.804038,26.579872,2000-04-04,11.252,0.026,Cutr03,10.591,0.020,Cutr03,10.157,0.020,Cutr03,000,null,NaN,NaN,null,11.198,0.026,Dupu12,10.628,0.031,Dupu12,10.131,0.020,Dupu12,NaN,NaN,null,NaN,NaN,null,CWISE J173513.14+263442.6,263.8040471,26.5798907,263.8047493,26.5785192,Maro21,9.902,0.012,0.868,Maro21,9.660,0.010,0.655,Maro21,9.340,0.034,1.100,Cutr13,9.173,NaN,1.060,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,64.3,0.7,Gaia23,141.6,0.6,-289.1,0.8,Gaia23,NaN,NaN,null,64.80,0.90,Dupu17,150.90,0.90,-315.70,1.40,349.90,1.30,154.45,0.17,Dupu17,-1.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,263.8040466,26.5797367,263.8047485,26.5784531,64.3292,0.7493,141.579,0.629,-289.130,0.832,8.735,29,NaN,NaN,null,4594186745414679680,4594186745413771392,144.5,3.0,-313.4,1.8,Best18,146.8,3.9,-320.6,3.8,null,null,null,null,M7.5,Schm07,null,null,7.5,NaN,7.5,7.5,15.55,0.17,7.5,15.5,2.7,14.6,2.2,15.9,2.7,14.6,2.0,NaN,NaN,15.55,0.17,dist_plx_formula,null,N,N,LP  388-55,263.8040404,26.5797376,Gaia21a,141.579,0.629,-289.130,0.832,Gaia21a,64.3292,0.7493,Gaia21a,LP  388-55|** LAW    5|LSPM J1735+2634|2MASS J17351296+2634475|2MUCD 20746|NLTT 45101|SDSS J173513.01+263446.1|TIC 316631972|USNO-B1.0 1165-00285820|WDS J17352+2635AB|WISEA J173513.08+263444.1|Gaia DR3 4594186745414679680|Gaia DR2 4594186745413771392,Luyt95,140.62,5.68,-315.69,3.96,Magn20,FIELD (99.9%),ABDMG,0.000,pm+trig-plx,LSPM J1735+2634,https://simple-bd-archive.org/solo_result/LSPM%20J1735%2B2634,263.8051,26.5778,Gaia23,J1735+2634
